chr	center	observed_log	atac_pred_log	true_residual	class	sequence5p_residual	multimodal5p_residual	residual_sequence_residual	residual_multimodal_residual	residual_atac_residual
chr12	10613617	5.7430034	4.215634	1.5273695	acetylated_beyond_accessibility	1.6980777	1.5446148	0.27590942	1.2370348	-0.10917616
chr8	94987931	5.7525725	4.2247987	1.5277739	acetylated_beyond_accessibility	-1.5902069	0.21717358	0.22639275	0.48183632	-0.045484066
chr17	17907442	3.4339871	1.9059017	1.5280855	acetylated_beyond_accessibility	0.7901447	0.1788671	0.08519685	0.3712392	0.06973064
chr8	130531314	4.2195077	2.6909761	1.5285316	acetylated_beyond_accessibility	1.0968916	0.04392934	0.08036709	0.3240633	0.010550022
chr20	365099	5.365976	3.8366818	1.529294	acetylated_beyond_accessibility	-0.6791971	1.653986	0.9632139	1.6232629	-0.019723654
chr7	104224552	3.637586	2.1073756	1.5302105	acetylated_beyond_accessibility	1.1734786	0.91262054	0.77956843	0.6958232	0.029654026
chr22	41725729	3.8066626	2.2759204	1.5307422	acetylated_beyond_accessibility	1.9030156	0.5485635	0.3683858	0.9802089	0.020106077
chr7	99558503	6.7979403	5.267047	1.5308933	acetylated_beyond_accessibility	0.66895676	0.7998991	0.034692287	0.70668507	0.0054740906
chr10	3805390	5.9989367	4.4679856	1.530951	acetylated_beyond_accessibility	-1.6368508	1.0387607	0.27968884	0.4051442	-0.015917778
chr8	37775577	3.8286414	2.2976022	1.5310392	acetylated_beyond_accessibility	1.3913682	0.86889935	0.24870682	0.63099766	0.0010387897
chr7	102121681	4.0943446	2.5631757	1.5311689	acetylated_beyond_accessibility	-0.13934016	0.5010519	0.12573099	0.5966797	0.04628277
chr6	15691455	3.8066626	2.2752426	1.53142	acetylated_beyond_accessibility	0.080498695	0.6041403	-0.03248191	-0.28906274	0.022544146
chr17	78828655	2.8903718	1.3586001	1.5317717	acetylated_beyond_accessibility	1.073535	0.40730548	-0.07710171	0.20350325	0.100408554
chr10	87691713	3.4011974	1.8691993	1.5319982	acetylated_beyond_accessibility	1.4946654	0.5726862	0.44691992	0.35119295	0.014134526
chr12	52993264	5.659482	4.127399	1.532083	acetylated_beyond_accessibility	-0.45892572	0.5587201	0.6855235	0.9197211	-0.08239031
chr17	42518657	5.869297	4.336869	1.5324283	acetylated_beyond_accessibility	-1.314364	0.72461176	0.28304434	0.5193262	-0.10595369
chr17	49725629	3.3322046	1.7996721	1.5325325	acetylated_beyond_accessibility	1.4616692	0.5292802	0.28527212	0.31071448	0.079318166
chr17	82066509	4.0775375	2.5449994	1.5325382	acetylated_beyond_accessibility	0.677521	0.056967974	-0.069391966	0.35637498	0.01380825
chr22	39625837	4.5108595	2.9782648	1.5325947	acetylated_beyond_accessibility	0.8811326	-0.04221344	0.43273473	0.086812496	0.05344248
chr6	31689700	5.605802	4.0726604	1.5331416	acetylated_beyond_accessibility	-1.3927915	0.9595437	0.08185005	0.6194515	-0.023216248
chr20	53181132	4.9698133	3.436473	1.5333405	acetylated_beyond_accessibility	-0.44484925	0.46649432	0.537086	0.67798424	-0.008975267
chr12	21936694	2.1972246	0.6635693	1.5336554	acetylated_beyond_accessibility	1.0666497	0.3791564	0.088632345	0.19954556	0.15829402
chr7	155305605	3.3672957	1.8335648	1.533731	acetylated_beyond_accessibility	2.0185332	0.020501971	0.1003741	0.25366735	0.029456139
chr12	76158898	4.0430512	2.5085754	1.5344758	acetylated_beyond_accessibility	0.25442195	1.2127409	0.52088594	0.8871355	-0.08443713
chr6	31738122	7.309212	5.774025	1.5351872	acetylated_beyond_accessibility	-2.5296366	0.60212517	0.12612486	0.73258305	-0.111579895
chr8	58596115	4.8121843	3.2768922	1.5352921	acetylated_beyond_accessibility	0.8068147	0.90723467	0.70918703	1.3372097	0.020680904
chr6	33183453	3.7612002	2.2258914	1.5353088	acetylated_beyond_accessibility	3.0682404	1.5192494	1.4894664	0.99384356	0.015347004
chr7	44000889	1.609438	0.07401675	1.5354211	acetylated_beyond_accessibility	3.0361614	0.28910002	-0.015590612	0.2264536	0.0040985495
chr22	28544733	3.3672957	1.8317338	1.5355619	acetylated_beyond_accessibility	1.0608717	0.3180865	0.18418896	0.30046046	0.028239846
chr6	44042343	5.7137327	4.1781573	1.5355754	acetylated_beyond_accessibility	-1.6664867	0.59655	0.09357214	0.74509144	-0.0075860023
chr12	49663164	5.4930615	3.9574237	1.5356379	acetylated_beyond_accessibility	-0.82942176	0.9319787	0.27010584	0.23984194	-0.08180642
chr6	86685198	4.6051702	3.0685444	1.5366259	acetylated_beyond_accessibility	-0.7002225	0.45645976	0.124097824	0.41353393	0.023255825
chr6	30818677	4.0430512	2.5059447	1.5371065	acetylated_beyond_accessibility	0.70382285	0.6536038	0.16987514	0.3887837	0.022661448
chr7	138252980	3.1780539	1.640552	1.5375018	acetylated_beyond_accessibility	1.0979939	0.34105325	0.32423854	0.40790558	0.021335006
chr22	22558503	6.590301	5.0526156	1.5376854	acetylated_beyond_accessibility	-3.1450357	0.26313782	-0.7777028	0.048925877	-0.0034880638
chr20	47274703	4.204693	2.666983	1.53771	acetylated_beyond_accessibility	0.154387	0.3961401	0.07463932	0.40815663	0.007092476
chr10	44249907	3.7841897	2.2464685	1.5377212	acetylated_beyond_accessibility	0.4594338	0.4573164	-0.1127944	0.31165862	0.0048031807
chr17	3988875	3.583519	2.04566	1.537859	acetylated_beyond_accessibility	0.9017341	0.008104324	0.08632755	0.23309636	0.05937338
chr20	32686186	4.3307333	2.792799	1.5379343	acetylated_beyond_accessibility	0.16720462	0.74617076	0.57499075	0.39825583	-0.012354374
chr12	104510229	5.164786	3.6266508	1.538135	acetylated_beyond_accessibility	-0.6585796	0.74368954	0.26141715	0.8519311	-0.05815935
chr6	90218509	5.3752785	3.8370929	1.5381856	acetylated_beyond_accessibility	-0.25807333	1.2212548	0.23660994	0.531548	0.019495726
chr10	19742358	3.1780539	1.6398201	1.5382338	acetylated_beyond_accessibility	2.349448	-0.19462252	0.30301964	-0.16562724	0.029594064
chr7	50535050	5.8318825	4.2934227	1.5384598	acetylated_beyond_accessibility	-0.7045224	2.119051	1.472084	2.1032982	0.022157669
chr12	49741783	6.8669333	5.328215	1.5387182	acetylated_beyond_accessibility	0.82780886	1.1648593	0.3217783	0.7030158	-0.12815046
chr6	2784286	5.463832	3.9245937	1.5392382	acetylated_beyond_accessibility	-0.788672	0.8324392	0.23444057	0.5847075	0.009348154
chr10	70618152	3.713572	2.1741166	1.5394554	acetylated_beyond_accessibility	-0.39624417	0.29977608	-0.11989093	0.015527725	0.013210297
chr18	10841188	3.8066626	2.267129	1.5395336	acetylated_beyond_accessibility	0.21347499	0.5388341	0.4846034	0.18819523	0.019230366
chr8	104667367	4.7361984	3.1965601	1.5396383	acetylated_beyond_accessibility	-0.5946624	0.6713104	0.48698235	0.53013754	0.001085043
chr8	124197978	5.749393	4.2096505	1.5397425	acetylated_beyond_accessibility	-0.7150538	0.57003736	0.6308646	0.73970175	-0.028119087
chr10	119658456	4.6728287	3.1328363	1.5399923	acetylated_beyond_accessibility	0.085716486	1.406434	0.5127013	0.94879675	-0.01591587
chr20	51600471	4.248495	2.7073267	1.5411685	acetylated_beyond_accessibility	0.54602265	0.9470866	0.30067515	0.62828946	0.0041253567
chr7	100837480	5.164786	3.623614	1.5411718	acetylated_beyond_accessibility	-0.23216414	1.2325184	-0.10133076	0.5321777	0.022428036
chr17	79830501	4.912655	3.3711262	1.5415287	acetylated_beyond_accessibility	-1.1277962	-0.0989666	-0.3719759	-0.03926277	-0.06999254
chr17	81916792	4.934474	3.3924804	1.5419936	acetylated_beyond_accessibility	-0.40105867	0.854002	0.12871051	0.6105542	-0.084726095
chr12	32054293	4.0073333	2.4653108	1.5420225	acetylated_beyond_accessibility	0.19833016	0.19900441	0.041816235	0.21916175	0.02554679
chr7	153413739	6.499787	4.957679	1.542108	acetylated_beyond_accessibility	-1.6584094	0.7147875	-0.14463902	0.66358423	0.027357578
chr7	158871602	3.7376697	2.1955256	1.5421441	acetylated_beyond_accessibility	0.18697858	-0.40532017	-0.26460505	-0.26915395	0.040587902
chr10	5462543	6.261492	4.719076	1.5424156	acetylated_beyond_accessibility	-1.7053514	0.9447756	0.09658146	0.52527237	-0.03204918
chr7	141014758	6.1984787	4.656054	1.5424247	acetylated_beyond_accessibility	-0.08787918	0.88266563	0.18889952	0.907814	0.004845619
chr12	116819336	5.605802	4.0630283	1.5427737	acetylated_beyond_accessibility	-0.5615878	0.50101805	-0.013988018	0.14251709	-0.09787679
chr8	9171919	4.8202815	3.2774434	1.5428381	acetylated_beyond_accessibility	-0.83480334	0.72115064	-0.14697742	0.12092042	-0.017189741
chr10	119884442	3.1780539	1.6351235	1.5429304	acetylated_beyond_accessibility	1.0337474	0.24905252	0.44328427	0.27132595	0.020076752
chr10	97543313	3.7612002	2.218155	1.5430453	acetylated_beyond_accessibility	0.98838353	0.6772742	0.18419671	0.5666616	0.010477781
chr12	124512859	4.691348	3.1474214	1.5439267	acetylated_beyond_accessibility	0.34336925	1.2855124	0.081982374	0.9156742	-0.07943821
chr22	21807590	3.8286414	2.2840123	1.5446291	acetylated_beyond_accessibility	0.4856801	0.7042713	0.022392273	0.2973082	0.054111004
chr17	41530549	6.1484685	4.603807	1.5446615	acetylated_beyond_accessibility	-0.27346945	1.0712199	0.5818181	1.4317017	-0.113723755
chr17	42023805	6.4707994	4.925805	1.5449944	acetylated_beyond_accessibility	-2.3102252	0.67175007	0.4513793	0.92692757	-0.11178827
chr8	27498287	4.2904596	2.7453692	1.5450904	acetylated_beyond_accessibility	0.81411076	0.2893207	0.13651347	0.20786881	-0.016270638
chr7	103630533	4.0253515	2.480053	1.5452986	acetylated_beyond_accessibility	0.1459136	0.46683264	0.47736216	0.6520691	0.03561139
chr17	59853389	3.465736	1.9202826	1.5454533	acetylated_beyond_accessibility	1.4318933	0.7536223	0.49041486	0.8362062	-0.029363275
chr10	122980344	5.0039463	3.4583256	1.5456207	acetylated_beyond_accessibility	0.50333285	0.14302778	0.041270256	0.16809344	-0.015374422
chr17	32899427	4.394449	2.848731	1.5457182	acetylated_beyond_accessibility	-0.07865977	0.32917166	0.19322824	0.3365972	-0.0040402412
chr10	97542364	3.912023	2.3660896	1.5459335	acetylated_beyond_accessibility	0.108989	0.00647521	-0.017986298	-0.10305834	0.014226913
chr22	31603331	4.905275	3.358971	1.5463037	acetylated_beyond_accessibility	-0.13145733	-0.38353968	0.1571393	-0.05944395	0.04510331
chr10	67849819	5.872118	4.3257113	1.5464067	acetylated_beyond_accessibility	0.42403126	1.1866922	0.53241444	0.44060898	-0.03169632
chr17	72978788	4.2195077	2.672969	1.5465386	acetylated_beyond_accessibility	0.59036756	0.87559295	0.6004081	0.9144747	-0.028499365
chr8	16497580	4.3438053	2.7972434	1.546562	acetylated_beyond_accessibility	0.35825467	0.30814552	0.014190435	0.2773056	-0.013851404
chr22	26606870	2.7725887	1.2259395	1.5466492	acetylated_beyond_accessibility	1.6548526	0.34503424	0.12516212	0.22210217	0.02325368
chr6	106888478	5.7203116	4.173586	1.5467257	acetylated_beyond_accessibility	-0.8110769	1.1893797	0.74497986	0.89809465	-0.00066280365
chr17	36603148	4.8520303	3.3051171	1.5469131	acetylated_beyond_accessibility	-1.3141396	0.22201061	-0.2884822	-0.15313482	-0.07120466
chr21	44781158	3.5553482	2.0080273	1.5473208	acetylated_beyond_accessibility	0.7780218	0.4788022	0.2014749	0.17267609	0.011621475
chr8	22673353	4.6151204	3.0676575	1.5474629	acetylated_beyond_accessibility	-0.51279235	0.022303343	0.09923935	-0.04871726	-0.046868086
chr17	35559735	5.2574954	3.7098656	1.5476298	acetylated_beyond_accessibility	-1.6201231	0.05141449	0.060964584	0.20852399	-0.046557665
chr10	3806014	5.7525725	4.2046676	1.547905	acetylated_beyond_accessibility	-1.523793	1.0152478	0.21110868	0.31256437	-0.014478207
chr22	21800709	4.0775375	2.5289295	1.5486081	acetylated_beyond_accessibility	0.7912071	0.7253339	0.33206153	0.44989562	0.054756165
chr6	43640631	5.117994	3.5692747	1.5487192	acetylated_beyond_accessibility	-0.5088253	1.2316349	0.34756923	0.44177318	0.0065755844
chr17	33871863	6.3613024	4.8124056	1.5488968	acetylated_beyond_accessibility	-0.3885002	1.830389	0.9564686	1.2009182	-0.11814308
chr8	124007166	5.676754	4.1276298	1.5491242	acetylated_beyond_accessibility	-1.9162655	0.63984156	-0.02279377	0.16858196	-0.038527966
chr10	25117976	3.218876	1.6697459	1.54913	acetylated_beyond_accessibility	1.1531179	1.0045924	0.29230905	0.49923754	0.018911242
chr7	142806220	3.583519	2.0342882	1.5492308	acetylated_beyond_accessibility	0.3396721	0.31249213	0.23830628	0.17324471	0.032537222
chr8	143616379	4.8675346	3.3180087	1.549526	acetylated_beyond_accessibility	-0.34528732	-0.041178703	-0.20789552	0.050145388	0.007285595
chr17	42314500	6.3868794	4.8373184	1.549561	acetylated_beyond_accessibility	-1.380899	0.841578	0.076067924	0.27707434	-0.14024115
chr18	2571275	7.200425	5.6505246	1.5499005	acetylated_beyond_accessibility	-0.694098	0.8617635	0.6614728	1.6348376	-0.038627625
chr7	92904487	4.2341065	2.684155	1.5499516	acetylated_beyond_accessibility	-0.5799005	1.1843762	0.37335277	1.270561	0.041483164
chr18	48872945	3.6109178	2.0603447	1.5505731	acetylated_beyond_accessibility	1.0936422	0.51319194	0.5415387	0.5034056	0.009423971
chr17	73225138	4.1743875	2.623604	1.5507834	acetylated_beyond_accessibility	0.94600725	-0.014525652	0.3360858	0.38139892	0.04045725
chr8	79854801	4.7791233	3.2282937	1.5508296	acetylated_beyond_accessibility	0.43026376	0.45016193	0.40892768	0.38971376	-0.0006554127
chr21	39209194	5.0998664	3.5489988	1.5508676	acetylated_beyond_accessibility	-1.0872643	0.22248006	-0.043177843	-0.10965538	0.0029492378
chr10	32346803	6.7117405	5.1608524	1.5508881	acetylated_beyond_accessibility	-0.50431156	0.22388268	-0.04492283	0.71382713	-0.052885056
chr12	121624781	5.220356	3.6694188	1.5509372	acetylated_beyond_accessibility	-0.83134794	0.5746145	0.06184697	0.14845085	-0.0925591
chr6	7698035	5.484797	3.9332356	1.5515614	acetylated_beyond_accessibility	0.439301	0.71950054	0.39749336	0.7368698	0.01778388
chr17	45147340	6.7357802	5.184137	1.5516434	acetylated_beyond_accessibility	-0.5675607	0.9164171	0.25631332	0.73186636	-0.1360197
chr20	44616755	4.1108737	2.5588992	1.5519745	acetylated_beyond_accessibility	0.18215919	0.20787573	0.0675261	0.36323643	-0.02157569
chr22	46754434	5.874931	4.3227215	1.5522094	acetylated_beyond_accessibility	-0.34258556	0.26064348	0.95800257	1.236309	0.04843855
chr6	28665190	3.5553482	2.0029285	1.5524197	acetylated_beyond_accessibility	0.6100457	0.00472641	0.18048382	0.3178661	0.0102415085
chr7	119950567	5.1298985	3.5773053	1.5525932	acetylated_beyond_accessibility	-1.1453013	0.6032233	0.04611063	0.28786135	0.041062593
chr22	30435098	4.0073333	2.4547193	1.552614	acetylated_beyond_accessibility	0.60643697	-0.2790525	-0.18528199	0.10745311	0.037234306
chr20	671634	5.641907	4.08925	1.5526571	acetylated_beyond_accessibility	-1.556674	-0.5038521	-0.052599907	-0.25037813	-0.031650066
chr6	31734840	7.1785455	5.62582	1.5527253	acetylated_beyond_accessibility	-1.9430175	0.5251403	0.27026272	0.98430777	-0.121585846
chr17	44095928	6.1717005	4.6182256	1.5534749	acetylated_beyond_accessibility	-0.81417227	0.72705936	0.25936127	1.0288806	-0.10507345
chr12	28780224	2.944439	1.3907568	1.5536821	acetylated_beyond_accessibility	1.3619242	0.4699719	0.4358238	0.2955048	0.11628914
chr8	10805349	2.8332133	1.2790365	1.5541768	acetylated_beyond_accessibility	1.8798401	0.5925665	0.08078921	0.2581383	-0.0065643787
chr18	35110722	5.9215784	4.3672214	1.554357	acetylated_beyond_accessibility	-2.5245764	0.3947568	0.14203978	0.14543247	-0.026946068
chr6	157100356	4.26268	2.7077086	1.5549715	acetylated_beyond_accessibility	0.45367455	0.5970094	0.34148288	0.4943185	0.016832113
chr6	3023988	7.096721	5.541536	1.5551853	acetylated_beyond_accessibility	-0.62112045	0.5951195	0.5858054	0.77560663	-0.120955944
chr18	54946076	5.3565865	3.8006704	1.5559161	acetylated_beyond_accessibility	-1.1175592	0.25488496	0.03975439	0.2366445	-0.0091843605
chr7	2024475	3.4011974	1.8449512	1.5562463	acetylated_beyond_accessibility	1.1714752	0.17170095	0.18916225	0.31072903	0.027817488
chr17	15959040	5.5134287	3.9571028	1.5563259	acetylated_beyond_accessibility	-0.027931452	1.133357	0.51891184	0.45060444	-0.08403969
chr17	36529289	4.0775375	2.5210633	1.5564742	acetylated_beyond_accessibility	0.7544315	0.6496067	0.5801904	0.58551455	0.011785507
chr20	9139651	4.727388	3.1708143	1.5565736	acetylated_beyond_accessibility	-0.10196495	0.5936661	0.1547389	0.51093316	0.0045051575
chr10	24569871	6.2859983	4.7293725	1.5566258	acetylated_beyond_accessibility	-1.1772873	0.66111135	0.11885786	0.06473303	-0.034060955
chr18	70028916	3.5263605	1.969713	1.5566475	acetylated_beyond_accessibility	0.51067734	0.08436251	0.015234351	0.046673298	0.024295092
chr22	39283162	5.7525725	4.19576	1.5568128	acetylated_beyond_accessibility	-1.0900974	0.3753729	0.09112215	0.6842365	0.060348034
chr17	78214435	5.7930136	4.2361717	1.5568419	acetylated_beyond_accessibility	-1.3280885	-0.20608902	-0.4496963	-0.28305936	-0.13286686
chr6	137811598	5.159055	3.602173	1.5568821	acetylated_beyond_accessibility	0.057952166	1.50511	0.49900603	1.8837044	-0.0073490143
chr6	3023391	7.034388	5.4774537	1.5569344	acetylated_beyond_accessibility	-1.878257	0.54150057	0.48408842	0.4595189	-0.123411655
chr8	37849920	6.3261495	4.7690334	1.557116	acetylated_beyond_accessibility	-0.36676311	0.33345747	0.40249586	0.4762559	-0.12441349
chr12	1328594	3.8501477	2.2929182	1.5572295	acetylated_beyond_accessibility	0.6485367	0.3515854	0.1956613	0.5290644	0.043126583
chr10	71638284	6.6253924	5.0674515	1.557941	acetylated_beyond_accessibility	-0.8288393	1.1466417	0.38887215	1.070971	-0.029012203
chr22	50330926	5.3752785	3.81719	1.5580885	acetylated_beyond_accessibility	-0.21372104	0.35763	0.12983847	0.792361	0.049034357
chr6	135423857	3.8918204	2.3335757	1.5582447	acetylated_beyond_accessibility	-0.307153	0.5994804	-0.18926501	0.19392419	0.03168297
chr7	2758107	6.4457197	4.8872967	1.558423	acetylated_beyond_accessibility	0.027850628	1.7972183	1.0633035	1.9420457	0.034850597
chr7	1461109	6.2785215	4.7199965	1.5585251	acetylated_beyond_accessibility	-1.6241593	0.84140205	-0.4070568	0.38295078	0.042598248
chr22	19432051	6.659294	5.1006494	1.5586448	acetylated_beyond_accessibility	-0.24833632	0.4958763	-0.7133951	-0.0033063889	-0.092080116
chr10	73940963	5.043425	3.48464	1.5587852	acetylated_beyond_accessibility	-0.54128695	0.44660425	-0.17184567	0.124905825	-0.020316124
chr17	36544082	6.383507	4.824719	1.5587878	acetylated_beyond_accessibility	-1.0083547	0.87069035	0.13875628	0.8194475	-0.11617613
chr22	22559325	7.031741	5.472806	1.5589352	acetylated_beyond_accessibility	-1.9833369	-0.11363602	-0.55818367	-0.062077522	-0.060727596
chr22	35216237	3.8501477	2.2909942	1.5591536	acetylated_beyond_accessibility	1.3850079	0.56778526	0.23261714	0.55618906	0.042366743
chr22	39320539	5.820083	4.260784	1.559299	acetylated_beyond_accessibility	-0.049076557	-0.054829597	-0.009089947	-8.392334e-05	0.047074318
chr8	68152738	5.480639	3.921177	1.5594621	acetylated_beyond_accessibility	-1.0540121	0.79756784	0.101846695	0.48157883	-0.026031256
chr22	27719813	4.204693	2.64435	1.5603428	acetylated_beyond_accessibility	0.98351026	0.55869436	0.20793629	0.566046	0.035103083
chr17	80891573	5.4380794	3.8772726	1.5608068	acetylated_beyond_accessibility	-0.1192472	0.6221218	0.71347	0.42562437	-0.08155608
chr8	127852253	4.912655	3.3515148	1.5611401	acetylated_beyond_accessibility	-0.32702804	0.7657714	0.24858856	0.7563925	-0.0019671917
chr10	5682124	4.6634393	3.1020782	1.5613611	acetylated_beyond_accessibility	0.38270307	0.70500565	0.6061053	0.91259885	-0.0062630177
chr8	61759825	6.317165	4.755596	1.5615687	acetylated_beyond_accessibility	-0.9907081	0.8090153	1.4321327	1.3821287	-0.047713757
chr12	6167731	5.433722	3.8719397	1.5617824	acetylated_beyond_accessibility	-0.43990207	0.38728333	0.61467505	0.41971874	-0.048642397
chr22	43970003	5.799093	4.2372804	1.5618124	acetylated_beyond_accessibility	-0.14821672	0.053522587	0.15418053	0.22872353	0.056025982
chr20	30713783	2.3025851	0.74057645	1.5620086	acetylated_beyond_accessibility	1.8707905	0.23650438	0.3958122	0.17294842	-0.006934881
chr10	89328013	5.4510384	3.8882902	1.5627482	acetylated_beyond_accessibility	-0.88339853	0.48604846	0.157264	0.70891595	-0.009292364
chr7	157264187	2.6390574	1.0761559	1.5629015	acetylated_beyond_accessibility	3.299228	0.7339225	0.16708803	0.6133144	0.023004055
chr22	20982103	6.99485	5.4318304	1.5630198	acetylated_beyond_accessibility	-1.2872438	0.81786394	-0.23194265	0.39067745	-0.059340477
chr7	97117597	6.2265368	4.663229	1.5633078	acetylated_beyond_accessibility	1.735599	1.2606373	0.8426547	0.914207	-0.0073595047
chr6	36118765	6.066108	4.502776	1.5633321	acetylated_beyond_accessibility	-1.8771701	0.73870087	0.3515334	0.72160244	-0.056647778
chr22	29569160	4.2341065	2.6707716	1.563335	acetylated_beyond_accessibility	0.39111066	-0.10795021	-0.24355698	-0.3120923	0.04701805
chr20	32160111	5.332719	3.7693365	1.5633824	acetylated_beyond_accessibility	-1.3000083	1.1290853	0.38809228	0.45587277	-0.010624647
chr20	23334303	2.7725887	1.2090421	1.5635467	acetylated_beyond_accessibility	1.374115	0.37857914	0.4827776	0.3435006	0.017719626
chr6	85581057	5.0039463	3.4401453	1.563801	acetylated_beyond_accessibility	-0.95391774	1.2241323	0.18864751	0.7268803	0.00065279007
chr10	7231402	4.6821313	3.1181822	1.5639491	acetylated_beyond_accessibility	0.10423207	0.47819114	0.29002953	0.55086946	0.0027623177
chr10	5934301	5.755742	4.1917253	1.5640168	acetylated_beyond_accessibility	-0.7525878	0.11492777	0.2513528	0.12585688	-0.016331673
chr22	29079247	4.3438053	2.7796824	1.5641229	acetylated_beyond_accessibility	0.30440116	0.015516043	0.18749046	0.28968978	0.04465604
chr7	30403739	3.4339871	1.8694109	1.5645763	acetylated_beyond_accessibility	1.4450752	1.1889912	0.7280246	1.1925412	0.024494052
chr6	36873799	5.411646	3.846778	1.564868	acetylated_beyond_accessibility	-0.9978094	0.3819704	0.105549335	0.760334	0.0049984455
chr7	117210954	4.6151204	3.0499377	1.5651827	acetylated_beyond_accessibility	-0.4722762	0.7154875	0.19255042	0.5916395	0.06029296
chr17	17841728	4.9767337	3.4113402	1.5653934	acetylated_beyond_accessibility	0.009961605	0.34142017	0.014802456	0.05177188	-0.09368181
chr10	132005246	3.8286414	2.2631025	1.5655389	acetylated_beyond_accessibility	1.9989715	1.1893158	1.0815134	1.0396526	0.01192975
chr17	33942601	3.8501477	2.2843218	1.5658259	acetylated_beyond_accessibility	0.848681	0.91051054	0.7711904	0.8609996	0.019681454
chr22	30391428	4.0253515	2.4585938	1.5667577	acetylated_beyond_accessibility	0.35375118	-0.113203526	0.36836457	0.66008615	0.036224127
chr6	88891336	3.988984	2.4220145	1.5669696	acetylated_beyond_accessibility	0.49947405	0.96057534	0.14061594	0.7168777	0.02902627
chr20	58420993	3.4965076	1.9288766	1.567631	acetylated_beyond_accessibility	1.0463006	0.69186664	0.36322975	0.34466338	0.011922002
chr20	44544538	4.2195077	2.6517253	1.5677824	acetylated_beyond_accessibility	0.18993592	0.18534422	0.17873788	0.31764793	0.013832092
chr6	3913256	4.0943446	2.52653	1.5678146	acetylated_beyond_accessibility	1.3606229	0.49878407	0.39622593	0.983845	0.038388014
chr17	55735987	3.295837	1.7280011	1.5678358	acetylated_beyond_accessibility	0.6675143	0.79626083	-0.1162312	0.23569846	0.049144506
chr20	2871314	5.6240177	4.0561285	1.5678892	acetylated_beyond_accessibility	-0.43627143	0.18100166	0.09207916	0.26594877	-0.024356842
chr8	129726628	4.2904596	2.7224615	1.5679982	acetylated_beyond_accessibility	-0.25302458	0.22118187	-0.13682199	0.083226204	-0.083078384
chr17	37273523	2.9957323	1.4277128	1.5680195	acetylated_beyond_accessibility	1.1606082	0.3990345	0.09113121	0.17294037	0.07863498
chr7	138565846	4.204693	2.6366436	1.5680492	acetylated_beyond_accessibility	0.5239048	0.31504178	0.29084516	0.5207801	0.052400112
chr10	131928398	4.3694477	2.8009853	1.5684624	acetylated_beyond_accessibility	0.25753307	0.5185962	0.23807597	0.27121925	-0.0018622875
chr17	29178493	6.3261495	4.757675	1.5684743	acetylated_beyond_accessibility	-1.6469526	0.4514289	0.16473532	1.0754848	-0.13083029
chr20	53642975	5.755742	4.1865907	1.5691514	acetylated_beyond_accessibility	-1.0867672	1.511756	0.4805293	0.32461834	-0.06858635
chr17	48279807	3.583519	2.0141082	1.5694108	acetylated_beyond_accessibility	0.27784824	0.23680449	0.079096556	0.2178669	0.07199168
chr12	45338489	4.1108737	2.5414314	1.5694423	acetylated_beyond_accessibility	-0.22154975	0.5430703	0.13528776	0.54534674	0.039222956
chr6	27777274	5.7203116	4.1507034	1.5696082	acetylated_beyond_accessibility	-0.82760954	0.87554073	0.07447338	0.38516998	-0.0074677467
chr17	4966421	5.5012584	3.9315295	1.5697289	acetylated_beyond_accessibility	-0.7283788	0.09693241	-0.08858228	0.48339462	-0.038700342
chr10	101060165	5.192957	3.6229465	1.5700104	acetylated_beyond_accessibility	-0.021509409	0.30661464	0.13380337	0.29853415	-0.019090176
chr6	137223962	4.727388	3.157022	1.5703659	acetylated_beyond_accessibility	0.3156898	1.1471515	0.5550456	1.1110015	0.02572751
chr17	64927764	3.583519	2.012966	1.5705531	acetylated_beyond_accessibility	1.7346606	1.2053497	0.9715822	0.5872698	0.021966457
chr12	645809	4.75359	3.1828456	1.5707445	acetylated_beyond_accessibility	0.7992196	0.81541014	0.5045128	0.90892315	-0.046518087
chr6	4055614	3.4011974	1.8295114	1.571686	acetylated_beyond_accessibility	0.55851936	0.3772242	0.19858932	0.3860991	0.022481203
chr22	30435805	3.9512436	2.3790598	1.5721838	acetylated_beyond_accessibility	0.78442645	-0.47026026	-0.15027523	0.4221573	0.034700155
chr6	30737648	3.7376697	2.165122	1.5725477	acetylated_beyond_accessibility	1.6479738	0.8322332	0.35026383	0.5056281	0.016874313
chr18	60053885	5.5412636	3.9683492	1.5729144	acetylated_beyond_accessibility	1.2089074	1.4254363	1.2365906	1.7498281	-0.007148981
chr6	158366549	5.966147	4.3932023	1.5729446	acetylated_beyond_accessibility	-0.3525958	0.78609085	0.5164423	1.5311522	0.005035877
chr6	28648272	4.276666	2.7035067	1.5731595	acetylated_beyond_accessibility	-0.3614676	0.16467166	0.02959323	0.21757579	0.022990227
chr8	101138553	4.8121843	3.2390141	1.5731702	acetylated_beyond_accessibility	0.046356678	0.89386225	0.23938727	0.40578198	0.001768589
chr18	50928784	3.1780539	1.6045829	1.573471	acetylated_beyond_accessibility	0.5770978	0.08371019	0.20279825	0.042666316	0.026477575
chr17	42135854	3.7841897	2.2105975	1.5735922	acetylated_beyond_accessibility	1.8449311	0.23978472	0.27704763	-0.022791624	0.038510084
chr22	38145933	3.4339871	1.8603668	1.5736203	acetylated_beyond_accessibility	1.2039204	-0.24273312	-0.19793284	-0.118484855	0.029176354
