chr	center	observed_log	atac_pred_log	true_residual	class	multimodal_residual
chr8	128002655	5.786897	5.1267824	0.66011477	acetylated_beyond_accessibility	-0.04877329
chr7	75842801	5.9107966	5.2505064	0.66029024	acetylated_beyond_accessibility	-0.1255703
chr6	68653329	6.182085	5.5211344	0.66095066	acetylated_beyond_accessibility	0.6141138
chr10	21180789	5.4510384	4.7897816	0.6612568	acetylated_beyond_accessibility	0.37198925
chr17	28105738	5.433722	4.772363	0.66135883	acetylated_beyond_accessibility	0.5374422
chr7	118218560	5.398163	4.7367663	0.6613965	acetylated_beyond_accessibility	0.6205082
chr12	11840572	4.8202815	4.158831	0.6614504	acetylated_beyond_accessibility	0.12742472
chr6	26032315	5.7838254	5.1222625	0.6615629	acetylated_beyond_accessibility	0.687356
chr7	108538437	5.710427	5.0486526	0.66177416	acetylated_beyond_accessibility	0.44085455
chr21	45067713	5.7525725	5.090735	0.6618376	acetylated_beyond_accessibility	0.3998928
chr6	109284736	5.3423343	4.6803503	0.66198397	acetylated_beyond_accessibility	0.0010681152
chr12	89825793	4.7791233	4.117121	0.6620021	acetylated_beyond_accessibility	0.018785954
chr12	93571302	5.6903596	5.0283093	0.66205025	acetylated_beyond_accessibility	0.3893609
chr17	47288697	5.9107966	5.248397	0.66239977	acetylated_beyond_accessibility	-0.09040499
chr8	72107525	5.926926	5.2640295	0.66289663	acetylated_beyond_accessibility	0.45403767
chr12	104598971	6.1800165	5.5170083	0.6630082	acetylated_beyond_accessibility	0.31953096
chr7	116339772	4.912655	4.249489	0.66316605	acetylated_beyond_accessibility	0.27445078
chr7	124993508	5.056246	4.3925447	0.66370106	acetylated_beyond_accessibility	-0.07287216
chr7	116212465	5.771441	5.1075916	0.66384935	acetylated_beyond_accessibility	0.7256918
chr8	93413082	4.691348	4.026908	0.66444016	acetylated_beyond_accessibility	-0.06625342
chr7	135937085	5.6240177	4.959548	0.6644697	acetylated_beyond_accessibility	0.48721552
chr10	91220547	5.971262	5.30646	0.6648021	acetylated_beyond_accessibility	-0.064386845
chr17	70524380	3.4011974	2.7363667	0.6648307	acetylated_beyond_accessibility	0.88978076
chr7	107318714	5.894403	5.2290726	0.6653304	acetylated_beyond_accessibility	0.042447567
chr6	151229832	5.9053617	5.2398624	0.6654992	acetylated_beyond_accessibility	0.1984148
chr10	113060747	5.918894	5.2533865	0.6655073	acetylated_beyond_accessibility	0.10338688
chr6	126111103	5.590987	4.9251614	0.66582584	acetylated_beyond_accessibility	0.15778494
chr7	92161469	5.525453	4.858942	0.66651106	acetylated_beyond_accessibility	0.43903923
chr17	48258468	4.9972124	4.330512	0.66670036	acetylated_beyond_accessibility	0.045277596
chr22	41311702	5.3375382	4.6707296	0.6668086	acetylated_beyond_accessibility	0.49398565
chr10	79093900	6.042633	5.3755436	0.66708946	acetylated_beyond_accessibility	0.14133263
chr12	89162922	4.7791233	4.1118383	0.66728497	acetylated_beyond_accessibility	-0.0040507317
chr20	31674192	5.659482	4.9921694	0.6673126	acetylated_beyond_accessibility	-0.14761496
chr22	20003558	4.7004805	4.033148	0.66733265	acetylated_beyond_accessibility	-0.15867972
chr7	64802851	5.1357985	4.4682207	0.66757774	acetylated_beyond_accessibility	0.58222437
chr7	106415650	4.644391	3.9761178	0.6682732	acetylated_beyond_accessibility	0.7503283
chr20	29884565	5.961005	5.29247	0.66853523	acetylated_beyond_accessibility	0.11652517
chr10	131897751	6.216606	5.547942	0.668664	acetylated_beyond_accessibility	-0.16292953
chr18	8994623	5.303305	4.6338882	0.6694169	acetylated_beyond_accessibility	0.027601242
chr8	97214867	5.9053617	5.2353897	0.66997194	acetylated_beyond_accessibility	0.4822073
chr17	1322237	5.811141	5.1411138	0.67002726	acetylated_beyond_accessibility	0.0072612762
chr20	43538497	5.872118	5.2020426	0.6700754	acetylated_beyond_accessibility	0.43633938
chr22	44689357	4.1431346	3.4729633	0.67017126	acetylated_beyond_accessibility	0.29254413
chr21	44594393	5.8777356	5.2064905	0.6712451	acetylated_beyond_accessibility	-0.09780741
chr7	140242723	5.9322453	5.260702	0.6715431	acetylated_beyond_accessibility	0.52876806
chr8	41553274	4.7004805	4.0286865	0.67179394	acetylated_beyond_accessibility	-0.31493258
chr12	45274199	5.7071104	5.0352426	0.67186785	acetylated_beyond_accessibility	0.48222876
chr18	62450473	5.755742	5.0837307	0.6720114	acetylated_beyond_accessibility	0.15308857
chr7	129423898	5.278115	4.605747	0.6723676	acetylated_beyond_accessibility	0.28485394
chr7	100510919	5.8081427	5.135641	0.67250156	acetylated_beyond_accessibility	0.23231792
chr22	30729035	5.2522736	4.5797625	0.6725111	acetylated_beyond_accessibility	0.22192574
chr10	73649183	5.673323	5.000659	0.67266417	acetylated_beyond_accessibility	0.04178047
chr18	55592778	5.8289456	5.1556253	0.6733203	acetylated_beyond_accessibility	-0.17807579
chr6	51108231	5.497168	4.823444	0.6737242	acetylated_beyond_accessibility	0.1589837
chr8	139546427	4.060443	3.386228	0.67421484	acetylated_beyond_accessibility	-0.60275936
chr12	108337598	5.9053617	5.231107	0.6742544	acetylated_beyond_accessibility	0.61785793
chr7	47686109	5.988961	5.312893	0.6760683	acetylated_beyond_accessibility	0.2838974
chr8	140693479	5.627621	4.951233	0.67638826	acetylated_beyond_accessibility	0.5051532
chr20	12952519	1.7917595	1.1150813	0.6766782	acetylated_beyond_accessibility	0.58842003
chr10	5071715	6.2106	5.533869	0.6767311	acetylated_beyond_accessibility	-0.16330528
chr10	106819683	4.787492	4.110291	0.6772008	acetylated_beyond_accessibility	-0.05644846
chr7	75991145	6.100319	5.423048	0.6772709	acetylated_beyond_accessibility	0.068378925
chr8	125163493	5.164786	4.487443	0.6773429	acetylated_beyond_accessibility	0.2824998
chr10	61475619	5.480639	4.8031588	0.6774802	acetylated_beyond_accessibility	0.38544178
chr20	36080142	4.3694477	3.6916077	0.67784	acetylated_beyond_accessibility	0.22862911
chr22	39833056	6.0210233	5.342719	0.6783042	acetylated_beyond_accessibility	-0.11788511
chr10	77911806	6.025866	5.347452	0.67841387	acetylated_beyond_accessibility	-0.21926403
chr22	39821078	4.65396	3.9754827	0.6784775	acetylated_beyond_accessibility	-0.016170502
chr20	38342854	5.2832036	4.6042557	0.6789479	acetylated_beyond_accessibility	0.43742132
chr18	1037131	4.1271343	3.4479208	0.6792135	acetylated_beyond_accessibility	-0.4144771
chr6	4177152	5.8833222	5.203902	0.6794205	acetylated_beyond_accessibility	0.08465099
chr12	110468531	5.9401712	5.2601905	0.67998075	acetylated_beyond_accessibility	0.071689606
chr17	29711115	5.497168	4.8163223	0.68084574	acetylated_beyond_accessibility	0.58102846
chr20	33690204	5.7930136	5.1121426	0.680871	acetylated_beyond_accessibility	0.30272198
chr18	35506370	5.273	4.591794	0.68120575	acetylated_beyond_accessibility	0.040432453
chr6	158869615	5.6801724	4.9989142	0.6812582	acetylated_beyond_accessibility	0.28943014
chr10	61752904	5.5412636	4.859868	0.68139553	acetylated_beyond_accessibility	0.15625381
chr8	99771335	5.669881	4.9882517	0.6816292	acetylated_beyond_accessibility	0.6380882
chr20	37702666	4.1431346	3.461222	0.68191266	acetylated_beyond_accessibility	0.16570473
chr18	25228584	4.6634393	3.9814954	0.6819439	acetylated_beyond_accessibility	0.107366085
chr12	45727806	5.9914646	5.309106	0.68235874	acetylated_beyond_accessibility	0.20633125
chr20	47365382	6.177944	5.4955807	0.6823635	acetylated_beyond_accessibility	0.17357874
chr6	52304135	5.872118	5.1896057	0.6825123	acetylated_beyond_accessibility	0.13526678
chr7	100802234	6.212606	5.5298777	0.6827283	acetylated_beyond_accessibility	-0.26972723
chr22	47107626	4.0253515	3.3422966	0.6830549	acetylated_beyond_accessibility	0.43256068
chr6	49736900	5.4424176	4.759147	0.68327045	acetylated_beyond_accessibility	0.26362228
chr8	93617593	4.276666	3.5930307	0.6836355	acetylated_beyond_accessibility	0.253659
chr18	23528610	5.9939613	5.3102236	0.68373775	acetylated_beyond_accessibility	0.49855995
chr12	108117586	5.918894	5.2348866	0.68400717	acetylated_beyond_accessibility	0.011873245
chr6	139518805	5.988961	5.3048186	0.6841426	acetylated_beyond_accessibility	0.3895192
chr12	70695522	4.691348	4.0070825	0.6842656	acetylated_beyond_accessibility	0.10570145
chr12	26274753	6.086775	5.401568	0.6852069	acetylated_beyond_accessibility	0.3637247
chr10	58018045	4.1271343	3.4417396	0.68539476	acetylated_beyond_accessibility	0.5160358
chr18	54900492	4.634729	3.9488862	0.68584275	acetylated_beyond_accessibility	-0.005249262
chr10	32985922	5.365976	4.6800165	0.68595934	acetylated_beyond_accessibility	-0.2414236
chr8	98791044	4.934474	4.247862	0.6866121	acetylated_beyond_accessibility	0.44494534
chr8	42957585	4.89784	4.210883	0.6869569	acetylated_beyond_accessibility	-0.08417988
chr12	88029399	3.1780539	2.49094	0.68711376	acetylated_beyond_accessibility	0.58638
chr10	124454134	4.919981	4.2325344	0.6874466	acetylated_beyond_accessibility	0.4333477
chr18	2659530	5.521461	4.833474	0.68798685	acetylated_beyond_accessibility	0.22734737
chr17	76660031	5.765191	5.076882	0.6883092	acetylated_beyond_accessibility	-0.12141609
chr21	29661892	4.394449	3.7059727	0.68847656	acetylated_beyond_accessibility	0.43162823
chr8	78881589	4.4426513	3.7540603	0.688591	acetylated_beyond_accessibility	0.2325244
chr21	35945317	4.564348	3.8754506	0.6888976	acetylated_beyond_accessibility	0.31741428
chr7	6991354	3.6888795	2.9999647	0.6889148	acetylated_beyond_accessibility	-0.35748172
chr6	37203066	5.293305	4.6037807	0.6895242	acetylated_beyond_accessibility	0.21632528
chr6	14039073	5.7807436	5.0905843	0.6901593	acetylated_beyond_accessibility	0.44908762
chr6	53593188	4.6728287	3.9816308	0.6911979	acetylated_beyond_accessibility	0.02520895
chr12	55452213	3.0445225	2.3522458	0.6922767	acetylated_beyond_accessibility	0.45481348
chr6	106313019	6.1420374	5.449373	0.6926646	acetylated_beyond_accessibility	0.3784504
chr22	23178616	5.755742	5.0624666	0.69327545	acetylated_beyond_accessibility	0.6282196
chr6	27290691	6.001415	5.307985	0.69342995	acetylated_beyond_accessibility	0.3356247
chr10	67791147	5.966147	5.2716837	0.69446325	acetylated_beyond_accessibility	0.8722038
chr6	25608778	4.787492	4.09148	0.696012	acetylated_beyond_accessibility	0.121067524
chr6	13276217	5.7268476	5.0307403	0.6961074	acetylated_beyond_accessibility	-0.07315493
chr6	157747626	4.8598123	4.162711	0.6971011	acetylated_beyond_accessibility	0.54368067
chr10	11146841	5.043425	4.3459587	0.6974664	acetylated_beyond_accessibility	0.21416569
chr12	116361028	5.786897	5.0891213	0.69777584	acetylated_beyond_accessibility	-0.0731411
chr17	40594510	4.060443	3.3616927	0.69875026	acetylated_beyond_accessibility	0.566288
chr7	73573031	5.918894	5.219966	0.6989279	acetylated_beyond_accessibility	0.18171644
chr8	54153409	5.986452	5.2874956	0.6989565	acetylated_beyond_accessibility	0.43427896
chr6	157861996	5.6347895	4.935821	0.6989684	acetylated_beyond_accessibility	0.9083681
chr12	57539502	6.1441855	5.4450183	0.69916725	acetylated_beyond_accessibility	0.45828915
chr7	92810458	5.6664267	4.9670086	0.69941807	acetylated_beyond_accessibility	0.19895506
chr6	34865287	5.799093	5.099352	0.6997409	acetylated_beyond_accessibility	0.38673115
chr12	96040873	4.836282	4.1359296	0.7003522	acetylated_beyond_accessibility	0.46297264
chr21	13921587	3.7612002	3.0603466	0.7008536	acetylated_beyond_accessibility	0.06843495
chr7	51376817	6.1800165	5.47911	0.70090675	acetylated_beyond_accessibility	0.36631966
chr17	34981956	5.902633	5.201417	0.7012162	acetylated_beyond_accessibility	0.41074324
chr17	48488922	5.7745514	5.0723495	0.70220184	acetylated_beyond_accessibility	0.12032318
chr17	55662532	5.529429	4.8267765	0.70265245	acetylated_beyond_accessibility	-0.13584137
chr6	134018055	6.086775	5.3839965	0.70277834	acetylated_beyond_accessibility	0.005405426
chr10	22734218	4.6634393	3.960453	0.70298624	acetylated_beyond_accessibility	-0.13149881
chr6	139611789	5.488938	4.7854886	0.70344925	acetylated_beyond_accessibility	0.6539655
chr22	40055762	5.7071104	5.0024424	0.70466805	acetylated_beyond_accessibility	0.11781025
chr10	28949234	5.5134287	4.80853	0.70489883	acetylated_beyond_accessibility	0.42365074
chr22	21567623	5.846439	5.1415367	0.7049022	acetylated_beyond_accessibility	-0.10723305
chr7	26689240	5.236442	4.531334	0.70510817	acetylated_beyond_accessibility	0.3896904
chr17	27547465	5.5947113	4.889329	0.70538235	acetylated_beyond_accessibility	0.14254713
chr6	155737050	5.655992	4.9503193	0.70567274	acetylated_beyond_accessibility	0.3394122
chr10	4982030	6.169611	5.463699	0.7059121	acetylated_beyond_accessibility	0.21085978
chr8	11862745	6.037871	5.331842	0.70602894	acetylated_beyond_accessibility	0.43317223
chr12	14257881	6.410175	5.703752	0.7064228	acetylated_beyond_accessibility	-0.16414165
chr22	36368563	6.1590953	5.4520597	0.70703554	acetylated_beyond_accessibility	-0.21927261
chr10	70743063	6.1590953	5.4513884	0.7077069	acetylated_beyond_accessibility	-0.40924263
chr10	63707496	5.030438	4.322423	0.70801497	acetylated_beyond_accessibility	0.26527786
chr6	147480033	5.1532917	4.444777	0.7085147	acetylated_beyond_accessibility	0.2180953
chr18	515294	2.944439	2.2345672	0.70987177	acetylated_beyond_accessibility	-1.3606042
chr10	70559252	5.9053617	5.194721	0.71064043	acetylated_beyond_accessibility	-0.07746792
chr18	70028916	4.8202815	4.1095057	0.71077585	acetylated_beyond_accessibility	0.28439188
chr17	77364142	5.9375362	5.226756	0.71078014	acetylated_beyond_accessibility	-0.23058271
chr8	72134713	6.280396	5.5695	0.710896	acetylated_beyond_accessibility	0.56027365
chr8	8680390	4.543295	3.8316536	0.7116413	acetylated_beyond_accessibility	-0.10700297
chr20	25955811	1.3862944	0.67430973	0.71198463	acetylated_beyond_accessibility	0.62495005
chr6	4322993	5.389072	4.6769495	0.71212244	acetylated_beyond_accessibility	0.07312155
chr10	80497571	6.0684257	5.3562884	0.7121372	acetylated_beyond_accessibility	0.319057
chr17	32971399	5.673323	4.9611077	0.7122154	acetylated_beyond_accessibility	-0.15471506
chr7	154817375	3.8066626	3.0942369	0.7124257	acetylated_beyond_accessibility	0.45270395
chr7	106590674	5.365976	4.6531096	0.7128663	acetylated_beyond_accessibility	0.080067635
chr6	15793297	5.8377304	5.1248226	0.7129078	acetylated_beyond_accessibility	0.24040318
chr7	151008253	5.8522024	5.13902	0.71318245	acetylated_beyond_accessibility	0.29561615
chr22	36982348	5.5947113	4.8812337	0.7134776	acetylated_beyond_accessibility	0.28336096
chr18	70422278	3.9702919	3.2568119	0.71348	acetylated_beyond_accessibility	0.16547728
chr17	40854429	5.2983174	4.584738	0.71357965	acetylated_beyond_accessibility	0.20235443
chr8	99770416	5.9839363	5.2703514	0.7135849	acetylated_beyond_accessibility	0.2732892
chr6	119170947	5.1416636	4.4274426	0.714221	acetylated_beyond_accessibility	0.91867065
chr21	19850354	4.356709	3.641961	0.7147479	acetylated_beyond_accessibility	0.42251778
chr8	23668790	5.4161005	4.7012033	0.71489716	acetylated_beyond_accessibility	0.42558575
chr10	5934301	5.880533	5.165262	0.715271	acetylated_beyond_accessibility	-0.13537407
chr7	102421105	5.8230457	5.107462	0.7155838	acetylated_beyond_accessibility	0.1311841
chr6	137223962	5.613128	4.8973656	0.7157626	acetylated_beyond_accessibility	0.12662268
chr12	110118520	5.056246	4.340227	0.7160187	acetylated_beyond_accessibility	-0.15664291
chr12	93569811	5.8493247	5.132646	0.7166786	acetylated_beyond_accessibility	0.4203825
chr18	35682737	5.7589016	5.041645	0.71725655	acetylated_beyond_accessibility	0.21825504
chr7	22645832	4.2195077	3.5021667	0.71734095	acetylated_beyond_accessibility	0.18155575
chr12	121202801	5.616771	4.89932	0.7174511	acetylated_beyond_accessibility	0.14794731
chr6	46793356	3.4339871	2.7162206	0.7177665	acetylated_beyond_accessibility	0.35433984
chr6	139625593	6.0137153	5.29541	0.7183051	acetylated_beyond_accessibility	0.055404663
chr6	25535324	5.961005	5.2425656	0.7184396	acetylated_beyond_accessibility	0.2501955
chr17	6994388	5.786897	5.0674596	0.7194376	acetylated_beyond_accessibility	0.22742796
chr22	19432051	6.228511	5.5088797	0.7196312	acetylated_beyond_accessibility	-0.10734463
chr21	21200326	5.934894	5.214783	0.7201109	acetylated_beyond_accessibility	0.79836416
chr8	105520657	5.587249	4.867118	0.7201309	acetylated_beyond_accessibility	0.33418655
chr6	32970082	6.056784	5.3364677	0.7203164	acetylated_beyond_accessibility	-0.07916117
chr10	22390362	6.2766433	5.556324	0.7203193	acetylated_beyond_accessibility	0.06912041
chr10	25766899	5.7004437	4.9797664	0.7206774	acetylated_beyond_accessibility	0.30311537
chr12	9733299	3.6109178	2.889913	0.7210047	acetylated_beyond_accessibility	0.47645187
chr10	22817103	6.3062754	5.5851746	0.7211008	acetylated_beyond_accessibility	-0.2855587
chr18	57659733	5.7462034	5.0246773	0.72152615	acetylated_beyond_accessibility	0.27607727
chr18	50928784	4.248495	3.5267425	0.72175264	acetylated_beyond_accessibility	0.058588266
chr12	95516953	5.641907	4.920083	0.72182417	acetylated_beyond_accessibility	0.56434155
chr8	68215305	5.1059456	4.3839116	0.722034	acetylated_beyond_accessibility	0.379035
chr12	7963208	5.7589016	5.036842	0.7220597	acetylated_beyond_accessibility	0.1347065
chr12	106943041	5.3612924	4.6392117	0.7220807	acetylated_beyond_accessibility	0.5813093
chr6	29491772	4.4426513	3.7201414	0.72250986	acetylated_beyond_accessibility	0.106417656
chr10	72261598	5.9506426	5.228044	0.72259855	acetylated_beyond_accessibility	0.38513803
chr6	4936783	5.159055	4.435654	0.72340107	acetylated_beyond_accessibility	0.88568735
chr12	116552370	5.9322453	5.2087326	0.72351265	acetylated_beyond_accessibility	-0.11639023
chr7	10707765	6.1882644	5.464713	0.7235513	acetylated_beyond_accessibility	0.34860754
chr7	29647167	5.7899604	5.066201	0.7237592	acetylated_beyond_accessibility	0.57304096
chr7	110994940	5.605802	4.881832	0.72396994	acetylated_beyond_accessibility	0.35234928
chr6	2542795	5.894403	5.1700068	0.7243962	acetylated_beyond_accessibility	0.17337227
chr12	108485611	5.765191	5.040647	0.72454405	acetylated_beyond_accessibility	0.13330126
chr12	54337422	6.0544395	5.329561	0.7248783	acetylated_beyond_accessibility	0.39736128
chr6	4337107	5.31812	4.593165	0.7249551	acetylated_beyond_accessibility	-0.41519594
chr22	16645905	3.465736	2.740675	0.72506094	acetylated_beyond_accessibility	-0.3910687
chr10	80772747	5.902633	5.1762075	0.72642565	acetylated_beyond_accessibility	-0.047712326
chr8	28636527	4.6634393	3.9368024	0.7266369	acetylated_beyond_accessibility	0.11485863
chr20	45670239	2.9957323	2.2685685	0.7271638	acetylated_beyond_accessibility	-0.03498602
chr6	149728715	6.1312265	5.404051	0.7271757	acetylated_beyond_accessibility	0.4504485
chr20	5737281	5.755742	5.028305	0.727437	acetylated_beyond_accessibility	0.26946974
chr6	53067997	5.9454207	5.21773	0.7276907	acetylated_beyond_accessibility	0.5956321
chr7	29795879	4.9767337	4.2486477	0.728086	acetylated_beyond_accessibility	0.106105804
chr8	104617432	6.0063534	5.277689	0.7286644	acetylated_beyond_accessibility	0.18057203
chr7	24779267	5.7807436	5.051676	0.7290678	acetylated_beyond_accessibility	-0.009741783
chr7	1461109	5.869297	5.1402025	0.7290945	acetylated_beyond_accessibility	0.08394432
chr6	110966041	5.278115	4.549007	0.72910786	acetylated_beyond_accessibility	0.6330824
chr17	63433369	6.052089	5.3226156	0.7294736	acetylated_beyond_accessibility	0.10328388
chr12	83196836	5.7899604	5.0603724	0.72958803	acetylated_beyond_accessibility	0.45058918
chr6	26216915	5.7620516	5.0323086	0.729743	acetylated_beyond_accessibility	0.5627279
chr22	28316230	5.1817837	4.451543	0.7302408	acetylated_beyond_accessibility	0.66974354
chr20	45069481	4.634729	3.9044273	0.7303016	acetylated_beyond_accessibility	0.19570613
chr18	55119536	5.673323	4.9416103	0.7317128	acetylated_beyond_accessibility	0.121525764
chr22	21556350	5.8493247	5.1175575	0.7317672	acetylated_beyond_accessibility	0.17686272
chr7	106534590	5.6629605	4.930876	0.73208475	acetylated_beyond_accessibility	0.10782719
chr6	20404119	5.8493247	5.116977	0.7323475	acetylated_beyond_accessibility	0.195961
chr12	122887569	6.066108	5.3331532	0.732955	acetylated_beyond_accessibility	0.35913563
chr6	35184287	5.4071717	4.6740704	0.73310137	acetylated_beyond_accessibility	0.4419589
chr6	158882074	5.32301	4.5898685	0.7331414	acetylated_beyond_accessibility	-0.25149584
chr10	98778525	6.3261495	5.5927763	0.73337317	acetylated_beyond_accessibility	0.4538164
chr7	37405980	5.32301	4.5895386	0.7334714	acetylated_beyond_accessibility	0.074329376
chr12	71236626	6.089045	5.3550406	0.7340045	acetylated_beyond_accessibility	0.45150995
chr17	57386157	4.189655	3.4555626	0.73409224	acetylated_beyond_accessibility	0.6225157
chr18	1003418	5.049856	4.315762	0.73409414	acetylated_beyond_accessibility	-0.110719204
chr22	17980752	6.104793	5.370618	0.7341752	acetylated_beyond_accessibility	0.30672503
chr22	25759997	5.529429	4.794996	0.7344332	acetylated_beyond_accessibility	0.1615758
chr12	104928694	3.1354942	2.4010239	0.73447037	acetylated_beyond_accessibility	0.6908467
chr12	27984455	4.7361984	4.001603	0.7345953	acetylated_beyond_accessibility	0.06970072
chr7	66639794	5.8607864	5.1259756	0.7348108	acetylated_beyond_accessibility	0.23571587
chr6	30340759	5.655992	4.9207087	0.7352834	acetylated_beyond_accessibility	0.22625256
chr6	31734840	5.9215784	5.1861897	0.73538876	acetylated_beyond_accessibility	-0.029270649
chr10	3891214	5.894403	5.1589727	0.73543024	acetylated_beyond_accessibility	0.3666954
chr20	25237971	6.122493	5.3870597	0.7354331	acetylated_beyond_accessibility	0.42115355
chr20	50192155	5.894403	5.1586905	0.7357125	acetylated_beyond_accessibility	-0.05450201
chr10	50565461	6.107023	5.3709373	0.7360854	acetylated_beyond_accessibility	0.124601364
chr12	96446126	5.669881	4.933181	0.73670006	acetylated_beyond_accessibility	0.22508097
chr18	6683277	5.8289456	5.092094	0.7368517	acetylated_beyond_accessibility	0.62173796
chr6	15569321	5.9454207	5.2081776	0.7372432	acetylated_beyond_accessibility	0.18453789
chr6	146879776	6.0330863	5.2948456	0.7382407	acetylated_beyond_accessibility	0.46579123
chr12	94204957	4.7184987	3.9800572	0.73844147	acetylated_beyond_accessibility	0.1914115
chr6	28136861	6.0330863	5.2944455	0.7386408	acetylated_beyond_accessibility	0.07345867
chr7	159197579	5.9427996	5.204068	0.7387314	acetylated_beyond_accessibility	0.44014835
chr7	85421121	3.0445225	2.305725	0.7387974	acetylated_beyond_accessibility	0.3037951
chr7	92809885	5.8348107	5.0959167	0.738894	acetylated_beyond_accessibility	0.17591476
chr7	121077082	5.826	5.087034	0.738966	acetylated_beyond_accessibility	0.7611766
chr12	2984388	4.8520303	4.1130614	0.73896885	acetylated_beyond_accessibility	-0.13887143
chr8	123514405	5.32301	4.5838585	0.7391515	acetylated_beyond_accessibility	0.3078804
chr6	40378314	6.0063534	5.266963	0.7393904	acetylated_beyond_accessibility	-0.002895832
chr7	54996172	4.4998097	3.7604141	0.7393956	acetylated_beyond_accessibility	0.5441685
chr17	58659318	6.073045	5.333563	0.7394819	acetylated_beyond_accessibility	0.5384941
chr12	68474680	5.1059456	4.3661623	0.7397833	acetylated_beyond_accessibility	0.28331947
chr6	36118765	6.0210233	5.281005	0.74001837	acetylated_beyond_accessibility	0.57359123
chr21	34771710	5.609472	4.868892	0.7405796	acetylated_beyond_accessibility	0.37854338
chr6	1703337	5.9687076	5.227688	0.7410197	acetylated_beyond_accessibility	-0.08430767
chr20	31610811	6.2709885	5.529746	0.7412424	acetylated_beyond_accessibility	0.08812523
chr7	6956213	3.988984	3.247102	0.7418821	acetylated_beyond_accessibility	0.181561
chr12	592213	5.8348107	5.092474	0.74233675	acetylated_beyond_accessibility	-0.09829283
chr21	43855144	6.0137153	5.2712917	0.74242353	acetylated_beyond_accessibility	0.1768074
chr6	26537942	5.9506426	5.2076955	0.7429471	acetylated_beyond_accessibility	0.527051
chr20	56419291	6.059123	5.3160076	0.7431154	acetylated_beyond_accessibility	0.15674877
chr7	106358405	5.6664267	4.92305	0.74337673	acetylated_beyond_accessibility	0.46984577
chr17	75448645	5.9053617	5.161512	0.74384975	acetylated_beyond_accessibility	0.5077529
chr7	135923872	5.7137327	4.9694786	0.7442541	acetylated_beyond_accessibility	0.3596735
chr12	56931788	5.5947113	4.849655	0.74505615	acetylated_beyond_accessibility	0.12551165
chr22	16821699	3.3672957	2.6220853	0.7452104	acetylated_beyond_accessibility	0.3385136
chr7	121049533	5.9532433	5.2079916	0.74525166	acetylated_beyond_accessibility	0.40779638
chr7	64914781	5.913503	5.1682434	0.74525976	acetylated_beyond_accessibility	0.4099965
chr6	134296138	5.9558372	5.2105103	0.745327	acetylated_beyond_accessibility	0.16550541
chr10	17247432	4.905275	4.1593385	0.7459364	acetylated_beyond_accessibility	0.11295271
chr17	77070898	6.0185933	5.272486	0.7461071	acetylated_beyond_accessibility	0.118255615
chr7	137967509	6.0063534	5.260211	0.7461424	acetylated_beyond_accessibility	0.47811127
chr6	135291725	5.365976	4.6191707	0.7468052	acetylated_beyond_accessibility	0.09318018
chr10	30553257	6.1180973	5.371102	0.74699545	acetylated_beyond_accessibility	0.31061792
chr18	35219552	3.0445225	2.296698	0.74782443	acetylated_beyond_accessibility	-0.5298655
chr10	100359253	5.5451775	4.797109	0.74806833	acetylated_beyond_accessibility	-0.010437965
chr7	30146458	5.9107966	5.162572	0.74822474	acetylated_beyond_accessibility	0.3463168
chr7	51376192	5.9053617	5.1566534	0.74870825	acetylated_beyond_accessibility	0.03565216
chr22	19780536	5.9532433	5.2045116	0.7487316	acetylated_beyond_accessibility	0.21669626
chr7	77944475	6.089045	5.34031	0.74873495	acetylated_beyond_accessibility	0.38804817
chr10	104339961	6.0544395	5.30557	0.7488694	acetylated_beyond_accessibility	0.29576826
chr6	86599167	3.3672957	2.6182551	0.7490406	acetylated_beyond_accessibility	-0.28694916
chr6	149718163	5.8636312	5.1144176	0.7492137	acetylated_beyond_accessibility	0.20606422
chr7	108080369	6.059123	5.3097878	0.7493353	acetylated_beyond_accessibility	0.3474784
chr6	155080212	5.888878	5.1391172	0.7497606	acetylated_beyond_accessibility	0.5466261
chr17	42780421	6.025866	5.275927	0.74993896	acetylated_beyond_accessibility	0.08028698
chr8	123630524	5.755742	5.0054903	0.75025177	acetylated_beyond_accessibility	0.5297575
chr7	8233113	5.902633	5.1521835	0.75044966	acetylated_beyond_accessibility	0.8601513
chr7	144862774	5.6240177	4.8722677	0.75175	acetylated_beyond_accessibility	0.425992
chr18	22194306	6.059123	5.3073225	0.75180054	acetylated_beyond_accessibility	0.25172138
chr12	7352817	4.9698133	4.2178226	0.7519908	acetylated_beyond_accessibility	0.12213802
chr12	49869250	6.1654177	5.413318	0.7520995	acetylated_beyond_accessibility	0.09942961
chr22	22111301	5.891644	5.1393385	0.7523055	acetylated_beyond_accessibility	0.4305129
chr10	21208922	5.7930136	5.040679	0.7523346	acetylated_beyond_accessibility	0.135458
chr20	64221323	6.107023	5.354538	0.7524848	acetylated_beyond_accessibility	0.43804693
chr7	129401619	5.811141	5.058527	0.752614	acetylated_beyond_accessibility	0.36374664
chr6	28747910	6.0980744	5.34515	0.75292444	acetylated_beyond_accessibility	0.34209347
chr7	116950195	5.7620516	5.009078	0.75297356	acetylated_beyond_accessibility	0.4301448
chr7	130686568	3.4965076	2.7431934	0.75331426	acetylated_beyond_accessibility	-0.23218751
