chr	center	observed_log	atac_pred_log	true_residual	class	multimodal_residual	sequence_residual
chr10	48365197	9.165552	7.5011864	1.6643658	acetylated_beyond_accessibility	0.46465874	-0.7753129
chr10	3806014	11.315523	9.651065	1.6644583	acetylated_beyond_accessibility	0.547184	-1.5598097
chr17	5128391	6.363028	4.6984463	1.6645818	acetylated_beyond_accessibility	1.0035415	2.928236
chr12	88247361	8.0067005	6.341678	1.6650224	acetylated_beyond_accessibility	1.5336432	2.5722814
chr21	42955695	9.041685	7.376651	1.6650343	acetylated_beyond_accessibility	1.3247881	2.275609
chr6	43687815	11.510343	9.84521	1.6651325	acetylated_beyond_accessibility	1.3973608	1.5741692
chr7	100958334	8.206857	6.5412765	1.6655803	acetylated_beyond_accessibility	0.81635046	2.1015773
chr6	15896413	11.575243	9.9095545	1.6656885	acetylated_beyond_accessibility	0.5874367	-0.49102688
chr12	78759614	7.9197197	6.2535067	1.666213	acetylated_beyond_accessibility	1.3911629	2.971943
chr22	26589311	11.042794	9.376412	1.6663818	acetylated_beyond_accessibility	-0.04081726	-0.022660255
chr12	109477690	11.620299	9.95367	1.6666298	acetylated_beyond_accessibility	0.6122446	2.8645887
chr17	12549967	6.424869	4.7581983	1.6666708	acetylated_beyond_accessibility	0.25481987	2.5674167
chr22	38266300	9.901285	8.23434	1.6669455	acetylated_beyond_accessibility	0.06324196	0.29156876
chr12	18697297	9.193601	7.526198	1.6674027	acetylated_beyond_accessibility	0.35354185	-0.5899167
chr12	48067469	8.377471	6.7100096	1.6674614	acetylated_beyond_accessibility	0.6421976	1.2926846
chr17	15496937	8.553525	6.8859687	1.6675563	acetylated_beyond_accessibility	0.40233898	1.9700847
chr17	40536387	11.111463	9.443773	1.6676893	acetylated_beyond_accessibility	-0.037513733	-0.89146996
chr6	53593188	8.5913725	6.923565	1.6678076	acetylated_beyond_accessibility	0.19620848	1.6998844
chr7	6430425	8.972083	7.3041987	1.6678843	acetylated_beyond_accessibility	-0.58281565	0.61863184
chr10	70618152	9.18122	7.5132446	1.6679754	acetylated_beyond_accessibility	0.12655067	0.24624968
chr12	96329740	9.239802	7.5716534	1.668149	acetylated_beyond_accessibility	0.65479755	-0.06887388
chr6	37041017	8.958282	7.2899103	1.6683722	acetylated_beyond_accessibility	0.535697	1.6446915
chr6	30508448	9.590282	7.921779	1.6685033	acetylated_beyond_accessibility	1.0496402	0.649632
chr17	17825342	11.119186	9.450656	1.6685305	acetylated_beyond_accessibility	0.301157	-0.95241356
chr12	48601162	9.126089	7.45752	1.6685691	acetylated_beyond_accessibility	0.4373908	0.9010787
chr20	26010469	8.913954	7.245276	1.6686778	acetylated_beyond_accessibility	1.02455	2.7217908
chr12	93925965	7.557995	5.8890085	1.6689863	acetylated_beyond_accessibility	0.44323444	2.2507648
chr20	3210169	10.816011	9.146924	1.6690874	acetylated_beyond_accessibility	0.4497633	1.0491934
chr12	645809	10.250971	8.581197	1.669774	acetylated_beyond_accessibility	1.107296	0.74165916
chr6	12022614	11.253935	9.584065	1.6698694	acetylated_beyond_accessibility	0.17066479	-1.8002968
chr12	45235182	10.715129	9.045059	1.6700697	acetylated_beyond_accessibility	0.971385	-0.02260971
chr10	89506105	7.3926477	5.7225733	1.6700745	acetylated_beyond_accessibility	0.62815	1.8210907
chr12	56468533	11.384853	9.714537	1.6703167	acetylated_beyond_accessibility	1.1059399	-1.0494957
chr12	65603148	9.800679	8.130289	1.6703901	acetylated_beyond_accessibility	0.6195564	-0.27367115
chr12	53299480	9.513034	7.842418	1.6706157	acetylated_beyond_accessibility	-0.37357092	2.272573
chr6	29814517	9.888222	8.2174425	1.6707792	acetylated_beyond_accessibility	0.60044384	0.41915894
chr8	9172886	11.262025	9.591014	1.671011	acetylated_beyond_accessibility	-0.10811329	-1.3400612
chr17	70134255	10.126351	8.455085	1.6712666	acetylated_beyond_accessibility	0.32076263	-0.17837715
chr21	28539317	7.4999766	5.828574	1.6714025	acetylated_beyond_accessibility	0.4415903	1.6508999
chr18	3178159	10.215887	8.544465	1.671422	acetylated_beyond_accessibility	0.9180317	-0.6124096
chr20	30284022	8.575839	6.90438	1.6714592	acetylated_beyond_accessibility	-0.17956495	1.8726311
chr7	158865854	11.019203	9.347739	1.671464	acetylated_beyond_accessibility	0.070082664	-1.6384258
chr6	46799877	7.958227	6.2864795	1.6717477	acetylated_beyond_accessibility	0.8427205	1.8775935
chr17	69013665	9.301277	7.6292996	1.6719775	acetylated_beyond_accessibility	0.3426571	0.22395706
chr7	158835322	10.595984	8.923974	1.6720104	acetylated_beyond_accessibility	0.3291645	0.21934128
chr6	81938399	10.797758	9.124813	1.672945	acetylated_beyond_accessibility	1.1018639	0.9938841
chr8	21990892	8.381602	6.7084646	1.6731377	acetylated_beyond_accessibility	1.083549	2.9971008
chr22	46604566	11.623679	9.950084	1.6735954	acetylated_beyond_accessibility	0.81656075	-0.7732868
chr12	1305142	10.841286	9.167339	1.6739464	acetylated_beyond_accessibility	0.080350876	-0.9231005
chr7	7535829	7.1608458	5.48674	1.6741056	acetylated_beyond_accessibility	0.38795233	1.6824555
chr6	68196846	8.22791	6.5536904	1.6742196	acetylated_beyond_accessibility	-0.06895304	-1.2732577
chr17	21099493	11.257504	9.583082	1.6744223	acetylated_beyond_accessibility	0.4088354	-0.4671936
chr6	14742884	9.555773	7.8813024	1.6744704	acetylated_beyond_accessibility	0.2422967	1.0682254
chr12	6167731	10.913105	9.238469	1.6746359	acetylated_beyond_accessibility	0.029227257	-0.747406
chr10	91617289	9.391161	7.7164764	1.6746845	acetylated_beyond_accessibility	0.19779587	-0.85686827
chr20	209146	7.788626	6.113783	1.6748433	acetylated_beyond_accessibility	0.7497735	1.5671935
chr7	157387360	9.647305	7.9723654	1.6749392	acetylated_beyond_accessibility	1.2082901	0.6668062
chr12	11839279	8.8934355	7.218309	1.6751266	acetylated_beyond_accessibility	0.5240698	2.4393353
chr7	75780810	9.630891	7.9556794	1.6752114	acetylated_beyond_accessibility	0.19715452	0.8198142
chr7	149495081	11.101764	9.425607	1.676157	acetylated_beyond_accessibility	0.27722454	-0.111561775
chr22	16645905	8.522578	6.8463264	1.6762519	acetylated_beyond_accessibility	-0.011426449	1.5765948
chr10	125817604	11.0503025	9.373794	1.6765089	acetylated_beyond_accessibility	0.44674206	-0.98422813
chr17	78214435	11.288531	9.611971	1.6765604	acetylated_beyond_accessibility	-0.7226219	-0.9811163
chr17	63275671	8.0497465	6.373074	1.6766725	acetylated_beyond_accessibility	0.48591042	1.3793707
chr21	43000259	7.5908523	5.91416	1.6766925	acetylated_beyond_accessibility	0.70855284	2.0713487
chr12	121659150	11.7758665	10.099077	1.6767893	acetylated_beyond_accessibility	0.4677286	-1.6165495
chr21	29305728	10.723246	9.04633	1.6769152	acetylated_beyond_accessibility	0.63604546	-0.5301666
chr10	63102604	10.103813	8.426678	1.6771355	acetylated_beyond_accessibility	0.54610825	-0.852725
chr8	53728820	9.060331	7.383133	1.6771984	acetylated_beyond_accessibility	0.12652254	0.67370224
chr17	49942501	8.73456	7.0571847	1.6773753	acetylated_beyond_accessibility	0.62958336	0.5175476
chr6	7698035	10.998409	9.320946	1.6774635	acetylated_beyond_accessibility	0.7323036	-0.027308464
chr17	58492784	10.894645	9.217013	1.6776314	acetylated_beyond_accessibility	1.4407158	-0.60506725
chr17	5526963	9.016027	7.337668	1.6783595	acetylated_beyond_accessibility	0.5908537	1.4223533
chr6	90218509	10.885697	9.206794	1.6789036	acetylated_beyond_accessibility	0.8507805	0.1950159
chr17	78127395	11.340641	9.661204	1.6794367	acetylated_beyond_accessibility	-0.23935604	-1.7546315
chr17	50210529	9.999343	8.31932	1.6800232	acetylated_beyond_accessibility	-0.39195538	-0.40015125
chr6	42101547	9.99223	8.312164	1.6800661	acetylated_beyond_accessibility	0.5067415	0.597476
chr6	166910803	9.27968	7.5993223	1.6803579	acetylated_beyond_accessibility	0.1929493	0.8558254
chr10	99685842	8.7505245	7.0701113	1.6804132	acetylated_beyond_accessibility	0.7933059	0.7548647
chr22	31064206	10.858268	9.177776	1.6804914	acetylated_beyond_accessibility	0.05532837	-1.3012767
chr21	33506062	8.81715	7.1366425	1.6805077	acetylated_beyond_accessibility	-0.095106125	0.5435009
chr10	63707496	9.034677	7.3541336	1.680543	acetylated_beyond_accessibility	0.49709415	0.87343025
chr10	91589301	9.900885	8.219837	1.6810474	acetylated_beyond_accessibility	0.6082401	-0.21814156
chr6	37208189	10.460357	8.778916	1.6814404	acetylated_beyond_accessibility	0.49015808	-0.80315447
chr12	46546958	9.334768	7.6533184	1.6814499	acetylated_beyond_accessibility	0.05408573	0.30468082
chr7	5704646	9.252154	7.570391	1.6817632	acetylated_beyond_accessibility	0.18355274	0.88394403
chr17	13523061	10.377981	8.695719	1.6822624	acetylated_beyond_accessibility	0.48436832	-0.3223095
chr17	15185445	10.16566	8.483382	1.6822777	acetylated_beyond_accessibility	0.13779736	0.3619938
chr17	4966421	11.039684	9.357032	1.6826525	acetylated_beyond_accessibility	-0.177042	-0.8049898
chr17	64363110	10.123787	8.441091	1.6826963	acetylated_beyond_accessibility	0.93809605	-0.26455688
chr6	158366549	11.4753065	9.792601	1.6827059	acetylated_beyond_accessibility	1.2732201	-0.29489803
chr6	15895901	11.947102	10.264119	1.6829824	acetylated_beyond_accessibility	0.81894016	-0.1774025
chr6	143035363	10.209979	8.526942	1.6830368	acetylated_beyond_accessibility	0.47401142	-0.82629776
chr8	128048593	12.327259	10.643605	1.6836538	acetylated_beyond_accessibility	1.1997061	-2.0908413
chr17	48308000	7.9554253	6.2713585	1.6840668	acetylated_beyond_accessibility	-0.08643675	-0.42438412
chr7	130152883	10.037319	8.353121	1.6841984	acetylated_beyond_accessibility	0.06286907	0.095282555
chr10	22630083	11.032985	9.348316	1.6846685	acetylated_beyond_accessibility	0.4429512	-1.7882414
chr12	75936871	8.897956	7.2129483	1.6850076	acetylated_beyond_accessibility	0.8122649	1.6191211
chr7	604610	12.154416	10.46925	1.6851664	acetylated_beyond_accessibility	0.44954872	-1.2099552
chr7	138354270	11.037017	9.35182	1.6851969	acetylated_beyond_accessibility	0.5731182	-0.5871563
chr18	58257577	9.551516	7.8662834	1.6852322	acetylated_beyond_accessibility	0.34166908	0.3801613
chr12	48459454	8.705	7.0197153	1.6852846	acetylated_beyond_accessibility	0.6501126	2.2008104
chr12	95169535	8.948976	7.262905	1.6860704	acetylated_beyond_accessibility	0.46004248	0.2916503
chr12	45338489	9.637371	7.950718	1.6866531	acetylated_beyond_accessibility	0.112223625	-0.5701127
chr20	365099	10.878236	9.191382	1.6868534	acetylated_beyond_accessibility	1.598958	-0.5368595
chr6	136873939	7.0621915	5.3751335	1.687058	acetylated_beyond_accessibility	-0.012753487	1.246953
chr6	47241980	11.239619	9.552503	1.6871166	acetylated_beyond_accessibility	-0.2167387	-2.592411
chr17	64927764	9.076923	7.3896313	1.6872921	acetylated_beyond_accessibility	1.2393227	1.2161541
chr21	34545451	9.621788	7.9344473	1.6873407	acetylated_beyond_accessibility	0.13245392	0.6271353
chr6	15996024	10.240281	8.552828	1.6874533	acetylated_beyond_accessibility	1.1055746	0.4776535
chr18	57659733	10.368008	8.680337	1.6876707	acetylated_beyond_accessibility	0.69247913	-0.6846018
chr17	55817505	11.405329	9.717261	1.6880674	acetylated_beyond_accessibility	0.23099327	-1.4826851
chr6	22297501	6.591674	4.903512	1.6881618	acetylated_beyond_accessibility	0.32327557	2.2669826
chr12	1330430	9.590556	7.902083	1.6884732	acetylated_beyond_accessibility	0.35266638	0.065121174
chr17	77728462	8.315811	6.6267743	1.6890368	acetylated_beyond_accessibility	-0.06797218	1.5304618
chr12	45339245	8.646642	6.957131	1.6895108	acetylated_beyond_accessibility	0.27245474	1.1750283
chr7	158871602	9.293026	7.6033373	1.6896887	acetylated_beyond_accessibility	-0.5661354	0.57328606
chr6	44001492	9.701922	8.012096	1.689826	acetylated_beyond_accessibility	0.29509068	0.608737
chr8	144096198	10.272047	8.582126	1.6899214	acetylated_beyond_accessibility	0.62444496	-0.5957217
chr10	67849819	11.352651	9.662112	1.6905384	acetylated_beyond_accessibility	0.98284817	-0.37396145
chr20	1264003	9.149316	7.458329	1.6909866	acetylated_beyond_accessibility	-0.051001072	0.10470247
chr22	11825263	7.9116907	6.2203975	1.6912932	acetylated_beyond_accessibility	-0.7599273	1.9540524
chr17	17907442	8.885026	7.1937275	1.6912985	acetylated_beyond_accessibility	0.1860137	1.2203932
chr22	22557741	12.555662	10.863856	1.6918058	acetylated_beyond_accessibility	0.52728367	-3.243482
chr12	57112478	11.264566	9.572373	1.692193	acetylated_beyond_accessibility	0.41578197	-0.511055
chr6	119147470	11.358071	9.665842	1.6922293	acetylated_beyond_accessibility	0.6467514	-0.70409584
chr6	91053201	9.435402	7.743126	1.692276	acetylated_beyond_accessibility	1.2565775	0.15213823
chr18	42186667	6.632002	4.9392586	1.6927433	acetylated_beyond_accessibility	0.54432964	2.667509
chr21	29849888	8.912069	7.219318	1.6927514	acetylated_beyond_accessibility	0.32248783	0.98374987
chr8	53727888	9.808792	8.115993	1.6927996	acetylated_beyond_accessibility	0.095788956	-0.09739876
chr10	69390286	10.096089	8.402992	1.6930971	acetylated_beyond_accessibility	0.4560032	-0.5546503
chr21	44853896	10.591622	8.898323	1.6932993	acetylated_beyond_accessibility	0.0044517517	-0.11723328
chr22	22557177	13.298119	11.604331	1.6937876	acetylated_beyond_accessibility	0.75316715	-2.9021978
chr7	96358909	10.4574585	8.763434	1.6940241	acetylated_beyond_accessibility	0.4238739	-0.19973278
chr6	134373633	9.754292	8.060098	1.6941938	acetylated_beyond_accessibility	0.8435583	0.45341682
chr21	32921868	7.7002954	6.0060644	1.694231	acetylated_beyond_accessibility	0.61852455	1.2118621
chr7	119950567	10.595784	8.901165	1.6946192	acetylated_beyond_accessibility	0.63044834	-0.49292564
chr6	36127675	10.661532	8.966573	1.6949596	acetylated_beyond_accessibility	1.8366518	0.41100693
chr12	46255793	9.785998	8.091032	1.6949663	acetylated_beyond_accessibility	0.20268917	-1.0489683
chr8	30731641	10.052597	8.357602	1.6949949	acetylated_beyond_accessibility	-0.7248788	1.526413
chr6	13653524	9.000854	7.305604	1.6952496	acetylated_beyond_accessibility	1.3112411	0.67387724
chr20	13990619	6.908755	5.2131114	1.6956434	acetylated_beyond_accessibility	0.5711117	3.4363275
chr17	29706882	10.5883255	8.892657	1.6956682	acetylated_beyond_accessibility	-0.5685053	-0.066446304
chr17	39852589	9.207035	7.5107665	1.6962686	acetylated_beyond_accessibility	0.15464687	0.28643703
chr18	54871421	8.991189	7.2944527	1.6967363	acetylated_beyond_accessibility	0.08054066	0.07410002
chr10	5094583	9.77241	8.073504	1.698906	acetylated_beyond_accessibility	0.6179762	-0.07554531
chr8	16670135	7.5933743	5.8943	1.6990743	acetylated_beyond_accessibility	0.5264931	1.9127655
chr17	80257323	10.717192	9.017693	1.6994991	acetylated_beyond_accessibility	-0.0013446808	-0.9535456
chr6	12023123	11.21205	9.51226	1.69979	acetylated_beyond_accessibility	0.39501667	-1.7017946
chr18	54765703	8.539932	6.8399115	1.7000208	acetylated_beyond_accessibility	0.080313206	0.3761344
chr20	53753542	11.354293	9.653699	1.700594	acetylated_beyond_accessibility	0.40327644	-1.1135674
chr17	44095928	11.693129	9.992007	1.7011213	acetylated_beyond_accessibility	0.8072548	-1.4152231
chr20	5763585	10.593831	8.892661	1.70117	acetylated_beyond_accessibility	0.7520075	0.07112026
chr10	79178753	12.474224	10.772511	1.7017136	acetylated_beyond_accessibility	0.34507656	-2.8998342
chr7	141708352	7.950855	6.24854	1.7023149	acetylated_beyond_accessibility	0.36678123	1.7213802
chr22	24450887	8.508152	6.805739	1.7024131	acetylated_beyond_accessibility	0.20090437	1.4442639
chr7	40346766	9.046409	7.343762	1.7026467	acetylated_beyond_accessibility	0.66220903	0.6540375
chr8	27293168	8.261785	6.558481	1.7033033	acetylated_beyond_accessibility	0.07200956	0.99736404
chr17	4834875	10.993379	9.289435	1.7039433	acetylated_beyond_accessibility	0.3713646	-0.4828043
chr7	75842801	11.016266	9.3116665	1.7045994	acetylated_beyond_accessibility	0.667634	-0.97820854
chr12	13864287	7.8640356	6.159425	1.7046108	acetylated_beyond_accessibility	0.14122725	2.426238
chr10	131928398	9.903937	8.198487	1.70545	acetylated_beyond_accessibility	0.9076977	0.021820068
chr12	74022068	9.307558	7.6017957	1.7057624	acetylated_beyond_accessibility	0.68599176	0.07456064
chr8	38082750	11.850618	10.144044	1.7065744	acetylated_beyond_accessibility	0.38285255	-1.0785389
chr6	14792731	8.734077	7.0273333	1.7067442	acetylated_beyond_accessibility	0.6229372	0.9331441
chr22	28448844	9.104869	7.3980365	1.7068324	acetylated_beyond_accessibility	0.093084335	0.40545034
chr8	125362930	9.4596195	7.752144	1.7074757	acetylated_beyond_accessibility	0.88060665	0.648159
chr22	30435805	9.478686	7.7709694	1.707717	acetylated_beyond_accessibility	-0.57161045	0.6468506
chr18	56663160	9.528867	7.820941	1.7079258	acetylated_beyond_accessibility	0.6493044	-0.37782335
chr22	46067723	9.615806	7.907847	1.7079587	acetylated_beyond_accessibility	-0.11648512	0.27954435
chr6	5230850	10.064415	8.3562	1.7082148	acetylated_beyond_accessibility	0.7932539	-0.5784936
chr17	48427809	8.951699	7.243322	1.7083774	acetylated_beyond_accessibility	-0.17574167	-0.12821579
chr17	64636023	9.16503	7.456645	1.7083845	acetylated_beyond_accessibility	1.0168428	1.1756401
chr8	95223673	10.126071	8.417509	1.7085619	acetylated_beyond_accessibility	0.70081615	-0.16761208
chr6	41818696	11.122886	9.414202	1.708684	acetylated_beyond_accessibility	0.34133625	-0.605031
chr6	70394201	10.755474	9.046444	1.7090302	acetylated_beyond_accessibility	0.82229805	-0.5745535
chr7	129066460	12.202426	10.493362	1.7090635	acetylated_beyond_accessibility	0.73322296	-2.516499
chr7	11282152	10.027871	8.318472	1.7093992	acetylated_beyond_accessibility	1.3592796	-1.1892247
chr17	55250055	8.00169	6.2921042	1.7095857	acetylated_beyond_accessibility	-0.13415909	2.0548453
chr6	67895719	10.2652445	8.555556	1.7096882	acetylated_beyond_accessibility	0.45438194	-0.095765114
chr6	33419168	11.668236	9.958157	1.7100792	acetylated_beyond_accessibility	0.6402807	-1.4108009
chr6	90323099	7.824846	6.114753	1.710093	acetylated_beyond_accessibility	0.72796917	1.8510485
chr12	104510229	10.720179	9.010066	1.7101126	acetylated_beyond_accessibility	0.58551884	-1.284224
chr20	35133895	8.5867195	6.8765726	1.7101469	acetylated_beyond_accessibility	0.5153804	2.0938187
chr22	38786037	10.992841	9.282053	1.7107878	acetylated_beyond_accessibility	0.08550358	-0.5656929
chr17	28871279	10.921017	9.209536	1.7114811	acetylated_beyond_accessibility	0.5307598	-0.28935242
chr22	45314225	11.380114	9.668199	1.711915	acetylated_beyond_accessibility	0.7155247	-0.18254471
chr22	21093861	9.475854	7.763574	1.7122798	acetylated_beyond_accessibility	0.34387255	0.8832879
chr17	76788094	9.157573	7.4452143	1.7123585	acetylated_beyond_accessibility	0.50511837	0.27623463
chr22	35219188	9.096388	7.3837214	1.7126665	acetylated_beyond_accessibility	0.44511414	1.1032515
chr17	82457314	10.8688545	9.155098	1.7137566	acetylated_beyond_accessibility	0.5672493	0.5852165
chr8	129710794	9.5675955	7.853624	1.7139716	acetylated_beyond_accessibility	0.32816744	0.7560029
chr7	38342361	10.348878	8.634595	1.714283	acetylated_beyond_accessibility	0.04740143	-1.3909783
chr7	139888260	10.181839	8.467336	1.7145033	acetylated_beyond_accessibility	0.72238064	0.28833008
chr7	151926071	10.394243	8.679667	1.7145758	acetylated_beyond_accessibility	0.32331848	-0.21389198
chr17	78026672	9.42133	7.706671	1.7146592	acetylated_beyond_accessibility	0.19585705	-0.32565403
chr17	57367134	10.84285	9.1281	1.7147493	acetylated_beyond_accessibility	0.8503113	-0.5811758
chr7	44639166	10.926532	9.211732	1.7147999	acetylated_beyond_accessibility	1.1805716	0.010184288
chr20	5720067	10.611524	8.896273	1.715251	acetylated_beyond_accessibility	1.0447788	0.29448128
chr10	73992004	11.124951	9.409612	1.7153397	acetylated_beyond_accessibility	0.9138832	-2.0086155
chr22	32887280	9.568853	7.8531747	1.7156787	acetylated_beyond_accessibility	0.48189306	1.3578982
chr22	32572879	10.038805	8.32275	1.7160549	acetylated_beyond_accessibility	-0.14105129	0.009706497
chr10	110426059	9.588092	7.871853	1.716239	acetylated_beyond_accessibility	0.22617245	-0.07169199
chr8	102731175	10.3586	8.642026	1.7165737	acetylated_beyond_accessibility	1.4931583	-0.06494713
chr8	144950790	10.521857	8.804618	1.7172394	acetylated_beyond_accessibility	-0.13198662	0.41831207
chr7	101137302	10.08364	8.366289	1.717351	acetylated_beyond_accessibility	-0.52783823	-0.10465431
chr17	33925842	8.930229	7.2124352	1.717794	acetylated_beyond_accessibility	-0.11016655	0.11974001
chr18	3626576	10.5156145	8.797467	1.7181473	acetylated_beyond_accessibility	0.27025127	-1.2011313
chr6	109877725	7.9197197	6.2012367	1.718483	acetylated_beyond_accessibility	1.1993175	3.4073792
chr20	23155348	9.9810505	8.262567	1.7184839	acetylated_beyond_accessibility	-0.40282106	-1.3192492
chr17	40533499	10.081006	8.362094	1.7189121	acetylated_beyond_accessibility	0.8629036	-0.34214973
chr6	170607173	8.633197	6.9142437	1.7189531	acetylated_beyond_accessibility	-0.033811092	0.3592868
chr7	108489262	9.661925	7.9429626	1.7189627	acetylated_beyond_accessibility	0.7801361	0.19970798
chr21	29657705	11.7055025	9.986394	1.7191086	acetylated_beyond_accessibility	-0.0030508041	-1.878376
chr17	77356377	7.816014	6.0968556	1.7191582	acetylated_beyond_accessibility	-0.25399876	1.8301468
chr21	32545880	11.530195	9.811001	1.7191944	acetylated_beyond_accessibility	0.41921902	-1.5759745
chr20	41643727	10.20692	8.487634	1.719286	acetylated_beyond_accessibility	1.3526897	0.8525486
chr17	28033851	10.963289	9.243988	1.7193012	acetylated_beyond_accessibility	0.41316795	-0.16026306
chr22	42090219	11.621771	9.902395	1.7193756	acetylated_beyond_accessibility	0.16146088	-0.32132053
chr22	28544733	8.741297	7.021877	1.71942	acetylated_beyond_accessibility	0.43686152	1.0914721
chr6	46793356	6.9402223	5.2206683	1.719554	acetylated_beyond_accessibility	0.24535418	1.9696722
chr6	33779536	8.340218	6.620633	1.7195845	acetylated_beyond_accessibility	0.11466837	2.0170755
chr12	25276356	10.368039	8.647981	1.7200584	acetylated_beyond_accessibility	1.2476883	0.26501656
chr6	111264036	9.714323	7.994264	1.7200589	acetylated_beyond_accessibility	0.987762	0.543942
chr7	2024475	8.906528	7.1863503	1.7201781	acetylated_beyond_accessibility	0.067563534	0.99979734
chr10	112912656	9.104202	7.3839684	1.7202339	acetylated_beyond_accessibility	0.6043091	1.3067713
chr7	22452395	9.013596	7.293011	1.7205844	acetylated_beyond_accessibility	0.1474595	0.6266513
chr17	58488401	7.9929447	6.2722955	1.7206492	acetylated_beyond_accessibility	-1.9419045	2.9256482
chr8	93413082	8.536407	6.8153896	1.7210178	acetylated_beyond_accessibility	0.2874694	0.44248056
chr17	16091982	9.047821	7.3267913	1.7210298	acetylated_beyond_accessibility	0.34104395	0.7083459
chr17	75683853	9.4717045	7.750661	1.7210436	acetylated_beyond_accessibility	0.7594795	0.6880007
chr12	112096582	9.65995	7.9388647	1.7210855	acetylated_beyond_accessibility	0.3370037	0.44989777
chr18	47184843	9.535318	7.813443	1.7218752	acetylated_beyond_accessibility	1.6817045	0.96903324
chr6	40715968	10.276773	8.554535	1.7222385	acetylated_beyond_accessibility	0.5140791	-0.4590683
chr6	86683698	11.480062	9.757759	1.7223024	acetylated_beyond_accessibility	0.9663925	-0.97808456
chr17	60253217	8.442901	6.720448	1.7224526	acetylated_beyond_accessibility	0.16087008	0.33910704
chr17	75951214	8.755737	7.0332456	1.7224917	acetylated_beyond_accessibility	0.6566758	1.250073
chr6	34277503	10.494962	8.772079	1.7228823	acetylated_beyond_accessibility	0.9950838	-0.26898384
chr20	10510466	9.517163	7.7941146	1.7230487	acetylated_beyond_accessibility	-0.39527225	-0.77351713
chr6	24743626	10.014134	8.290995	1.7231398	acetylated_beyond_accessibility	0.8057537	1.6463871
chr12	94305767	8.086718	6.363137	1.7235808	acetylated_beyond_accessibility	0.4535942	1.8244681
chr7	142804848	9.336267	7.6124234	1.723844	acetylated_beyond_accessibility	-0.060032368	0.21650696
chr12	28012683	9.889591	8.165383	1.7242079	acetylated_beyond_accessibility	0.8030195	0.02260685
chr7	138565846	9.720045	7.9957404	1.7243047	acetylated_beyond_accessibility	0.67185354	0.5175843
chr20	58420993	9.101195	7.3768377	1.7243576	acetylated_beyond_accessibility	0.48431253	1.0481653
chr6	32164604	9.060679	7.3362346	1.7244449	acetylated_beyond_accessibility	0.26092958	0.9993453
chr6	135423857	9.516722	7.790958	1.7257638	acetylated_beyond_accessibility	0.3742671	-0.62551546
chr10	28986518	9.789871	8.063657	1.7262144	acetylated_beyond_accessibility	0.4133606	-0.27638483
chr7	157136560	10.1226635	8.396076	1.7265873	acetylated_beyond_accessibility	0.6327915	0.23394108
chr6	21987304	10.061132	8.334209	1.726923	acetylated_beyond_accessibility	0.34432888	1.0706205
chr6	6657525	10.609008	8.881863	1.7271452	acetylated_beyond_accessibility	0.361763	-0.43293667
chr6	20811495	10.565969	8.838766	1.7272034	acetylated_beyond_accessibility	0.45236874	0.16226196
chr8	39534963	9.612534	7.8851213	1.7274122	acetylated_beyond_accessibility	0.40967274	-0.75398827
chr7	64849950	10.869901	9.142448	1.7274523	acetylated_beyond_accessibility	0.42127705	-0.71743107
chr6	28943836	12.10165	10.373986	1.727664	acetylated_beyond_accessibility	0.83094597	-0.75572014
chr8	28561994	8.444838	6.7169743	1.7278633	acetylated_beyond_accessibility	0.9760089	1.420968
chr6	6970086	10.282232	8.553508	1.7287245	acetylated_beyond_accessibility	0.45514107	0.10140228
chr22	39920413	10.361988	8.632779	1.729209	acetylated_beyond_accessibility	0.3318529	0.20110226
chr6	73461762	11.869417	10.140179	1.7292385	acetylated_beyond_accessibility	1.4532433	0.270401
chr10	96304327	7.667158	5.937709	1.7294493	acetylated_beyond_accessibility	-0.2742877	1.5876603
chr6	7180811	9.560786	7.831289	1.7294974	acetylated_beyond_accessibility	0.38191462	1.6389184
chr8	102568116	10.272496	8.542412	1.7300844	acetylated_beyond_accessibility	1.180603	-0.036465645
chr10	55598989	7.330405	5.5995083	1.730897	acetylated_beyond_accessibility	-0.39282608	2.3958082
chr17	58692715	11.78076	10.049603	1.7311563	acetylated_beyond_accessibility	0.7975235	-0.39568233
chr20	30228294	7.96346	6.232221	1.7312388	acetylated_beyond_accessibility	0.25534534	2.0907264
chr18	74630962	6.6359468	4.904667	1.7312799	acetylated_beyond_accessibility	0.04912424	2.2254233
chr18	9688418	10.308019	8.576447	1.7315722	acetylated_beyond_accessibility	1.5273695	0.110263824
chr12	76158898	9.559306	7.8277164	1.7315898	acetylated_beyond_accessibility	1.7446389	0.8368592
chr17	3969288	11.154907	9.423297	1.7316103	acetylated_beyond_accessibility	1.0064974	-0.93219185
chr12	118357423	11.197132	9.465201	1.7319307	acetylated_beyond_accessibility	0.076909065	-1.9060287
chr10	74917676	8.76202	7.0299673	1.7320528	acetylated_beyond_accessibility	0.5881648	1.7041054
chr21	14454637	11.406119	9.674057	1.7320623	acetylated_beyond_accessibility	1.1530027	-0.5590639
chr17	68774658	8.552946	6.82084	1.7321062	acetylated_beyond_accessibility	1.0772915	1.7230453
chr12	50589886	11.426234	9.693923	1.7323112	acetylated_beyond_accessibility	0.31432915	-1.6256208
chr17	75849991	10.229441	8.496955	1.7324858	acetylated_beyond_accessibility	0.18764687	-1.0418215
