chr	center	observed_log	atac_pred_log	true_residual	class	K562seq_to_GM_residual	K562mm_to_GM_residual	K562resSeq_to_GM_residual	K562resMM_to_GM_residual
chr6	154684317	1.3862944	3.2647462	-1.8784518	accessible_not_acetylated	-0.5593083	0.88622	-0.04689026	0.7208097
chr17	38572944	0.6931472	2.570973	-1.8778257	accessible_not_acetylated	-0.590729	-1.4168847	-0.97488976	-1.1117998
chr6	28802766	0.0	1.8770342	-1.8770342	accessible_not_acetylated	1.0302954	0.80233526	0.06110871	-0.09086275
chr7	20344068	0.6931472	2.5700555	-1.8769083	accessible_not_acetylated	-0.32648492	0.0073022842	-0.027909517	0.022363901
chr22	45292056	0.0	1.8766161	-1.8766161	accessible_not_acetylated	1.7534331	1.1213821	0.21826446	0.750492
chr12	84508587	0.6931472	2.5697365	-1.8765893	accessible_not_acetylated	0.42697358	0.3154645	0.23994279	0.20825768
chr7	118372765	0.0	1.876226	-1.876226	accessible_not_acetylated	0.8624563	0.373106	0.018756628	0.19242549
chr22	31140607	0.0	1.8759091	-1.8759091	accessible_not_acetylated	0.074569225	-0.27178717	-0.7809135	-0.5225675
chr12	63302473	1.7917595	3.6676686	-1.8759091	accessible_not_acetylated	-0.9965849	1.4916446	0.32065964	0.61581254
chr12	15701764	2.3025851	4.178041	-1.8754559	accessible_not_acetylated	-1.7981689	1.2745457	0.35326672	-0.0055150986
chr18	80258698	0.0	1.8753829	-1.8753829	accessible_not_acetylated	0.9302931	0.43551064	-0.14906299	0.38731837
chr7	100604824	2.5649493	4.439919	-1.8749697	accessible_not_acetylated	-1.7302871	-1.3039513	-1.2656772	-1.2708654
chr7	95431016	0.6931472	2.5680745	-1.8749273	accessible_not_acetylated	-0.37515664	0.35498023	0.005427122	0.16945791
chr8	28085708	0.0	1.8745761	-1.8745761	accessible_not_acetylated	0.91799116	-0.016205072	-0.064498425	0.1246109
chr6	36559594	0.6931472	2.5676675	-1.8745203	accessible_not_acetylated	-0.7454803	0.6644051	-0.10908508	0.26274586
chr18	40124307	1.3862944	3.260493	-1.8741987	accessible_not_acetylated	-1.1829734	1.6454346	0.11438441	0.32460976
chr12	52090565	0.0	1.8738737	-1.8738737	accessible_not_acetylated	-0.05639088	0.039834976	-0.17453146	-0.116705656
chr7	81791991	0.6931472	2.5669222	-1.873775	accessible_not_acetylated	-0.3224082	0.93014	-0.04692006	-0.12118578
chr10	121449587	2.1972246	4.0709186	-1.873694	accessible_not_acetylated	-1.2102885	0.7962909	0.2413373	0.26718283
chr18	50014608	0.0	1.8736086	-1.8736086	accessible_not_acetylated	1.065819	0.31793475	0.16673064	-0.102002025
chr6	153131230	0.0	1.873571	-1.873571	accessible_not_acetylated	1.0571524	-0.78891027	-1.0570763	-1.1442319
chr6	88166176	3.0910425	4.964087	-1.8730445	accessible_not_acetylated	-0.85564613	-0.013353825	-0.66799927	-0.39663982
chr10	123994786	0.6931472	2.5657632	-1.872616	accessible_not_acetylated	0.051694393	-0.37566423	-0.61901164	-0.785563
chr17	76541015	0.0	1.8723981	-1.8723981	accessible_not_acetylated	0.67278004	0.45452666	-0.39954126	-0.13077593
chr7	129825484	2.3025851	4.1748676	-1.8722825	accessible_not_acetylated	-1.7379937	0.1925497	-0.8700738	-0.70121
chr21	45099075	0.0	1.8708744	-1.8708744	accessible_not_acetylated	0.48613286	0.90978026	-0.08117652	0.19878793
chr22	44329739	1.0986123	2.9688559	-1.8702435	accessible_not_acetylated	-0.73811674	0.45548868	0.16941714	-0.33529663
chr12	116885580	0.0	1.8699827	-1.8699827	accessible_not_acetylated	0.5518906	0.22201109	-0.19631362	-0.14581132
chr10	75773744	1.0986123	2.9684558	-1.8698435	accessible_not_acetylated	0.22453451	1.7259116	0.3890128	0.9499202
chr6	158704478	2.3978953	4.267729	-1.8698335	accessible_not_acetylated	-1.3023775	0.87287045	-0.2071166	0.34561777
chr7	123534849	3.0910425	4.960657	-1.8696146	accessible_not_acetylated	-1.7471199	-0.34793663	-0.59137344	-0.71327305
chr7	123624873	0.0	1.8695176	-1.8695176	accessible_not_acetylated	0.74999166	0.94159484	0.1016773	0.6249292
chr8	130051558	0.0	1.8694038	-1.8694038	accessible_not_acetylated	0.9045322	0.2687118	0.15331578	0.17974734
chr7	45153458	0.0	1.8689133	-1.8689133	accessible_not_acetylated	1.1428195	0.7177943	0.4004525	0.77453935
chr8	143841076	1.7917595	3.6605935	-1.868834	accessible_not_acetylated	-1.3125043	-1.8175907	-1.7377706	-2.5418992
chr21	19461947	0.6931472	2.5619216	-1.8687744	accessible_not_acetylated	0.020424366	0.97675395	0.094840765	0.4069283
chr10	69106954	2.1972246	4.0647225	-1.8674979	accessible_not_acetylated	-1.210175	0.7607188	-0.14204597	-0.026151657
chr18	30500537	2.0794415	3.9466162	-1.8671746	accessible_not_acetylated	-1.1570816	0.65554905	-0.009595871	-0.21093202
chr20	58852863	0.0	1.8671408	-1.8671408	accessible_not_acetylated	1.390049	-0.12423682	-0.27258253	-0.5393462
chr12	49296873	1.0986123	2.9655125	-1.8669002	accessible_not_acetylated	-1.2245	-0.8934171	-1.0070268	-1.2027767
chr12	69885862	0.6931472	2.5599434	-1.8667963	accessible_not_acetylated	-0.37902856	1.1714694	-0.027091026	0.50737476
chr12	3042747	0.6931472	2.559792	-1.8666449	accessible_not_acetylated	0.20645928	-0.11602974	-0.25175428	-0.06190324
chr6	122752779	1.609438	3.4757743	-1.8663363	accessible_not_acetylated	-1.1920726	0.2093184	-0.028246164	0.01875639
chr10	77926588	1.7917595	3.6574876	-1.8657281	accessible_not_acetylated	-1.7325009	-0.3839805	-0.8621547	-1.1285508
chr12	75330141	2.1972246	4.0628967	-1.8656721	accessible_not_acetylated	0.10681057	1.1263008	0.14151478	0.3406601
chr20	50439096	0.0	1.8654046	-1.8654046	accessible_not_acetylated	0.7718394	-0.25371456	-0.29714167	-0.06675923
chr6	43275484	1.3862944	3.2516513	-1.8653569	accessible_not_acetylated	0.05367446	-0.63003683	-1.0950966	-1.0047545
chr17	38558333	1.609438	3.4744072	-1.8649693	accessible_not_acetylated	-0.5120549	0.110874176	-0.3608842	-0.51566195
chr8	94641135	0.0	1.8649478	-1.8649478	accessible_not_acetylated	1.659528	-0.7620015	-0.35344648	-0.712502
chr20	4169753	0.0	1.8646796	-1.8646796	accessible_not_acetylated	0.87401223	-0.117583275	-0.2690953	-0.2499417
chr7	70788662	0.0	1.8646203	-1.8646203	accessible_not_acetylated	1.1278907	0.46827948	-0.07191348	0.04295504
chr20	31995331	0.0	1.8643966	-1.8643966	accessible_not_acetylated	-0.12452769	-0.7677653	-0.99759644	-1.4064155
chr10	108360369	1.0986123	2.9628868	-1.8642745	accessible_not_acetylated	-0.9320395	1.3920875	0.06734562	0.45424128
chr6	125750484	1.3862944	3.2504025	-1.8641081	accessible_not_acetylated	-0.15911245	-0.20391178	0.11391783	-0.12348747
chr8	56029033	0.0	1.8639255	-1.8639255	accessible_not_acetylated	0.05434835	0.2664702	-0.42936158	-0.09315169
chr8	126822657	0.0	1.8638029	-1.8638029	accessible_not_acetylated	0.39344668	0.10527706	-0.08279371	-0.12360406
chr10	27742403	0.6931472	2.5559533	-1.8628061	accessible_not_acetylated	0.34923792	-0.36991096	-0.6477165	-0.5925877
chr12	57462786	2.3025851	4.1649575	-1.8623724	accessible_not_acetylated	-1.0853634	0.8080478	-0.42712426	-0.4985478
chr20	12053658	0.0	1.861223	-1.861223	accessible_not_acetylated	0.6711407	0.27232742	-0.08380556	0.087372065
chr20	32482798	0.6931472	2.5540771	-1.86093	accessible_not_acetylated	1.6059132	-1.1135546	-0.9437723	-1.5583625
chr6	2899175	3.3672957	5.2274203	-1.8601246	accessible_not_acetylated	-2.6826296	-0.033124447	-0.14754343	-0.2344203
chr10	80383240	0.0	1.8595645	-1.8595645	accessible_not_acetylated	-0.15723097	-0.043394685	-0.15322661	-0.108062744
chr6	138001952	0.0	1.8594923	-1.8594923	accessible_not_acetylated	0.33262634	-0.12992215	-0.44564283	-0.39772248
chr10	48656218	2.6390574	4.498346	-1.8592885	accessible_not_acetylated	-2.4427574	-0.54095984	-0.8140249	-0.6429584
chr18	35409160	1.0986123	2.957897	-1.8592846	accessible_not_acetylated	-0.9704809	0.23879766	-0.26429558	-0.42050576
chr7	2509089	1.0986123	2.9577794	-1.8591671	accessible_not_acetylated	-0.7689874	-0.17214394	-0.4613557	-0.9977677
chr10	71712585	0.0	1.8587213	-1.8587213	accessible_not_acetylated	1.1864219	-0.03304231	0.021006823	-0.17033589
chr6	149847719	0.0	1.8586904	-1.8586904	accessible_not_acetylated	1.5109988	0.9445535	0.557382	0.22970521
chr10	61498963	0.0	1.8577299	-1.8577299	accessible_not_acetylated	0.54192877	1.0464127	-0.021945715	0.20453501
chr10	3961001	0.0	1.8570356	-1.8570356	accessible_not_acetylated	-0.14282513	0.17991114	-0.14967084	-0.2028476
chr8	22848522	0.0	1.8569458	-1.8569458	accessible_not_acetylated	0.7801497	0.6612766	0.09927881	0.089553714
chr6	132964308	0.6931472	2.5500283	-1.8568811	accessible_not_acetylated	0.40177035	0.5141399	0.24957299	0.47164512
chr6	75742441	0.0	1.8568234	-1.8568234	accessible_not_acetylated	0.8024576	0.5548456	0.17668724	0.18733072
chr10	34754880	2.0794415	3.936243	-1.8568015	accessible_not_acetylated	-1.5420098	1.2092066	-0.03327298	0.23719454
chr6	90730428	1.0986123	2.9553137	-1.8567014	accessible_not_acetylated	-1.0702219	0.71467686	-0.10487485	-0.1174624
chr22	19613411	0.0	1.8566366	-1.8566366	accessible_not_acetylated	1.5348238	1.3841833	0.060085893	0.32467306
chr7	1412962	0.0	1.8565835	-1.8565835	accessible_not_acetylated	0.9591869	-0.27239025	-0.546651	-0.80171776
chr17	75753038	1.3862944	3.242751	-1.8564565	accessible_not_acetylated	-0.74714994	-0.09991765	-0.5463762	-0.15887713
chr8	100712153	0.6931472	2.549427	-1.8562799	accessible_not_acetylated	-0.23513055	0.46315217	-0.028190851	-0.10873723
chr6	84450183	0.0	1.856274	-1.856274	accessible_not_acetylated	0.36666095	0.88690174	-0.043135762	0.2559005
chr17	7262945	0.0	1.8561727	-1.8561727	accessible_not_acetylated	2.4232159	-0.29108346	-0.2824427	-0.5857104
chr7	2452122	1.9459102	3.8019056	-1.8559954	accessible_not_acetylated	-0.75010395	0.9989505	-0.44814658	0.42045593
chr20	38645480	0.6931472	2.5489037	-1.8557565	accessible_not_acetylated	0.0024905205	0.76349545	-0.08457875	-0.22699976
chr8	118107399	1.0986123	2.953549	-1.8549366	accessible_not_acetylated	0.86734366	1.8329749	0.731956	0.6925442
chr7	28443000	1.9459102	3.8005772	-1.854667	accessible_not_acetylated	-1.5763927	1.8264351	0.20754337	0.28772354
chr10	127855228	0.6931472	2.5473733	-1.8542261	accessible_not_acetylated	-0.237149	-0.010098219	-0.22104573	-0.28032303
chr20	2450232	0.0	1.8530409	-1.8530409	accessible_not_acetylated	0.25357056	0.50630236	0.020282745	-0.054560184
chr22	19776153	0.6931472	2.5461364	-1.8529892	accessible_not_acetylated	-0.31206608	-0.43374968	-0.4575584	-0.4661255
chr6	53956286	0.0	1.8528779	-1.8528779	accessible_not_acetylated	0.38486052	0.24457002	0.019250631	-0.16484046
chr7	133696266	1.0986123	2.9513698	-1.8527575	accessible_not_acetylated	-0.49611402	1.276938	0.023442745	0.4628613
chr7	6516576	0.0	1.8523605	-1.8523605	accessible_not_acetylated	0.7006252	0.92330813	-0.049219966	0.2822821
chr10	49129455	0.0	1.8522062	-1.8522062	accessible_not_acetylated	0.0093410015	0.42986512	0.20441008	0.25074148
chr17	7296559	0.6931472	2.5453277	-1.8521805	accessible_not_acetylated	0.9066427	0.17917585	-0.1677773	-0.17671514
chr10	98167359	0.6931472	2.5451438	-1.8519967	accessible_not_acetylated	-0.42396426	0.53975177	-0.101379156	-0.114038706
chr20	45291046	0.0	1.850858	-1.850858	accessible_not_acetylated	0.90162635	0.5591576	-0.11500847	-0.00485909
chr8	115978474	1.9459102	3.7962112	-1.850301	accessible_not_acetylated	-1.0315063	1.1315088	0.14522076	0.9843483
chr22	44684887	3.2580965	5.107831	-1.8497345	accessible_not_acetylated	-2.0227005	-0.20007324	-0.2125845	0.14711046
chr20	11314363	0.0	1.8495898	-1.8495898	accessible_not_acetylated	0.027548194	0.703547	0.086315155	0.25709605
chr7	45088894	0.6931472	2.5427089	-1.8495617	accessible_not_acetylated	-0.25927925	-1.0858613	-0.9903743	-1.4414417
chr7	95434946	2.7080503	4.5575104	-1.8494601	accessible_not_acetylated	-0.5496702	0.5052762	-0.3345394	0.0037679672
chr10	34527266	1.0986123	2.9464676	-1.8478553	accessible_not_acetylated	-1.0708048	0.5198815	0.25291467	0.26243043
chr6	22887226	1.3862944	3.23414	-1.8478456	accessible_not_acetylated	-0.97270393	1.3213248	0.090281725	0.58412075
chr10	75905727	0.0	1.8478367	-1.8478367	accessible_not_acetylated	1.1672213	0.29098892	0.006144285	0.2628169
chr6	4776148	2.8332133	4.680903	-1.8476896	accessible_not_acetylated	-0.9412308	-0.6932163	-1.0833426	-0.7372172
chr7	32292015	0.0	1.847639	-1.847639	accessible_not_acetylated	0.89217365	0.11948371	0.025018454	-0.026167631
chr12	98351234	1.609438	3.4561417	-1.8467038	accessible_not_acetylated	-0.23472929	1.2226198	-0.12738252	0.16550803
chr18	4205206	0.6931472	2.5397377	-1.8465905	accessible_not_acetylated	0.36592603	0.93614936	0.051234484	0.043220997
chr6	73739284	0.0	1.8463099	-1.8463099	accessible_not_acetylated	0.46326208	-0.1902597	-0.13676846	-0.094851494
chr6	109526992	0.0	1.8456576	-1.8456576	accessible_not_acetylated	1.219867	0.6099491	0.32094383	0.26100445
chr6	28951001	0.0	1.8455396	-1.8455396	accessible_not_acetylated	1.329359	0.21577191	-0.17580879	-0.19822526
chr12	32659412	0.6931472	2.5383582	-1.845211	accessible_not_acetylated	-0.53272724	0.44940233	-0.29128265	-0.25414324
chr12	62435825	1.3862944	3.231434	-1.8451397	accessible_not_acetylated	-1.3554983	-0.86005616	-0.87116313	-0.9343653
chr10	8052495	0.0	1.8451183	-1.8451183	accessible_not_acetylated	1.2883251	-0.24500191	-0.41333508	-0.2981336
chr12	120960800	2.1972246	4.0420074	-1.8447828	accessible_not_acetylated	-1.3070452	0.8823633	0.2531762	0.16547298
chr17	50270280	0.0	1.8447675	-1.8447675	accessible_not_acetylated	0.6581043	1.1451913	-0.2598623	0.43739665
chr18	4231476	1.3862944	3.2310476	-1.8447533	accessible_not_acetylated	-1.5103331	1.0511365	-0.14938855	0.23993301
chr12	132477319	0.6931472	2.5377822	-1.844635	accessible_not_acetylated	-0.2500186	-0.35992575	-0.9745555	-1.110913
chr8	89543100	1.0986123	2.941338	-1.8427258	accessible_not_acetylated	-0.5655241	1.4858546	-0.039692402	-0.05517888
chr17	66679056	1.0986123	2.9413137	-1.8427014	accessible_not_acetylated	-0.40363193	0.63330173	-0.22548556	-0.032485723
chr7	128841273	0.6931472	2.5355444	-1.8423972	accessible_not_acetylated	0.38885593	0.31877422	-0.22995424	-0.32428718
chr18	56532480	2.3978953	4.2391105	-1.8412151	accessible_not_acetylated	-2.1156673	1.3758416	0.0053515434	0.4879055
chr17	40608389	1.0986123	2.9392269	-1.8406146	accessible_not_acetylated	-0.38564777	0.6431563	0.048915863	0.34058952
chr7	20829150	0.0	1.8402618	-1.8402618	accessible_not_acetylated	0.25746167	-0.015914679	0.0029503107	-0.016688228
chr10	27188584	0.0	1.8392346	-1.8392346	accessible_not_acetylated	1.1019948	0.55546594	0.3715458	0.24534035
chr7	35537561	0.0	1.8380858	-1.8380858	accessible_not_acetylated	0.50397336	0.67846715	-0.35338795	-0.2158153
chr12	53989332	0.6931472	2.530705	-1.8375578	accessible_not_acetylated	0.094647884	0.72313356	-0.062164545	0.31194067
chr12	63668574	1.0986123	2.9355838	-1.8369715	accessible_not_acetylated	-0.037436962	0.0008690357	-0.33646607	-0.9169214
chr6	150143051	0.0	1.8364147	-1.8364147	accessible_not_acetylated	0.6399547	-1.4472332	-1.5178499	-1.4297848
chr8	132918318	0.6931472	2.5285888	-1.8354416	accessible_not_acetylated	0.5556431	1.4102719	0.058241367	0.39748502
chr6	166751315	0.6931472	2.5285873	-1.8354402	accessible_not_acetylated	0.682909	-0.16263938	-0.026437521	-0.23094893
chr17	8744836	1.3862944	3.22172	-1.8354256	accessible_not_acetylated	-0.57648444	-0.22714067	-0.47531295	-0.4297278
chr12	72141539	1.0986123	2.932976	-1.8343637	accessible_not_acetylated	0.073474884	0.105154276	0.091833115	0.51260257
chr6	22195673	0.0	1.8339431	-1.8339431	accessible_not_acetylated	1.027446	0.3833251	0.23347831	0.22170186
chr10	117480269	1.0986123	2.93249	-1.8338778	accessible_not_acetylated	-0.96622944	0.29459834	-0.31028962	-0.30608916
chr18	58044152	3.3672957	5.201165	-1.8338695	accessible_not_acetylated	-2.35082	-0.51841545	-0.9892049	-0.798615
chr6	149923152	0.0	1.8309397	-1.8309397	accessible_not_acetylated	1.2358154	-0.741675	-0.9994409	-0.8309702
chr6	98323563	0.0	1.8307095	-1.8307095	accessible_not_acetylated	0.36521077	0.53207374	0.1757617	0.1117928
chr10	110512523	2.1972246	4.027788	-1.8305635	accessible_not_acetylated	-1.5045037	0.9657459	0.15147161	0.3386197
chr21	25580088	1.9459102	3.7762914	-1.8303812	accessible_not_acetylated	-1.9314122	-0.1005609	-0.07510209	-0.5452833
chr8	108071373	1.0986123	2.9287763	-1.830164	accessible_not_acetylated	-0.19293642	1.3130035	0.2742796	-0.010663271
chr18	50560113	0.0	1.8299181	-1.8299181	accessible_not_acetylated	1.0793929	-1.2764436	-1.1693597	-1.5085738
chr12	103840918	2.944439	4.773945	-1.8295059	accessible_not_acetylated	-2.0750825	-0.6401181	-1.0269644	-0.4139042
chr6	84569186	0.0	1.8294667	-1.8294667	accessible_not_acetylated	0.48554218	0.3651675	-0.09553647	0.1572541
chr6	149963973	0.6931472	2.522058	-1.8289108	accessible_not_acetylated	1.3145106	-0.6439338	-0.41245246	-1.1876277
chr6	13533382	0.0	1.828848	-1.828848	accessible_not_acetylated	1.0168132	0.49478638	0.23038161	0.24748671
chr18	64099559	1.7917595	3.620211	-1.8284514	accessible_not_acetylated	-1.6516124	0.5886743	-0.026804447	-0.12338805
chr20	63028261	0.6931472	2.5212865	-1.8281393	accessible_not_acetylated	0.6423776	-0.66099787	-0.77475655	-0.65358114
chr7	140640776	0.0	1.8279539	-1.8279539	accessible_not_acetylated	0.9820074	-1.1543968	-0.84706664	-1.1314915
chr22	37045247	1.609438	3.4366393	-1.8272014	accessible_not_acetylated	-0.7778075	0.37575483	0.1819942	0.25017452
chr8	108293524	1.609438	3.4363647	-1.8269267	accessible_not_acetylated	-1.60718	0.5499191	-0.11930084	-0.6545739
chr17	17295392	0.0	1.826401	-1.826401	accessible_not_acetylated	-0.10126984	0.35298753	-0.38406932	-0.09476662
chr17	49180515	0.0	1.8263162	-1.8263162	accessible_not_acetylated	0.78755295	0.046640873	-0.30342388	-0.47745264
chr12	53486074	0.0	1.8258238	-1.8258238	accessible_not_acetylated	0.18032646	0.82418394	-0.26051664	-0.07393086
chr20	32483796	1.3862944	3.2119112	-1.8256168	accessible_not_acetylated	0.7218118	-1.064302	-1.0196118	-1.3363177
chr8	135454056	0.0	1.8252587	-1.8252587	accessible_not_acetylated	0.5995555	0.5774567	0.02485454	-0.18826818
chr7	72829369	3.637586	5.4622655	-1.8246794	accessible_not_acetylated	-0.5858536	0.7572079	0.2527504	0.30356455
chr6	165707570	0.6931472	2.5177665	-1.8246193	accessible_not_acetylated	0.14235187	0.5464897	0.2685597	0.2551272
chr10	71968137	1.0986123	2.9226758	-1.8240635	accessible_not_acetylated	-1.0468028	-0.18837833	-0.19698286	-0.19769931
chr10	16519238	1.3862944	3.2101736	-1.8238792	accessible_not_acetylated	-0.80921054	0.53538156	-0.33441424	-0.7226536
chr17	49496594	0.0	1.8236797	-1.8236797	accessible_not_acetylated	0.004448533	-0.18768823	-0.87710917	-1.4378496
chr17	83081860	1.3862944	3.2099638	-1.8236694	accessible_not_acetylated	-0.33337736	0.0695591	-0.61026406	-0.3938012
chr7	155809072	0.6931472	2.5167642	-1.823617	accessible_not_acetylated	1.3191891	-1.2435321	-0.6772425	-1.236753
chr20	63293185	0.0	1.8235629	-1.8235629	accessible_not_acetylated	0.27070284	-0.33007634	-0.74473286	-0.7848011
chr12	94102400	2.1972246	4.020774	-1.8235493	accessible_not_acetylated	-1.7573812	0.46374226	-0.37152505	0.4174657
chr20	63254540	0.0	1.8233953	-1.8233953	accessible_not_acetylated	0.88244987	-1.3222737	-1.362031	-1.3163577
chr6	95410353	0.0	1.8231896	-1.8231896	accessible_not_acetylated	-0.16405284	0.7575778	-0.12981987	0.3118366
chr8	126117395	1.3862944	3.2093754	-1.823081	accessible_not_acetylated	-1.1231568	0.9262104	0.13259912	0.35148478
chr8	118909555	0.0	1.8228071	-1.8228071	accessible_not_acetylated	0.56588745	0.40971875	0.02970922	-0.0030136108
chr10	102406136	1.609438	3.431745	-1.8223071	accessible_not_acetylated	-0.7572	0.8858962	-0.19754982	-0.15949774
chr7	100091264	1.0986123	2.920507	-1.8218946	accessible_not_acetylated	-0.43969798	0.7563629	0.21681142	0.31934237
chr6	66478931	0.6931472	2.5148	-1.8216529	accessible_not_acetylated	0.28636074	0.28809047	0.3671	0.47683787
chr6	133921463	0.0	1.8215852	-1.8215852	accessible_not_acetylated	0.5355332	-0.2051115	-0.56836975	-0.45002508
chr6	70270644	1.0986123	2.91987	-1.8212576	accessible_not_acetylated	-0.36291504	1.1735787	0.036888123	0.34025526
chr21	43369300	1.3862944	3.207213	-1.8209186	accessible_not_acetylated	-0.1892047	1.5605669	0.38338232	1.1711698
chr6	32642802	2.4849067	4.3057337	-1.820827	accessible_not_acetylated	-2.0010872	0.7386546	-0.031228542	0.34138966
chr8	143368797	2.3978953	4.218543	-1.8206477	accessible_not_acetylated	-0.24866986	-0.8728888	-0.5479202	-0.37669992
chr12	53995388	1.3862944	3.2068849	-1.8205905	accessible_not_acetylated	1.0797458	0.81243324	-0.18379092	0.023416042
chr7	96360063	0.0	1.8202271	-1.8202271	accessible_not_acetylated	-0.19205976	0.4839959	-0.26014745	0.05807507
chr17	38604879	1.3862944	3.2064521	-1.8201578	accessible_not_acetylated	-1.037148	-0.76521635	-1.2427989	-1.2414824
chr12	81294777	0.0	1.8199482	-1.8199482	accessible_not_acetylated	1.542686	1.0964036	0.3870163	0.43476152
chr7	69748655	0.6931472	2.5129135	-1.8197663	accessible_not_acetylated	-0.054512262	0.0858686	0.030835152	0.36072755
chr10	117403672	0.6931472	2.5129006	-1.8197534	accessible_not_acetylated	-0.5085037	0.08324671	-0.11374831	0.03652239
chr12	53099567	0.6931472	2.5127683	-1.8196211	accessible_not_acetylated	-0.051234007	0.8153286	-0.41396284	0.41254473
chr6	83709408	0.6931472	2.5127172	-1.8195701	accessible_not_acetylated	0.7058506	-0.6612458	-0.973135	-1.3926797
chr20	38581194	0.0	1.8193755	-1.8193755	accessible_not_acetylated	0.7617066	0.3206675	0.11302245	-0.06308043
chr17	82301023	2.3978953	4.217149	-1.8192534	accessible_not_acetylated	-2.4046426	-0.6788211	-0.97428775	-0.4355495
chr17	41579734	0.0	1.8190422	-1.8190422	accessible_not_acetylated	0.8955717	0.20034218	-0.19151533	0.31709456
chr17	73165157	2.7080503	4.5267096	-1.8186593	accessible_not_acetylated	-1.769757	0.65941906	-0.4735465	-0.06993818
chr6	35497995	1.0986123	2.9170089	-1.8183966	accessible_not_acetylated	1.3385034	-0.049642324	-0.26535988	-1.0506573
chr7	513121	0.6931472	2.5114422	-1.818295	accessible_not_acetylated	-0.47816253	-1.0711191	-0.99006987	-0.97713375
chr6	87281675	0.0	1.8182895	-1.8182895	accessible_not_acetylated	0.8651757	0.5488877	0.11029625	0.1944263
chr6	137025932	2.1972246	4.0155044	-1.8182797	accessible_not_acetylated	-1.3774238	1.685566	0.13830328	0.5244236
chr17	42407688	0.0	1.8181264	-1.8181264	accessible_not_acetylated	1.4796968	0.425488	-0.08221245	0.66345286
chr7	138396536	2.0794415	3.8973331	-1.8178916	accessible_not_acetylated	-1.1364987	0.86674595	-0.044332743	0.23798943
chr7	39322331	1.3862944	3.2040462	-1.8177519	accessible_not_acetylated	-0.81370854	0.99823046	-0.09633207	0.17989373
chr22	37776567	1.3862944	3.2032614	-1.816967	accessible_not_acetylated	-0.32173944	0.28241014	0.08557892	0.4664502
chr10	106714979	0.6931472	2.5099247	-1.8167775	accessible_not_acetylated	0.2893598	0.42751098	-0.06123376	-0.021378517
chr22	50034975	0.6931472	2.5096679	-1.8165207	accessible_not_acetylated	-0.30544925	-0.67517257	-0.7286582	-0.5465776
chr12	103841941	2.4849067	4.300939	-1.8160324	accessible_not_acetylated	-1.3842738	0.8626332	-0.088329315	0.70484924
chr12	98318602	2.3978953	4.213562	-1.8156667	accessible_not_acetylated	-2.3347192	0.7982464	-0.06915331	-0.38366914
chr8	22156831	0.0	1.8156171	-1.8156171	accessible_not_acetylated	0.34735227	-0.5984385	-1.058762	-0.8291311
chr8	88657864	0.6931472	2.5087004	-1.8155532	accessible_not_acetylated	-0.05189514	0.8529346	0.012803078	0.12994981
chr12	19451270	0.6931472	2.5084624	-1.8153152	accessible_not_acetylated	0.62315345	0.35941172	0.13603497	0.02388978
chr6	77562129	1.7917595	3.6068864	-1.8151269	accessible_not_acetylated	-1.206806	1.1307211	0.1511147	0.5452218
chr18	4068890	0.0	1.8150539	-1.8150539	accessible_not_acetylated	0.24377728	0.79628205	0.11310959	0.2191453
chr12	16832494	2.3978953	4.2128773	-1.8149819	accessible_not_acetylated	-1.5427265	0.82025814	0.16632652	0.35963726
chr12	2227602	0.0	1.8145349	-1.8145349	accessible_not_acetylated	1.5487413	1.2150586	0.16353118	0.5017667
chr6	68238391	1.609438	3.4238462	-1.8144083	accessible_not_acetylated	-0.7340903	1.1816511	0.3099811	0.7405977
chr6	43455877	1.7917595	3.6061473	-1.8143878	accessible_not_acetylated	-0.57976675	-0.65206146	-0.7910962	-0.62147
chr12	113129621	0.6931472	2.507449	-1.8143017	accessible_not_acetylated	-0.34411883	-0.306072	-0.13955474	-0.45877337
chr6	39608865	2.8903718	4.704227	-1.8138552	accessible_not_acetylated	-2.1321723	0.55826616	0.08091593	0.13211775
chr22	45979022	1.609438	3.4231715	-1.8137336	accessible_not_acetylated	-0.10587025	-0.3091817	-0.6563163	-0.4607358
chr7	29234585	0.0	1.8136579	-1.8136579	accessible_not_acetylated	0.69061387	0.90154016	0.3103627	0.49196184
chr8	141434158	0.0	1.8134675	-1.8134675	accessible_not_acetylated	0.12867105	-0.27958798	-0.92389566	-0.90444946
chr10	67612989	2.3025851	4.1155267	-1.8129416	accessible_not_acetylated	-1.3753865	0.8967376	0.35208035	0.5594177
chr20	45450575	0.0	1.8127997	-1.8127997	accessible_not_acetylated	0.5846784	0.4066112	0.08692503	0.11056137
chr7	3301239	0.0	1.8125336	-1.8125336	accessible_not_acetylated	0.93665934	-0.6546755	-0.7814566	-1.1729165
chr7	40709591	0.6931472	2.5054317	-1.8122845	accessible_not_acetylated	0.52051926	0.7241187	0.19921064	0.32958722
chr22	20437859	0.0	1.8116739	-1.8116739	accessible_not_acetylated	1.2686036	-1.0321585	-0.7236407	-1.0491703
chr17	75516648	3.3672957	5.1789207	-1.811625	accessible_not_acetylated	-2.4088728	-0.89276505	-1.2664952	-0.745049
chr18	34122927	0.0	1.8111529	-1.8111529	accessible_not_acetylated	-0.43115115	0.030724764	-0.42800748	-0.21865547
