chr	start	end	k27_obs	k27_pred	ATAC.RPM	err	stratum
chr7	13259863	13260661	0.39755	0.11834	0.77569	0.02426	typical (middle 50%)
chr7	13261890	13263639	0.79314	0.09787	1.32561	-0.07544	typical (middle 50%)
chr7	13803031	13803987	0.19976	0.07101	0.73184	0.11806	typical (middle 50%)
chr7	13848871	13850953	8.82012	0.25628	3.15619	-1.27955	other
chr7	13875198	13876096	0.55637	0.10693	0.93169	-0.04119	typical (middle 50%)
chr7	13919657	13920606	1.06986	0.24346	1.38986	-0.07745	typical (middle 50%)
chr7	13948005	13948796	0.27868	0.24266	0.93087	0.27075	other
chr7	13949729	13951639	0.83505	0.1047	1.41648	-0.06847	typical (middle 50%)
chr7	13961505	13962646	0.15882	0.08962	0.66634	0.14599	typical (middle 50%)
chr7	13979656	13980923	10.13729	0.88778	4.47039	-0.82707	other
chr7	13981038	13981538	5.90762	1.94719	7.48345	0.3693	other
chr7	13982851	13983351	8.4292	0.94282	5.40384	-0.53373	other
chr7	13985956	13986764	3.55933	1.10388	8.42263	0.51307	other
chr7	13988001	13988501	3.91693	1.18201	4.96487	0.18929	typical (middle 50%)
chr7	13988656	13991697	46.25334	3.27911	50.03911	-0.0632	typical (middle 50%)
chr7	13991897	13992730	21.74395	2.09272	5.92656	-0.90044	other
chr7	13993164	13993664	2.21471	0.33323	2.51632	-0.20752	other
chr7	13998809	13999309	0.11887	0.2045	0.84379	0.34433	other
chr7	14002205	14004123	20.61085	1.5055	9.44841	-0.8039	other
chr7	14004197	14004697	2.69119	0.56839	1.36952	-0.42909	other
chr7	14004867	14005868	1.94682	0.52104	3.83822	0.21002	typical (middle 50%)
chr7	14009417	14010452	1.26863	0.12252	1.63693	-0.21021	other
chr7	14020629	14021475	0.19878	0.11536	0.67787	0.13973	typical (middle 50%)
chr7	14040158	14041258	0.1598	0.10091	0.74083	0.18268	typical (middle 50%)
chr7	14047891	14049492	0.47549	0.10687	1.09065	0.06137	typical (middle 50%)
chr7	14065471	14067465	0.83603	0.08173	1.44967	-0.08152	typical (middle 50%)
chr7	14067542	14068042	0.3576	0.05896	0.35541	-0.16948	typical (middle 50%)
chr7	14070704	14071443	0.03995	0.06877	0.64443	0.22665	typical (middle 50%)
chr7	14125664	14126496	0.03995	0.09158	0.78769	0.29979	other
chr7	14841200	14841700	0.11887	0.01108	0.0445	-0.18462	other
chr7	15561765	15562265	0.0	0.01583	0.0823	-0.04547	typical (middle 50%)
chr7	15608302	15609741	0.47549	0.09768	1.28674	0.10886	typical (middle 50%)
chr7	15686433	15686933	0.0	0.02982	0.24134	0.05358	typical (middle 50%)
chr7	15688127	15688627	0.03995	0.02058	0.08965	-0.07577	typical (middle 50%)
chr7	16035766	16036886	0.79706	0.10455	2.30749	0.14777	typical (middle 50%)
chr7	16059053	16060201	0.39755	0.089	0.74479	-0.01325	typical (middle 50%)
chr7	16071206	16071933	0.27672	0.02872	0.99194	0.10273	typical (middle 50%)
chr7	16077571	16078503	0.83407	0.09504	1.68088	-0.01206	typical (middle 50%)
chr7	16098564	16099445	0.39559	0.04556	0.72986	-0.05791	typical (middle 50%)
chr7	16114556	16115306	0.79412	0.06491	0.73758	-0.288	other
chr7	16118101	16119214	0.79412	0.08474	0.62531	-0.31114	other
chr7	16204244	16205931	0.87304	0.09602	1.02101	-0.20815	other
chr7	16210120	16210620	0.43652	0.06176	1.18191	0.07314	typical (middle 50%)
chr7	16211951	16213405	1.30956	0.31463	2.0982	0.03028	typical (middle 50%)
chr7	16234430	16236128	3.4054	0.31202	2.52476	-0.53715	other
chr7	16260121	16260862	4.40026	1.10701	9.30429	0.40098	other
chr7	16261081	16261581	7.31547	1.48577	6.57555	-0.05695	typical (middle 50%)
chr7	16261624	16262228	12.54784	1.52887	6.42064	-0.54074	other
chr7	16263248	16263961	11.04636	0.6298	7.05823	-0.81126	other
chr7	16264413	16266563	77.4473	2.5239	37.1496	-0.94555	other
chr7	16268607	16269367	6.98924	1.02127	13.35605	0.1743	typical (middle 50%)
chr7	16276451	16277514	0.39755	0.08128	0.73073	-0.0254	typical (middle 50%)
chr7	16279442	16280336	0.63432	0.09568	0.64756	-0.19935	other
chr7	16296800	16297684	1.14584	0.10139	0.70694	-0.4444	other
chr7	16314806	16316427	1.38554	0.11045	1.08325	-0.41804	other
chr7	16345926	16348247	5.50124	0.20198	3.16636	-0.90977	other
chr7	16348286	16349042	1.26765	0.16715	1.19096	-0.28617	other
chr7	16355187	16356075	0.23873	0.11486	0.63403	0.09002	typical (middle 50%)
chr7	16356222	16357766	0.5174	0.08082	1.34079	0.07992	typical (middle 50%)
chr7	16369818	16371030	0.83505	0.07059	0.9449	-0.23504	other
chr7	16409723	16410223	0.23775	0.15559	1.28274	0.33489	other
chr7	16410371	16411509	0.95392	0.16226	1.54849	-0.04733	typical (middle 50%)
chr7	16412503	16413536	1.66226	0.14863	1.45737	-0.39113	other
chr7	16419769	16421861	38.05232	2.23764	29.79137	-0.46619	other
chr7	16422800	16423300	1.70515	0.50481	2.754	0.12686	typical (middle 50%)
chr7	16431594	16432834	1.34657	0.20963	3.721	0.19344	typical (middle 50%)
chr7	16432876	16434663	4.32134	0.48514	3.07072	-0.51242	other
chr7	16444583	16445928	0.47549	0.09609	1.00231	0.0247	typical (middle 50%)
chr7	16451814	16453081	0.23971	0.18532	2.27863	0.58417	other
chr7	16462351	16463131	0.4375	0.15737	1.68248	0.2873	other
chr7	16463874	16464953	2.77109	0.54848	3.64284	-0.04441	typical (middle 50%)
chr7	16465296	16466455	7.76081	1.48556	9.73916	0.10811	typical (middle 50%)
chr7	16471662	16473159	0.59436	0.09917	1.30584	0.03792	typical (middle 50%)
chr7	16473333	16474271	0.35564	0.06723	0.76341	0.00362	typical (middle 50%)
chr7	16474611	16475437	0.63236	0.13093	1.02042	-0.03943	typical (middle 50%)
chr7	16484385	16485174	1.23064	0.27421	1.5676	-0.08317	typical (middle 50%)
chr7	16492079	16493132	14.8699	2.37176	8.03955	-0.28838	other
chr7	16493198	16493698	1.39437	1.21325	2.0869	0.51285	other
chr7	16498111	16499312	0.31667	0.08133	0.9523	0.10928	typical (middle 50%)
chr7	16506435	16507138	0.43848	0.12752	1.15041	0.12282	typical (middle 50%)
chr7	16509795	16510295	0.19878	0.11408	1.37711	0.35552	other
chr7	16520853	16521642	0.27868	0.09437	0.61701	0.0332	typical (middle 50%)
chr7	16526629	16527129	0.0799	0.03972	0.21009	-0.0296	typical (middle 50%)
chr7	16527511	16528876	0.79216	0.1055	1.28462	-0.07904	typical (middle 50%)
chr7	16530653	16531594	0.31765	0.05098	0.63728	-0.02952	typical (middle 50%)
chr7	16537935	16539162	0.6353	0.10285	0.73356	-0.16174	typical (middle 50%)
chr7	16546579	16548959	0.75809	0.05612	2.22488	0.10911	typical (middle 50%)
chr7	16552577	16553077	0.23873	0.0948	0.51687	0.02553	typical (middle 50%)
chr7	16556290	16557268	0.95098	0.1295	1.02884	-0.21642	other
chr7	16559452	16560245	0.39853	0.19139	1.13296	0.201	typical (middle 50%)
chr7	16562390	16563277	2.42133	0.19179	1.1982	-0.67451	other
chr7	16564408	16565962	0.8701	0.11292	2.86882	0.21311	typical (middle 50%)
chr7	16582052	16582552	0.63236	0.12056	0.64883	-0.17522	typical (middle 50%)
chr7	16583905	16585218	0.1598	0.05058	1.31816	0.31424	other
chr7	16587491	16588240	0.0799	0.06606	0.83412	0.2544	other
chr7	16593677	16594865	0.39559	0.11819	0.97644	0.09224	typical (middle 50%)
chr7	16627619	16628334	0.2777	0.06557	0.37281	-0.09465	typical (middle 50%)
chr7	16628398	16629731	0.8701	0.09319	1.00188	-0.21508	other
chr7	16630448	16631645	0.43554	0.09068	0.78617	-0.02393	typical (middle 50%)
chr7	16636739	16637239	0.11985	0.12215	0.53697	0.15928	typical (middle 50%)
chr7	16637351	16638532	0.83113	0.12184	1.32728	-0.07436	typical (middle 50%)
chr7	16644581	16647222	39.47805	2.92476	35.16769	-0.20937	other
chr7	16648438	16648938	1.26961	0.38841	2.8006	0.22958	other
chr7	16651873	16652644	0.39755	0.19935	1.7112	0.35775	other
chr7	16652836	16653842	0.67819	0.35741	2.67396	0.48779	other
chr7	16654389	16655087	0.99094	0.17381	1.73529	-0.01215	typical (middle 50%)
chr7	16657587	16658377	6.5059	1.1798	6.94654	-0.0561	typical (middle 50%)
chr7	16659777	16661642	14.54735	1.04503	9.68171	-0.66392	other
chr7	16661840	16662340	2.57525	0.52324	2.3984	-0.20182	other
chr7	16664196	16664696	1.90687	0.28039	1.26211	-0.422	other
chr7	16667594	16668928	5.47992	0.80256	3.49593	-0.45384	other
chr7	16688198	16688698	0.39657	0.06087	1.04781	0.061	typical (middle 50%)
chr7	16695552	16696299	0.47549	0.03197	1.20929	0.02568	typical (middle 50%)
chr7	16708912	16709975	1.0728	0.4847	2.27399	0.29446	other
chr7	16712778	16713540	0.35858	0.12635	0.79144	0.06519	typical (middle 50%)
chr7	16718845	16719345	1.03481	0.37927	1.3535	0.03373	typical (middle 50%)
chr7	16719656	16720826	3.85271	0.53062	4.37864	-0.21657	other
chr7	16721581	16722495	0.95392	0.2745	1.72708	0.08704	typical (middle 50%)
chr7	16727354	16728457	0.51544	0.12778	0.88938	-0.00967	typical (middle 50%)
chr7	16730502	16731835	0.83407	0.14294	1.5845	0.00796	typical (middle 50%)
chr7	16734058	16735487	1.15172	0.23681	2.2201	0.06409	typical (middle 50%)
chr7	16740182	16742245	6.35002	0.59996	10.3157	-0.12426	typical (middle 50%)
chr7	16742495	16742995	0.43554	0.2871	1.72674	0.4051	other
chr7	16753458	16755929	11.97896	2.62976	26.04977	0.66902	other
chr7	16756046	16756730	2.21864	0.76817	3.06975	0.16463	typical (middle 50%)
chr7	16766246	16767270	0.875	0.11313	0.80659	-0.26355	other
chr7	16770613	16772104	1.27255	0.16429	1.53455	-0.20006	other
chr7	16773727	16774843	1.1478	0.23041	1.80794	-0.02457	typical (middle 50%)
chr7	16791815	16793374	0.51642	0.08043	0.85101	-0.06598	typical (middle 50%)
chr7	16797997	16798855	0.19878	0.1013	0.86707	0.19358	typical (middle 50%)
chr7	16801035	16801956	0.47549	0.11997	1.50804	0.1865	typical (middle 50%)
chr7	16804864	16805364	0.23873	0.05558	0.31116	-0.10171	typical (middle 50%)
chr7	16815845	16817345	0.43652	0.08552	1.07284	0.06333	typical (middle 50%)
chr7	16817473	16819220	0.55735	0.07706	1.27851	0.03366	typical (middle 50%)
chr7	16825488	16826792	0.31961	0.08224	0.79752	0.05645	typical (middle 50%)
chr7	16847292	16848260	0.19976	0.07208	0.90079	0.17703	typical (middle 50%)
chr7	16850592	16851542	0.11985	0.03856	0.93688	0.22589	typical (middle 50%)
chr7	16853115	16853966	0.0799	0.06586	0.84559	0.2581	other
chr7	16881739	16882239	0.0	0.02295	0.09879	-0.02908	typical (middle 50%)
chr7	16916065	16916808	0.0799	0.09852	0.81179	0.27677	other
chr7	16925973	16926955	0.4375	0.04499	1.0117	0.00596	typical (middle 50%)
chr7	17044341	17045589	1.83285	0.11552	0.96284	-0.62242	other
chr7	17141978	17142894	1.31152	0.06874	0.7373	-0.53789	other
chr7	17205491	17207952	5.3483	0.15456	2.14411	-1.10152	other
chr7	17234364	17235136	1.43334	0.17307	0.71598	-0.5038	other
chr7	17298401	17298901	0.03995	0.01147	0.27629	0.01373	typical (middle 50%)
chr7	17374666	17375166	0.07892	0.03133	0.15713	-0.06466	typical (middle 50%)
chr7	17689993	17690739	0.55932	0.14309	0.84035	-0.0411	typical (middle 50%)
chr7	17706699	17707199	0.1978	0.02691	0.75157	0.0847	typical (middle 50%)
chr7	17769110	17770261	0.11985	0.05397	1.32814	0.3552	other
chr7	17786199	17787576	0.1598	0.07041	1.17622	0.2936	other
chr7	17806602	17807102	0.43848	0.15147	0.42864	-0.11083	typical (middle 50%)
chr7	17807135	17807635	0.83701	0.26901	2.52664	0.30454	other
chr7	17860974	17862276	1.07182	0.08201	0.83461	-0.38213	other
chr7	17862555	17864203	1.2375	0.15468	1.78262	-0.13466	typical (middle 50%)
chr7	17898246	17899357	0.31667	0.10262	0.80213	0.07893	typical (middle 50%)
chr7	17899576	17901761	0.63726	0.08505	1.42547	0.02995	typical (middle 50%)
chr7	17912332	17913699	0.39657	0.06967	1.12113	0.09118	typical (middle 50%)
chr7	17934055	17934757	0.03995	0.21229	1.2414	0.54553	other
chr7	17939189	17940785	32.33023	5.45271	21.11033	0.17565	typical (middle 50%)
chr7	17940796	17941296	3.42011	1.63404	3.54915	0.31535	other
chr7	17961931	17962431	0.23775	0.07842	0.29541	-0.08704	typical (middle 50%)
chr7	17962561	17963271	0.31961	0.07518	0.64051	-0.00701	typical (middle 50%)
chr7	17988810	17989976	0.47941	0.12242	1.48113	0.17931	typical (middle 50%)
chr7	17991997	17993132	0.6353	0.06902	1.43776	0.0194	typical (middle 50%)
chr7	18000163	18002277	6.66865	0.60747	4.65025	-0.5945	other
chr7	18026895	18028113	0.23873	0.09975	0.74266	0.11645	typical (middle 50%)
chr7	18036782	18038068	0.43652	0.0758	1.67848	0.21397	typical (middle 50%)
chr7	18038758	18039491	0.91397	0.14027	0.7967	-0.26345	other
chr7	18045130	18047148	0.71422	0.11278	2.246	0.19071	typical (middle 50%)
chr7	18064195	18065063	0.1598	0.07557	1.38619	0.35577	other
chr7	18085844	18087436	0.43652	0.11002	3.84504	0.61438	other
chr7	18087644	18088144	0.1598	0.07113	0.70595	0.14265	typical (middle 50%)
chr7	18123466	18124308	0.63334	0.15668	1.07778	-9e-05	typical (middle 50%)
chr7	18127862	18128800	0.11985	0.07722	0.5746	0.13348	typical (middle 50%)
chr7	18144119	18145652	0.43652	0.11902	1.2019	0.13134	typical (middle 50%)
chr7	18174878	18175378	2.22256	0.23498	2.60551	-0.27091	other
chr7	18177068	18178643	47.75701	3.6138	14.24298	-0.7718	other
chr7	18178983	18179483	7.46767	0.45052	1.53822	-1.2947	other
chr7	18189112	18190228	0.11985	0.05857	0.73304	0.17573	typical (middle 50%)
chr7	18200640	18201790	0.67525	0.13706	1.74664	0.13126	typical (middle 50%)
chr7	18201849	18202349	0.23775	0.12431	0.40393	0.00473	typical (middle 50%)
chr7	18203256	18204254	0.31569	0.11984	0.70861	0.06199	typical (middle 50%)
chr7	18210985	18212105	0.67623	0.12665	0.82639	-0.13262	typical (middle 50%)
chr7	18220313	18222326	0.43848	0.09619	1.40442	0.16416	typical (middle 50%)
chr7	18226133	18227237	0.39755	0.111	0.89473	0.05809	typical (middle 50%)
chr7	18234441	18234941	0.43652	0.07218	0.67697	-0.08101	typical (middle 50%)
chr7	18288335	18289326	0.39853	0.08168	0.858	0.01846	typical (middle 50%)
chr7	18296611	18297313	0.63432	0.08777	0.5944	-0.22702	other
chr7	18320104	18321392	0.95392	0.10193	1.3415	-0.15338	typical (middle 50%)
chr7	18345615	18346115	0.0799	0.02243	0.62994	0.13912	typical (middle 50%)
chr7	18352251	18352966	0.07892	0.047	0.58921	0.14802	typical (middle 50%)
chr7	18495459	18495959	0.0799	0.02455	0.12289	-0.09087	typical (middle 50%)
chr7	19106312	19108800	0.63628	0.06487	1.69211	0.07672	typical (middle 50%)
chr7	19115953	19118243	0.43456	0.01833	1.66256	0.15672	typical (middle 50%)
chr7	19145171	19145671	0.0	0.02438	0.09967	-0.02718	typical (middle 50%)
chr7	19664721	19665840	0.0799	0.06999	0.72986	0.22164	typical (middle 50%)
chr7	19708345	19709674	9.79145	0.88813	7.12649	-0.54887	other
chr7	19713613	19714361	0.0	0.0312	0.60282	0.21408	typical (middle 50%)
chr7	19772531	19773031	0.03995	0.03512	0.31866	0.05717	typical (middle 50%)
chr7	20114387	20114887	0.15882	0.0547	0.84752	0.17768	typical (middle 50%)
chr7	20158389	20159130	0.27966	0.06564	0.89382	0.10424	typical (middle 50%)
chr7	20172669	20173169	0.0799	0.05672	1.16923	0.3501	other
chr7	20187468	20189255	0.83701	0.12093	1.34161	-0.07456	typical (middle 50%)
chr7	20189509	20190258	0.59436	0.11712	0.66426	-0.14893	typical (middle 50%)
chr7	20190834	20191536	0.31961	0.10489	0.73222	0.05412	typical (middle 50%)
chr7	20198686	20199186	0.35662	0.22197	0.42342	0.00491	typical (middle 50%)
chr7	20199301	20199801	2.18456	0.54953	2.44787	-0.05999	typical (middle 50%)
chr7	20200353	20202102	2.42623	0.2104	2.22421	-0.4219	other
chr7	20212177	20212677	2.70099	0.28733	1.29899	-0.64805	other
chr7	20214744	20215574	12.90371	0.99617	4.87778	-0.94836	other
chr7	20216880	20218070	11.34856	0.97326	9.55447	-0.47675	other
chr7	20219355	20220333	62.57638	7.57871	16.13186	-0.34421	other
chr7	20220412	20220912	23.25523	1.57896	2.21669	-1.62409	under-predicted 1%
chr7	20225547	20226315	0.95392	0.11434	0.79329	-0.3083	other
chr7	20229206	20230292	0.75417	0.10675	0.77677	-0.21305	other
chr7	20237322	20239085	7.07698	0.33008	4.32179	-0.8731	other
chr7	20246522	20247958	0.91103	0.0708	0.69672	-0.36043	other
chr7	20260771	20262173	0.83505	0.09096	0.71253	-0.29543	other
chr7	20264561	20265317	0.51446	0.07405	0.71808	-0.11702	typical (middle 50%)
chr7	20268713	20269499	0.43652	0.07375	0.62139	-0.10054	typical (middle 50%)
chr7	20270292	20271248	0.91201	0.09099	0.85632	-0.28628	other
chr7	20273905	20274842	0.51544	0.09611	0.63492	-0.12823	typical (middle 50%)
chr7	20279964	20281347	0.91299	0.17592	1.53572	-0.0176	typical (middle 50%)
chr7	20282902	20283832	0.3576	0.11361	0.73379	0.03416	typical (middle 50%)
chr7	20299058	20300476	0.79314	0.1115	1.37606	-0.04974	typical (middle 50%)
chr7	20300855	20302032	0.59534	0.10775	0.80964	-0.10582	typical (middle 50%)
chr7	20306408	20307143	1.78996	0.39241	1.49234	-0.23672	other
chr7	20311385	20311885	0.15784	0.0734	0.68041	0.13707	typical (middle 50%)
chr7	20329581	20331351	2.62207	0.45955	9.45452	0.44226	other
chr7	20439548	20441400	0.71912	0.06404	1.73818	0.03712	typical (middle 50%)
chr7	20559322	20561033	0.47843	0.17821	6.32419	0.90259	other
chr7	20582154	20583369	0.23971	0.1244	0.75184	0.1411	typical (middle 50%)
chr7	20583527	20584810	0.19878	0.07265	0.86077	0.16512	typical (middle 50%)
chr7	20598220	20599548	0.51642	0.07737	1.35292	0.08059	typical (middle 50%)
chr7	20647092	20647592	0.07892	0.01916	0.0683	-0.12628	typical (middle 50%)
chr7	20648134	20648634	0.03995	0.0208	0.74443	0.2175	typical (middle 50%)
chr7	20689266	20690205	0.2777	0.05846	0.8182	0.07363	typical (middle 50%)
chr7	20698447	20699215	1.62231	0.10858	1.05173	-0.52385	other
chr7	20700340	20701281	2.69511	0.19306	1.33061	-0.714	other
chr7	20703124	20703624	0.03995	0.07858	0.52431	0.18855	typical (middle 50%)
chr7	20716731	20717914	0.39657	0.07803	1.13554	0.10317	typical (middle 50%)
chr7	20777689	20778808	0.03995	0.02606	2.06726	0.57409	other
chr7	20786273	20787493	9.21473	1.51442	8.68895	-0.09798	typical (middle 50%)
chr7	20790761	20791474	0.35858	0.06772	1.26369	0.15744	typical (middle 50%)
chr7	20797311	20798707	2.61815	0.52766	14.28144	0.72535	other
chr7	20798710	20799210	0.11985	0.31312	1.21209	0.5432	other
chr7	20813139	20813952	0.23873	0.11133	0.5757	0.06421	typical (middle 50%)
chr7	20814908	20815858	0.39755	0.09365	1.01149	0.07959	typical (middle 50%)
chr7	20817325	20818789	0.11887	0.05716	0.77357	0.18967	typical (middle 50%)
chr7	20834633	20836836	3.56423	0.29071	3.60283	-0.42276	other
chr7	21253705	21254763	0.23677	0.03682	1.27662	0.22556	typical (middle 50%)
chr7	21261223	21262613	0.55539	0.21031	1.98772	0.32032	other
chr7	21329551	21331230	0.31961	0.03547	1.31318	0.16934	typical (middle 50%)
chr7	21355050	21356562	2.73604	0.47316	3.0556	-0.16914	typical (middle 50%)
chr7	21357131	21358127	1.5902	0.36933	1.39798	-0.20318	other
chr7	21361123	21362178	0.39559	0.11902	1.07754	0.12404	typical (middle 50%)
chr7	21409209	21409709	0.0	0.05987	0.50517	0.20236	typical (middle 50%)
chr7	21413476	21414221	0.1978	0.15637	1.06998	0.30745	other
chr7	21414263	21415192	0.39951	0.13425	1.22683	0.17797	typical (middle 50%)
chr7	21426564	21428558	17.00961	3.23334	51.96762	0.91376	other
chr7	21450549	21451874	0.59534	0.10935	0.901	-0.07371	typical (middle 50%)
chr7	21469354	21470714	0.71324	0.12881	1.10034	-0.06552	typical (middle 50%)
chr7	21507146	21508291	0.75319	0.05943	1.40912	-0.06658	typical (middle 50%)
chr7	21542741	21543819	0.0799	0.02068	1.87312	0.49042	other
chr7	21550800	21551558	0.19976	0.03868	0.63708	0.05237	typical (middle 50%)
chr7	21767249	21767749	0.23971	0.03262	1.41002	0.25459	other
chr7	21771870	21772370	0.31765	0.1165	1.05658	0.17295	typical (middle 50%)
chr7	21945323	21946411	0.91201	0.02865	2.24126	0.00199	typical (middle 50%)
chr7	21949065	21949905	0.43554	0.08467	0.60749	-0.0951	typical (middle 50%)
chr7	22001096	22001794	0.03995	0.03828	0.61069	0.1848	typical (middle 50%)
chr7	22082561	22084072	1.3924	0.15736	6.04423	0.37914	other
chr7	22093990	22095658	1.0728	0.151	1.99782	-0.015	typical (middle 50%)
chr7	22103208	22104390	0.4375	0.04934	1.78479	0.21262	typical (middle 50%)
chr7	22109181	22110705	0.6353	0.09992	3.63582	0.44816	other
chr7	22121681	22123526	4.44609	0.22712	2.93317	-0.74784	other
chr7	22156171	22157058	1.91275	0.15126	0.70337	-0.70699	other
chr7	22173805	22175226	5.80835	0.31009	2.0024	-1.07383	other
chr7	22295901	22297368	0.87696	0.07732	0.84583	-0.28391	other
chr7	22301760	22303286	7.3059	0.30977	2.87877	-1.11341	other
chr7	22319990	22320990	1.38848	0.09357	0.68797	-0.56562	other
chr7	22324497	22324997	0.0	0.07697	0.24222	0.0988	typical (middle 50%)
chr7	22325043	22325543	0.19976	0.05834	0.53244	0.02998	typical (middle 50%)
chr7	22329231	22330593	0.99388	0.22624	1.71946	0.02646	typical (middle 50%)
chr7	22350054	22351216	12.30249	0.66204	3.86797	-1.20473	other
chr7	22356664	22357164	0.0	0.00321	0.04911	-0.07737	typical (middle 50%)
chr7	22371154	22374346	6.54977	0.13695	3.33498	-1.09021	other
chr7	22402703	22404161	2.10662	0.09367	1.02484	-0.71509	other
chr7	22417799	22418889	1.07182	0.08823	0.72432	-0.41502	other
chr7	22433017	22433758	3.74364	0.60418	0.84504	-0.81319	other
chr7	22433887	22434387	5.5005	0.48181	2.10566	-0.88333	other
chr7	22442144	22443246	1.47231	0.12226	0.94277	-0.48666	other
chr7	22443373	22444572	1.19069	0.1409	1.80152	-0.1213	typical (middle 50%)
chr7	22452163	22453315	1.39633	0.06899	2.42576	-0.15085	typical (middle 50%)
chr7	22460319	22461036	0.47647	0.04929	0.63152	-0.14714	typical (middle 50%)
chr7	22476748	22477248	0.71814	0.12914	0.8625	-0.14292	typical (middle 50%)
chr7	22488566	22489945	0.71716	0.09754	1.87312	0.09922	typical (middle 50%)
chr7	22497909	22500748	7.90517	0.81884	12.0216	-0.10052	typical (middle 50%)
chr7	22501271	22501771	0.15882	0.13767	0.90723	0.27322	other
chr7	22504494	22504994	0.11887	0.04367	0.80011	0.18607	typical (middle 50%)
chr7	22506701	22507957	0.23775	0.05918	0.73657	0.07748	typical (middle 50%)
chr7	22523440	22525427	0.39853	0.08907	2.34099	0.39067	other
chr7	22559777	22560568	0.71226	0.04905	3.12042	0.28142	other
chr7	22561815	22562315	0.31863	0.16408	1.10498	0.22842	other
chr7	22562633	22564373	4.44609	0.90353	6.47323	0.09093	typical (middle 50%)
chr7	22564611	22565876	2.66594	0.45414	3.58065	-0.08738	typical (middle 50%)
chr7	22582804	22584597	1.62623	0.14535	1.50439	-0.36856	other
chr7	22586323	22587231	0.47745	0.04473	1.26426	0.05195	typical (middle 50%)
chr7	22597891	22599304	1.03383	0.20123	1.27092	-0.12624	typical (middle 50%)
chr7	22629985	22630485	0.15882	0.06181	0.53259	0.06802	typical (middle 50%)
chr7	22647044	22647887	2.27133	0.17135	0.88316	-0.7433	other
chr7	22648210	22649100	2.82182	0.10751	0.64323	-1.03975	other
chr7	22659879	22660541	1.31348	0.15335	0.93037	-0.39693	other
chr7	22660674	22661453	1.22672	0.09625	1.94151	-0.14717	typical (middle 50%)
chr7	22664652	22665845	7.19389	0.28284	3.83404	-0.98349	other
chr7	22666460	22668477	13.09073	0.67174	6.3188	-1.00254	other
chr7	22672848	22673348	1.30956	0.19884	1.14521	-0.29083	other
chr7	22673725	22674437	0.91103	0.16611	0.89261	-0.20712	other
chr7	22675446	22676273	1.3924	0.28412	1.77087	-0.09798	typical (middle 50%)
chr7	22678342	22678842	1.50344	0.25518	1.04249	-0.35607	other
chr7	22680158	22683206	40.60256	1.39162	11.9636	-1.37106	under-predicted 1%
chr7	22683336	22683836	1.51226	0.2518	1.07821	-0.35149	other
chr7	22689574	22690597	1.14878	0.12142	0.99928	-0.32931	other
chr7	22694560	22695307	2.61716	0.44607	1.67485	-0.41455	other
chr7	22695442	22697398	10.54268	0.91224	9.16968	-0.46381	other
chr7	22700624	22701124	1.66716	0.62485	2.72675	0.21322	typical (middle 50%)
chr7	22701717	22703919	12.45739	0.32919	6.80296	-1.14596	other
chr7	22703964	22704464	9.13777	0.8266	1.20006	-1.33322	under-predicted 1%
chr7	22708538	22710273	13.31597	0.53753	3.83476	-1.36029	under-predicted 1%
chr7	22712233	22713382	0.875	0.14018	1.513	-0.03401	typical (middle 50%)
chr7	22717443	22718775	4.44609	0.35606	4.23772	-0.46955	other
chr7	22725326	22726198	4.64193	0.47961	2.96612	-0.59087	other
chr7	22726335	22727891	5.08139	0.88831	10.16725	0.22269	typical (middle 50%)
chr7	22728393	22728893	0.6353	0.09474	1.16237	-0.03147	typical (middle 50%)
chr7	22757620	22759000	1.03383	0.07689	0.81529	-0.37497	other
chr7	22764628	22766416	0.43848	0.0707	1.04229	0.03898	typical (middle 50%)
chr7	22771749	22772249	0.31863	0.07879	0.71946	0.02635	typical (middle 50%)
chr7	22781165	22783055	1.07378	0.10458	2.82204	0.09463	typical (middle 50%)
chr7	22806471	22807603	0.27868	0.09946	0.75525	0.08893	typical (middle 50%)
chr7	22807883	22808590	0.27966	0.07171	0.61876	0.01218	typical (middle 50%)
chr7	22819392	22819892	1.90393	0.25183	1.51467	-0.37763	other
chr7	22820197	22823102	27.10817	0.67203	17.92152	-1.10139	other
chr7	22827502	22828002	0.23775	0.15547	1.08876	0.27948	other
chr7	22829620	22830490	0.79216	0.11846	0.75282	-0.2324	other
chr7	22853634	22856278	44.96068	2.73357	21.56323	-0.68018	other
chr7	22858978	22859733	2.53922	0.40302	1.87718	-0.37759	other
chr7	22860241	22861424	3.25344	0.2034	2.49271	-0.59415	other
chr7	22864985	22865485	0.23971	0.06734	0.58446	0.02648	typical (middle 50%)
chr7	22871974	22872947	0.51544	0.09628	0.80296	-0.06715	typical (middle 50%)
chr7	22874558	22875909	0.31863	0.0796	0.77902	0.04831	typical (middle 50%)
chr7	22882461	22883827	0.31667	0.06464	0.81666	0.04888	typical (middle 50%)
chr7	22896884	22897704	0.03995	0.12829	1.13779	0.44424	other
chr7	22920611	22921111	0.11887	0.05218	0.62212	0.12935	typical (middle 50%)
chr7	22934109	22935971	0.47843	0.08844	1.10972	0.04825	typical (middle 50%)
chr7	22951886	22953471	0.5174	0.19311	1.53168	0.22759	other
chr7	22993455	22995513	1.30858	0.11388	1.99358	-0.15639	typical (middle 50%)
chr7	22995558	22996914	0.23775	0.05994	0.84389	0.11554	typical (middle 50%)
