chr	center	observed_log	atac_pred_log	true_residual	class	sequence5p_residual	multimodal5p_residual	residual_sequence_residual	residual_multimodal_residual	residual_atac_residual
chr8	30912366	1.0986123	2.985546	-1.8869338	accessible_not_acetylated	0.67242193	-2.0215924	-1.5205965	-2.0479617	-0.009085417
chr10	1499216	0.6931472	2.579904	-1.8867569	accessible_not_acetylated	-1.0648336	-1.848662	-3.7295935	-3.1530359	0.005949974
chr20	13930537	0.0	1.8866911	-1.8866911	accessible_not_acetylated	1.2972243	0.5745597	0.44911456	0.2924137	0.009351015
chr6	56247580	0.0	1.8856844	-1.8856844	accessible_not_acetylated	0.4626683	-0.501578	-0.5271151	-0.51571834	-0.009893179
chr8	113616103	0.6931472	2.578212	-1.8850648	accessible_not_acetylated	-0.30811524	-0.53274465	0.05782032	-0.2174933	0.006187916
chr22	44625419	0.0	1.8844645	-1.8844645	accessible_not_acetylated	-0.23078823	-1.00932	-0.78986585	-0.85004807	-0.0068854094
chr17	7023049	2.5649493	4.4492607	-1.8843114	accessible_not_acetylated	-0.3180027	-0.5398817	-0.52954435	-0.59544396	-0.049628258
chr17	78329608	0.6931472	2.577057	-1.8839097	accessible_not_acetylated	0.835073	-0.3209629	-0.019440413	0.4486513	-0.042408466
chr8	143136264	0.0	1.8833575	-1.8833575	accessible_not_acetylated	0.50306416	0.5648434	-0.08541536	0.06650412	0.0105685
chr8	37966666	0.0	1.8831272	-1.8831272	accessible_not_acetylated	-0.21591973	-0.7912414	-0.59664214	-0.26924682	0.01456511
chr12	122040898	0.0	1.8830822	-1.8830822	accessible_not_acetylated	1.2199202	-0.48095477	0.14294076	-0.24083996	-0.007108927
chr18	44637652	1.3862944	3.2687743	-1.8824799	accessible_not_acetylated	-1.0034716	-0.46093988	-0.054279566	-0.08162832	0.001294136
chr7	18469235	0.0	1.8821084	-1.8821084	accessible_not_acetylated	0.15522957	0.16838479	-0.123347044	-0.3782003	-0.017977953
chr12	68831535	0.6931472	2.575048	-1.8819008	accessible_not_acetylated	0.018295765	0.52956223	0.19687986	0.4659369	-0.043846607
chr6	53244786	2.0794415	3.961029	-1.8815875	accessible_not_acetylated	-0.23487115	0.94301176	0.5791087	0.4792738	-0.069324255
chr22	38766314	0.0	1.8811809	-1.8811809	accessible_not_acetylated	0.3948151	-0.7287868	-0.084546804	-0.5792967	-0.013654947
chr6	159217805	0.0	1.8809544	-1.8809544	accessible_not_acetylated	0.956457	-0.6644125	0.044179082	-0.43120575	-0.03215599
chr6	34462696	0.0	1.8809025	-1.8809025	accessible_not_acetylated	0.6610565	-0.43023276	-0.29515636	-0.09238565	-0.014238596
chr17	75525665	2.5649493	4.4455795	-1.8806303	accessible_not_acetylated	-0.8185525	-1.0974293	-1.06181	-1.1683202	-0.06457615
chr10	34732938	1.0986123	2.9785767	-1.8799644	accessible_not_acetylated	-0.7808807	-0.57149386	0.08121872	0.55728483	-0.0021409988
chr12	75970495	0.0	1.8797611	-1.8797611	accessible_not_acetylated	0.52478826	-0.18842542	0.22105443	0.14635623	-0.0034766197
chr6	44252970	1.609438	3.488768	-1.8793302	accessible_not_acetylated	-1.5322831	0.13772845	-0.34532213	-0.047355175	-0.03839612
chr12	58470470	1.0986123	2.9775293	-1.878917	accessible_not_acetylated	-0.18261123	-0.7663801	-0.1866312	-0.15234709	-0.056893826
chr6	154684317	1.3862944	3.2647462	-1.8784518	accessible_not_acetylated	0.38598847	0.4965248	0.6584697	0.64881134	-0.040569067
chr17	38572944	0.6931472	2.570973	-1.8778257	accessible_not_acetylated	-1.0462749	-1.7562535	-0.9218246	-1.5746411	-0.027663946
chr6	28802766	0.0	1.8770342	-1.8770342	accessible_not_acetylated	1.9056985	0.17814875	0.09175849	-0.13206375	-0.033135414
chr7	20344068	0.6931472	2.5700555	-1.8769083	accessible_not_acetylated	-0.34431815	-0.6828711	-0.062091827	-0.27959442	-0.014693975
chr22	45292056	0.0	1.8766161	-1.8766161	accessible_not_acetylated	1.1655513	0.60811746	-0.23381424	-0.35899448	-0.004971385
chr12	84508587	0.6931472	2.5697365	-1.8765893	accessible_not_acetylated	0.30136514	-0.26144385	0.14967465	0.1681943	-0.02760005
chr7	118372765	0.0	1.876226	-1.876226	accessible_not_acetylated	0.5266528	0.027161837	0.21363664	-0.002798915	-0.012123823
chr22	31140607	0.0	1.8759091	-1.8759091	accessible_not_acetylated	-0.19355679	-0.97779083	0.06241989	-0.65085506	-0.005594492
chr12	63302473	1.7917595	3.6676686	-1.8759091	accessible_not_acetylated	0.39149785	0.9587519	0.33638358	0.5173032	-0.06341481
chr12	15701764	2.3025851	4.178041	-1.8754559	accessible_not_acetylated	-0.88337207	-0.4153595	-0.045138836	-0.54758406	-0.07825279
chr18	80258698	0.0	1.8753829	-1.8753829	accessible_not_acetylated	-0.7368424	-0.57236314	-1.0364152	-0.4185599	-0.013550043
chr7	100604824	2.5649493	4.439919	-1.8749697	accessible_not_acetylated	-1.4822824	-1.6332741	-1.1391745	-1.1178486	0.00021886826
chr7	95431016	0.6931472	2.5680745	-1.8749273	accessible_not_acetylated	0.091783285	0.5699012	0.21934295	0.4323902	-0.009909868
chr8	28085708	0.0	1.8745761	-1.8745761	accessible_not_acetylated	0.51646805	0.028317332	0.4373026	0.490196	0.015210509
chr6	36559594	0.6931472	2.5676675	-1.8745203	accessible_not_acetylated	0.08920503	-0.42640138	0.12930584	-0.41715097	-0.037143946
chr18	40124307	1.3862944	3.260493	-1.8741987	accessible_not_acetylated	-1.4747877	-0.5571432	-0.13953519	-0.58551836	-0.0052165985
chr12	52090565	0.0	1.8738737	-1.8738737	accessible_not_acetylated	-0.24180317	-0.25358987	0.30891037	-0.07000315	-0.0010261536
chr7	81791991	0.6931472	2.5669222	-1.873775	accessible_not_acetylated	-0.24035287	-0.0972321	-0.12429762	-0.65926266	-0.013811827
chr10	121449587	2.1972246	4.0709186	-1.873694	accessible_not_acetylated	-0.8965373	-0.61377835	0.13978004	-0.42192078	-0.0017695427
chr18	50014608	0.0	1.8736086	-1.8736086	accessible_not_acetylated	0.51847935	-0.7307445	-0.21532273	-0.1776874	-0.0053150654
chr6	153131230	0.0	1.873571	-1.873571	accessible_not_acetylated	0.66258657	-1.1395591	-0.85528624	-1.1257391	-0.023973823
chr6	88166176	3.0910425	4.964087	-1.8730445	accessible_not_acetylated	-1.7652881	-0.8530154	-1.1272731	-0.444798	-0.06148672
chr10	123994786	0.6931472	2.5657632	-1.872616	accessible_not_acetylated	-0.68654907	-1.1676289	-0.75776684	-1.1576254	0.0011048317
chr17	76541015	0.0	1.8723981	-1.8723981	accessible_not_acetylated	0.38856792	-1.4145453	-0.61089087	-0.88578415	-0.04460299
chr7	129825484	2.3025851	4.1748676	-1.8722825	accessible_not_acetylated	-2.1903744	-0.13182116	-1.1051543	-0.4335301	-0.0013456345
chr21	45099075	0.0	1.8708744	-1.8708744	accessible_not_acetylated	0.6647365	0.113150835	0.011478186	-0.24205196	-0.0347358
chr22	44329739	1.0986123	2.9688559	-1.8702435	accessible_not_acetylated	0.72190213	-0.27455997	-0.16576004	0.21059203	-0.008094072
chr12	116885580	0.0	1.8699827	-1.8699827	accessible_not_acetylated	0.9131901	0.032058835	0.47354078	0.30179214	-0.012735248
chr10	75773744	1.0986123	2.9684558	-1.8698435	accessible_not_acetylated	-0.20416498	-0.36400867	0.09862733	0.011083841	-0.002534628
chr6	158704478	2.3978953	4.267729	-1.8698335	accessible_not_acetylated	-1.4478443	-0.39562392	-0.57515717	-0.11346769	-0.10139418
chr7	123534849	3.0910425	4.960657	-1.8696146	accessible_not_acetylated	-2.4292605	-0.5405226	-0.96174955	-0.31099653	-0.0016465187
chr7	123624873	0.0	1.8695176	-1.8695176	accessible_not_acetylated	-0.6978686	-0.3274026	-0.0067783594	0.035018206	-0.02561915
chr8	130051558	0.0	1.8694038	-1.8694038	accessible_not_acetylated	-0.2144208	-0.40069973	-0.13652992	-0.091350555	0.016013503
chr7	45153458	0.0	1.8689133	-1.8689133	accessible_not_acetylated	0.9796735	-0.026840568	0.03245437	-0.007843852	-0.008572936
chr8	143841076	1.7917595	3.6605935	-1.868834	accessible_not_acetylated	-2.514914	-2.0411205	-1.8750277	-1.6722736	-0.024726152
chr21	19461947	0.6931472	2.5619216	-1.8687744	accessible_not_acetylated	-0.5392966	-0.065467834	-0.44690228	-0.09202647	-0.033848524
chr10	69106954	2.1972246	4.0647225	-1.8674979	accessible_not_acetylated	-1.5201414	0.5416026	0.12118912	0.33544493	0.02088213
chr18	30500537	2.0794415	3.9466162	-1.8671746	accessible_not_acetylated	-0.8695476	-0.03176713	0.5573268	0.41600418	0.0068991184
chr20	58852863	0.0	1.8671408	-1.8671408	accessible_not_acetylated	1.3928888	-0.6643946	-0.41053295	-0.55865026	0.0032656193
chr12	49296873	1.0986123	2.9655125	-1.8669002	accessible_not_acetylated	-0.94871163	-2.3827925	-1.2237756	-2.1138246	-0.06644654
chr12	69885862	0.6931472	2.5599434	-1.8667963	accessible_not_acetylated	0.43414354	-0.017031431	0.29584527	-0.3132131	-0.03847289
chr12	3042747	0.6931472	2.559792	-1.8666449	accessible_not_acetylated	-0.54055357	-0.8968619	-0.27600813	-0.30358362	-0.030798197
chr6	122752779	1.609438	3.4757743	-1.8663363	accessible_not_acetylated	-1.0126665	-0.36085773	0.074332714	0.046917677	-0.032933235
chr10	77926588	1.7917595	3.6574876	-1.8657281	accessible_not_acetylated	-2.4507844	-1.4882741	-1.3516924	-1.5390675	0.01561141
chr12	75330141	2.1972246	4.0628967	-1.8656721	accessible_not_acetylated	-0.05135393	-0.2688949	0.34441185	0.23634386	-0.081711054
chr20	50439096	0.0	1.8654046	-1.8654046	accessible_not_acetylated	-0.27180815	-0.48599434	-0.23804891	-0.23079145	0.016189218
chr6	43275484	1.3862944	3.2516513	-1.8653569	accessible_not_acetylated	0.058410645	-0.57626605	-1.0212283	-1.2415733	-0.03369379
chr17	38558333	1.609438	3.4744072	-1.8649693	accessible_not_acetylated	-1.0234737	-1.1505396	-0.89646435	-0.9195039	-0.059734106
chr8	94641135	0.0	1.8649478	-1.8649478	accessible_not_acetylated	2.23519	-1.2329812	-0.81180596	-1.0736501	0.014989734
chr20	4169753	0.0	1.8646796	-1.8646796	accessible_not_acetylated	1.8312211	-0.33002853	-0.04526031	0.09890175	0.018796444
chr7	70788662	0.0	1.8646203	-1.8646203	accessible_not_acetylated	1.2193116	-0.13060105	0.06654894	0.07216358	-0.008027792
chr20	31995331	0.0	1.8643966	-1.8643966	accessible_not_acetylated	-0.8618134	-1.2141705	-0.99028295	-1.5568739	0.007959008
chr10	108360369	1.0986123	2.9628868	-1.8642745	accessible_not_acetylated	-1.7251006	-0.54646134	-0.25152826	-0.24567604	-0.0019025803
chr6	125750484	1.3862944	3.2504025	-1.8641081	accessible_not_acetylated	0.35182548	-0.373029	0.067341805	-0.070458174	-0.021268368
chr8	56029033	0.0	1.8639255	-1.8639255	accessible_not_acetylated	0.311409	-0.41213048	-0.13334227	0.4039302	-0.0022559166
chr8	126822657	0.0	1.8638029	-1.8638029	accessible_not_acetylated	-0.0626781	-0.20105898	-0.107351065	-0.049293518	0.01909995
chr10	27742403	0.6931472	2.5559533	-1.8628061	accessible_not_acetylated	2.2792609	-1.0789618	-0.5002785	-0.7235935	-0.009319544
chr12	57462786	2.3025851	4.1649575	-1.8623724	accessible_not_acetylated	-0.67394304	-0.50877786	-0.035478592	0.1859603	-0.07958698
chr20	12053658	0.0	1.861223	-1.861223	accessible_not_acetylated	0.32140064	0.30376124	0.38673234	0.47821164	0.015068889
chr20	32482798	0.6931472	2.5540771	-1.86093	accessible_not_acetylated	0.94790006	-1.4351153	-1.0363324	-1.6722666	0.0013933182
chr6	2899175	3.3672957	5.2274203	-1.8601246	accessible_not_acetylated	-3.1100867	-0.16727781	0.10099983	0.15827847	-0.070786
chr10	80383240	0.0	1.8595645	-1.8595645	accessible_not_acetylated	-0.2838012	-0.55715764	0.1588614	-0.04856658	-0.0071628094
chr6	138001952	0.0	1.8594923	-1.8594923	accessible_not_acetylated	0.3537035	-0.6596565	-0.46116078	-0.117121816	-0.022120476
chr10	48656218	2.6390574	4.498346	-1.8592885	accessible_not_acetylated	-3.0256028	-0.93453	-1.1610289	-0.57577085	-0.017281532
chr18	35409160	1.0986123	2.957897	-1.8592846	accessible_not_acetylated	-0.82660747	-0.7353194	-0.28614044	-0.54598284	0.0044486523
chr7	2509089	1.0986123	2.9577794	-1.8591671	accessible_not_acetylated	0.4656577	-0.592432	-0.8208823	-0.37819576	-0.0017323494
chr10	71712585	0.0	1.8587213	-1.8587213	accessible_not_acetylated	1.7387216	-0.36626124	0.15407705	0.12278414	-0.0020842552
chr6	149847719	0.0	1.8586904	-1.8586904	accessible_not_acetylated	-0.17848635	-0.33310902	-0.5340179	-0.15992558	-0.011763334
chr10	61498963	0.0	1.8577299	-1.8577299	accessible_not_acetylated	0.25198102	-0.105816245	0.12276697	-0.102565885	-0.01879859
chr10	3961001	0.0	1.8570356	-1.8570356	accessible_not_acetylated	0.5355966	-0.013677716	0.26611567	-0.029760242	-0.007842779
chr8	22848522	0.0	1.8569458	-1.8569458	accessible_not_acetylated	0.4987476	0.001375556	0.029061198	-0.21298432	0.0105496645
chr6	132964308	0.6931472	2.5500283	-1.8568811	accessible_not_acetylated	0.24296379	-0.28237295	-0.21862459	0.06374645	-0.020954847
chr6	75742441	0.0	1.8568234	-1.8568234	accessible_not_acetylated	0.25576806	0.08849239	0.0945102	0.26098418	-0.0050559044
chr10	34754880	2.0794415	3.936243	-1.8568015	accessible_not_acetylated	-1.374361	-0.85253334	0.07148981	-0.23171926	0.00479722
chr6	90730428	1.0986123	2.9553137	-1.8567014	accessible_not_acetylated	-0.85068274	-0.1408062	-0.013414621	-0.25845766	-0.042809248
chr22	19613411	0.0	1.8566366	-1.8566366	accessible_not_acetylated	0.8325819	0.5695001	0.041007757	0.6579808	-0.012839794
chr7	1412962	0.0	1.8565835	-1.8565835	accessible_not_acetylated	0.06041944	-1.1205138	-1.2888945	-1.4637823	-0.031507134
chr17	75753038	1.3862944	3.242751	-1.8564565	accessible_not_acetylated	-0.711328	-1.0567927	-0.5176432	-0.77336764	-0.054355383
chr8	100712153	0.6931472	2.549427	-1.8562799	accessible_not_acetylated	-0.44571638	0.12979698	-0.035393238	0.19370604	0.00016260147
chr6	84450183	0.0	1.856274	-1.856274	accessible_not_acetylated	0.83072984	-0.102006316	-0.20171118	-0.20759308	-0.040208697
chr17	7262945	0.0	1.8561727	-1.8561727	accessible_not_acetylated	2.9949608	-0.53646505	-0.27375948	-0.5532588	-0.01670909
chr7	2452122	1.9459102	3.8019056	-1.8559954	accessible_not_acetylated	-1.0987625	0.8981333	-0.13263226	0.28266382	-0.022204876
chr20	38645480	0.6931472	2.5489037	-1.8557565	accessible_not_acetylated	0.021377087	0.044553757	0.15996957	-0.20030713	-0.006150961
chr8	118107399	1.0986123	2.953549	-1.8549366	accessible_not_acetylated	-0.60524416	-0.6222768	-0.17137027	-0.11245036	-0.013921976
chr7	28443000	1.9459102	3.8005772	-1.854667	accessible_not_acetylated	-1.0696127	-1.0271363	-0.2481165	-0.533118	-0.009724379
chr10	127855228	0.6931472	2.5473733	-1.8542261	accessible_not_acetylated	0.5359185	0.091686726	-0.15842342	-0.09573984	-0.0010788441
chr20	2450232	0.0	1.8530409	-1.8530409	accessible_not_acetylated	-0.103517294	-0.14308584	-0.38725758	-0.1562097	0.008980632
chr22	19776153	0.6931472	2.5461364	-1.8529892	accessible_not_acetylated	-0.1049149	-0.5768807	-0.31645608	-0.27356267	-0.0070614815
chr6	53956286	0.0	1.8528779	-1.8528779	accessible_not_acetylated	0.012040377	-0.7487614	-0.27909184	-0.24557567	-0.033774614
chr7	133696266	1.0986123	2.9513698	-1.8527575	accessible_not_acetylated	-0.16359472	-0.5104215	-0.056962013	-0.46976256	-0.021680593
chr7	6516576	0.0	1.8523605	-1.8523605	accessible_not_acetylated	-0.32510233	-0.06574845	-0.043495417	-0.032705545	-0.03188622
chr10	49129455	0.0	1.8522062	-1.8522062	accessible_not_acetylated	-0.5448364	-0.079409	-0.074677706	0.070922494	-0.0051145554
chr17	7296559	0.6931472	2.5453277	-1.8521805	accessible_not_acetylated	-0.1754303	-0.9879117	0.07856941	-0.29618335	-0.0588305
chr10	98167359	0.6931472	2.5451438	-1.8519967	accessible_not_acetylated	0.25316954	0.09918952	0.33330798	0.14879847	-0.0025565624
chr20	45291046	0.0	1.850858	-1.850858	accessible_not_acetylated	1.6273706	-0.43206704	0.19335485	-0.09506643	-0.0036690235
chr8	115978474	1.9459102	3.7962112	-1.850301	accessible_not_acetylated	-0.9377799	-0.70688987	0.11363006	-0.039801598	-0.016359806
chr22	44684887	3.2580965	5.107831	-1.8497345	accessible_not_acetylated	-2.134571	-0.43182755	-0.17297792	-0.3274088	-0.025437832
chr20	11314363	0.0	1.8495898	-1.8495898	accessible_not_acetylated	0.5279956	0.1493479	0.28323317	0.27916503	0.011452913
chr7	45088894	0.6931472	2.5427089	-1.8495617	accessible_not_acetylated	-0.4416902	-1.609057	-1.066237	-1.6281822	-0.0035235882
chr7	95434946	2.7080503	4.5575104	-1.8494601	accessible_not_acetylated	-1.2304256	0.06749344	-0.09780693	-0.09895086	-0.0100541115
chr10	34527266	1.0986123	2.9464676	-1.8478553	accessible_not_acetylated	0.1301117	0.01851368	0.19209218	-0.008057356	0.0029463768
chr6	22887226	1.3862944	3.23414	-1.8478456	accessible_not_acetylated	-1.1868472	-0.31797338	-0.34558463	-0.36752462	-0.03929019
chr10	75905727	0.0	1.8478367	-1.8478367	accessible_not_acetylated	0.3513322	-0.14305472	0.01912117	-0.0649358	-0.015300512
chr6	4776148	2.8332133	4.680903	-1.8476896	accessible_not_acetylated	-2.131868	-1.2660885	-1.0928411	-0.96806836	-0.07229376
chr7	32292015	0.0	1.847639	-1.847639	accessible_not_acetylated	0.034821868	-0.22724736	0.1724354	-0.2969519	-0.014784813
chr12	98351234	1.609438	3.4561417	-1.8467038	accessible_not_acetylated	-0.21644235	0.35617828	0.18755269	0.2769835	-0.06429243
chr18	4205206	0.6931472	2.5397377	-1.8465905	accessible_not_acetylated	-0.4208951	0.31344414	0.038113832	-0.14690161	0.0020487309
chr6	73739284	0.0	1.8463099	-1.8463099	accessible_not_acetylated	0.65410686	-0.018481016	0.0453161	0.46502948	-0.04470229
chr6	109526992	0.0	1.8456576	-1.8456576	accessible_not_acetylated	0.95651364	-0.30802846	0.006162405	0.0827471	-0.039703608
chr6	28951001	0.0	1.8455396	-1.8455396	accessible_not_acetylated	1.0473666	0.33761668	-0.042991877	0.38657522	-0.019380927
chr12	32659412	0.6931472	2.5383582	-1.845211	accessible_not_acetylated	-0.9224808	-0.20312119	0.04197049	0.1389749	-0.04221344
chr12	62435825	1.3862944	3.231434	-1.8451397	accessible_not_acetylated	-0.16199923	-1.0479388	-0.37756085	-0.554085	-0.060096264
chr10	8052495	0.0	1.8451183	-1.8451183	accessible_not_acetylated	1.5825202	-0.091266155	-0.22116673	-0.25442135	-0.007440567
chr12	120960800	2.1972246	4.0420074	-1.8447828	accessible_not_acetylated	-1.5730758	-0.5572665	0.090512276	-0.2756548	-0.0583241
chr17	50270280	0.0	1.8447675	-1.8447675	accessible_not_acetylated	0.7118062	0.1543237	0.18250048	-0.34131062	-0.06244719
chr18	4231476	1.3862944	3.2310476	-1.8447533	accessible_not_acetylated	-1.7064894	0.040074587	-0.25202036	-0.20867157	-0.008836508
chr12	132477319	0.6931472	2.5377822	-1.844635	accessible_not_acetylated	0.04885173	-0.64898956	-0.6173427	-0.5949639	-0.051846266
chr8	89543100	1.0986123	2.941338	-1.8427258	accessible_not_acetylated	-0.25756574	-0.55366135	-0.047982216	-0.14782691	-0.013394833
chr17	66679056	1.0986123	2.9413137	-1.8427014	accessible_not_acetylated	-0.6310923	-0.22923183	-0.04053545	-0.056422234	-0.044557333
chr7	128841273	0.6931472	2.5355444	-1.8423972	accessible_not_acetylated	-0.8208308	-0.7713599	-0.661371	-0.86061454	-0.011248589
chr18	56532480	2.3978953	4.2391105	-1.8412151	accessible_not_acetylated	-1.3344877	-0.082294464	-0.0076856613	-0.069458485	-0.0027713776
chr17	40608389	1.0986123	2.9392269	-1.8406146	accessible_not_acetylated	-0.903883	-1.0763706	-0.114456415	-0.6345141	-0.0577991
chr7	20829150	0.0	1.8402618	-1.8402618	accessible_not_acetylated	0.39741862	-0.68905044	0.0046349764	-0.21219325	-0.013675928
chr10	27188584	0.0	1.8392346	-1.8392346	accessible_not_acetylated	-0.17012036	-0.12105942	-0.059340835	0.042889714	-0.0042185783
chr7	35537561	0.0	1.8380858	-1.8380858	accessible_not_acetylated	0.25338566	0.090755105	-0.8100662	-1.0370538	-0.021761775
chr12	53989332	0.6931472	2.530705	-1.8375578	accessible_not_acetylated	-0.21689129	-0.7038783	0.06408	-0.16556883	-0.05417776
chr12	63668574	1.0986123	2.9355838	-1.8369715	accessible_not_acetylated	-0.7298751	-1.2369539	-0.48702335	-1.2140336	-0.059987307
chr6	150143051	0.0	1.8364147	-1.8364147	accessible_not_acetylated	0.8657118	-1.2884073	-1.3958039	-1.697053	-0.0059007406
chr8	132918318	0.6931472	2.5285888	-1.8354416	accessible_not_acetylated	0.55826783	-0.37969255	-0.09714651	-0.5767764	-0.008348227
chr6	166751315	0.6931472	2.5285873	-1.8354402	accessible_not_acetylated	-0.32299566	-0.6769147	0.056331396	-0.3001089	-0.02752161
chr17	8744836	1.3862944	3.22172	-1.8354256	accessible_not_acetylated	0.19807053	-0.609622	0.21748471	-0.02420044	-0.05201888
chr12	72141539	1.0986123	2.932976	-1.8343637	accessible_not_acetylated	-0.6792233	-0.811501	-0.14358234	-0.1965599	-0.061976433
chr6	22195673	0.0	1.8339431	-1.8339431	accessible_not_acetylated	0.5741339	0.27096963	0.10303116	0.35939384	-0.009905815
chr10	117480269	1.0986123	2.93249	-1.8338778	accessible_not_acetylated	-0.740217	-0.4556799	-0.09294462	-0.30213547	0.0003077984
chr18	58044152	3.3672957	5.201165	-1.8338695	accessible_not_acetylated	-2.2478797	-1.5051026	-0.9556899	-1.1587372	0.0045628548
chr6	149923152	0.0	1.8309397	-1.8309397	accessible_not_acetylated	1.0240811	-0.76231897	-0.9322041	-0.864819	-0.01962006
chr6	98323563	0.0	1.8307095	-1.8307095	accessible_not_acetylated	0.94532824	-0.29268742	-0.09141278	0.02833271	-0.023365498
chr10	110512523	2.1972246	4.027788	-1.8305635	accessible_not_acetylated	-1.9935234	0.8156581	0.25576687	0.81920815	0.021876812
chr21	25580088	1.9459102	3.7762914	-1.8303812	accessible_not_acetylated	-2.2837973	0.67581415	0.30537415	0.30872726	-0.036621332
chr8	108071373	1.0986123	2.9287763	-1.830164	accessible_not_acetylated	-0.5487442	-0.09043312	-0.18210554	-0.58836675	-0.017037868
chr18	50560113	0.0	1.8299181	-1.8299181	accessible_not_acetylated	0.6398468	-1.5807025	-1.3174727	-1.4881805	-0.005207896
chr12	103840918	2.944439	4.773945	-1.8295059	accessible_not_acetylated	-2.9157536	-1.416187	-1.3284445	-1.5682468	-0.06114626
chr6	84569186	0.0	1.8294667	-1.8294667	accessible_not_acetylated	-0.05667591	-0.5855619	-0.0186733	0.25808322	-0.015512824
chr6	149963973	0.6931472	2.522058	-1.8289108	accessible_not_acetylated	0.38860798	-1.4241512	-0.62404895	-1.336802	-0.016136646
chr6	13533382	0.0	1.828848	-1.828848	accessible_not_acetylated	0.8771838	0.32684267	0.30066097	0.43701184	-0.0055223703
chr18	64099559	1.7917595	3.620211	-1.8284514	accessible_not_acetylated	-1.4532492	-0.39787817	0.06495261	-0.47160006	-0.0035479069
chr20	63028261	0.6931472	2.5212865	-1.8281393	accessible_not_acetylated	-0.5342021	-1.4808077	-1.0083339	-0.9545462	0.005722761
chr7	140640776	0.0	1.8279539	-1.8279539	accessible_not_acetylated	0.84019506	-1.3321917	-0.8141233	-0.9011612	-0.019859195
chr22	37045247	1.609438	3.4366393	-1.8272014	accessible_not_acetylated	0.42242622	0.27162743	0.4416287	0.08183622	-0.0076766014
chr8	108293524	1.609438	3.4363647	-1.8269267	accessible_not_acetylated	-1.0660625	0.42300558	0.2425592	0.007111311	-0.02056408
chr17	17295392	0.0	1.826401	-1.826401	accessible_not_acetylated	0.41410065	0.027854204	0.062071204	0.27829623	-0.011009574
chr17	49180515	0.0	1.8263162	-1.8263162	accessible_not_acetylated	1.3428024	0.12950456	0.14354157	0.27535594	-0.019898057
chr12	53486074	0.0	1.8258238	-1.8258238	accessible_not_acetylated	0.3862033	0.14445817	0.028727531	-0.20095348	-0.038261414
chr20	32483796	1.3862944	3.2119112	-1.8256168	accessible_not_acetylated	-1.2392282	-1.9678411	-1.3706119	-1.8752906	-0.01505971
chr8	135454056	0.0	1.8252587	-1.8252587	accessible_not_acetylated	0.31718183	0.090188265	0.034574747	0.18791056	0.011405468
chr7	72829369	3.637586	5.4622655	-1.8246794	accessible_not_acetylated	-1.0675378	0.11745119	0.47025633	0.17050982	-0.017111301
chr6	165707570	0.6931472	2.5177665	-1.8246193	accessible_not_acetylated	0.6539619	0.2351489	-0.1856122	-0.16466093	-0.031692028
chr10	71968137	1.0986123	2.9226758	-1.8240635	accessible_not_acetylated	-1.4490939	-0.9556805	-0.046542645	-0.19461083	-0.00628376
chr10	16519238	1.3862944	3.2101736	-1.8238792	accessible_not_acetylated	-0.3059175	-0.91123056	-0.6509423	-0.62355494	-0.002305746
chr17	49496594	0.0	1.8236797	-1.8236797	accessible_not_acetylated	0.55319405	-1.02054	-1.4102544	-2.1767879	-0.062616706
chr17	83081860	1.3862944	3.2099638	-1.8236694	accessible_not_acetylated	0.5105057	-1.0568681	-0.107923746	-0.61109495	-0.05226302
chr7	155809072	0.6931472	2.5167642	-1.823617	accessible_not_acetylated	1.2748129	-2.2350035	-0.686164	-2.1037278	-0.0019712448
chr20	63293185	0.0	1.8235629	-1.8235629	accessible_not_acetylated	-0.76791716	-1.117185	-0.9782546	-0.94213265	0.011965871
chr12	94102400	2.1972246	4.020774	-1.8235493	accessible_not_acetylated	-1.4321358	-0.5218477	-0.12584162	0.0957222	-0.070801735
chr20	63254540	0.0	1.8233953	-1.8233953	accessible_not_acetylated	0.46650767	-1.4426243	-1.1739218	-1.1914732	0.01608789
chr6	95410353	0.0	1.8231896	-1.8231896	accessible_not_acetylated	-0.07141185	-0.30781376	-0.08875775	-0.15153098	-0.022435427
chr8	126117395	1.3862944	3.2093754	-1.823081	accessible_not_acetylated	-0.45250273	-0.324893	0.13015008	-0.16218877	-0.011337757
chr8	118909555	0.0	1.8228071	-1.8228071	accessible_not_acetylated	0.4037869	-0.41660953	-0.095466375	-0.14269507	0.01199615
chr10	102406136	1.609438	3.431745	-1.8223071	accessible_not_acetylated	-1.0360193	0.5984411	-0.05630374	0.7319732	0.01599884
chr7	100091264	1.0986123	2.920507	-1.8218946	accessible_not_acetylated	-0.54072833	0.9793732	0.13909149	0.26396656	-0.00065517426
chr6	66478931	0.6931472	2.5148	-1.8216529	accessible_not_acetylated	-0.46320033	-1.0650773	-0.42978215	-0.36647344	-0.028104544
chr6	133921463	0.0	1.8215852	-1.8215852	accessible_not_acetylated	-0.008177042	-0.4852984	-0.40148723	-0.2459333	-0.057938337
chr6	70270644	1.0986123	2.91987	-1.8212576	accessible_not_acetylated	-1.061807	-0.5996797	-0.23215032	-0.42501855	-0.04971695
chr21	43369300	1.3862944	3.207213	-1.8209186	accessible_not_acetylated	-1.4071383	-0.94556403	-0.34920835	-0.48231792	-0.06432629
chr6	32642802	2.4849067	4.3057337	-1.820827	accessible_not_acetylated	-1.7437859	0.030284882	-0.11800194	0.22658491	-0.05789137
