chr	center	observed_log	atac_pred_log	true_residual	class	sequence5p_residual	multimodal5p_residual	residual5p_residual
chr10	11018063	0.6931472	2.262541	-1.5693939	accessible_not_acetylated	-0.17747855	-1.3589534	-1.068996
chr12	102769763	0.6931472	2.2614818	-1.5683346	accessible_not_acetylated	0.46152472	-0.11892462	-0.28364778
chr12	43695082	0.6931472	2.2613435	-1.5681963	accessible_not_acetylated	0.64276695	-0.01649046	-0.025342941
chr10	133329923	1.3862944	2.954355	-1.5680606	accessible_not_acetylated	-0.55046725	-1.0472785	-0.6749122
chr10	102869452	0.0	1.5679998	-1.5679998	accessible_not_acetylated	1.3588526	-0.63652444	-0.46674252
chr17	41773467	0.6931472	2.26111	-1.5679629	accessible_not_acetylated	0.6423633	-0.29741025	-0.35668373
chr10	55264102	0.0	1.5679445	-1.5679445	accessible_not_acetylated	0.6368041	-0.54303765	-0.0060636997
chr7	56327361	0.0	1.5676336	-1.5676336	accessible_not_acetylated	0.35935187	-0.13617182	-0.3493533
chr20	2693966	1.0986123	2.665822	-1.5672097	accessible_not_acetylated	-0.4667096	-1.7003258	-1.5011632
chr8	142510137	0.6931472	2.260072	-1.5669248	accessible_not_acetylated	0.2744031	-0.5007131	-0.8443612
chr8	66177642	1.609438	3.1760147	-1.5665767	accessible_not_acetylated	-1.0853724	-0.93851304	-0.75733376
chr10	17617600	2.3025851	3.8687127	-1.5661275	accessible_not_acetylated	-1.1659005	-0.6253772	-0.667578
chr6	168060641	0.6931472	2.2591445	-1.5659974	accessible_not_acetylated	0.10861182	-0.42778587	-0.5136167
chr12	57461716	3.637586	5.2034	-1.565814	accessible_not_acetylated	-0.39866972	0.19768143	-0.2745638
chr6	157685825	1.0986123	2.6641946	-1.5655823	accessible_not_acetylated	0.07414889	-0.43442106	-0.1251626
chr6	34142788	1.0986123	2.66393	-1.5653176	accessible_not_acetylated	0.4046781	-0.96309066	-0.4705422
chr6	38024544	0.0	1.5649767	-1.5649767	accessible_not_acetylated	0.54343796	-0.37071347	-0.21549892
chr8	138727594	1.0986123	2.6632507	-1.5646384	accessible_not_acetylated	-0.4713354	-0.41014552	-0.48191476
chr22	42510343	1.0986123	2.6632006	-1.5645883	accessible_not_acetylated	-0.058944702	-0.35729003	-0.23133397
chr7	144830276	1.0986123	2.6629221	-1.5643098	accessible_not_acetylated	-0.0077815056	-0.1229198	0.34940386
chr7	136869108	0.6931472	2.2573078	-1.5641606	accessible_not_acetylated	1.4923701	-0.58260775	-0.3761853
chr17	50184497	1.0986123	2.662513	-1.5639007	accessible_not_acetylated	-0.13784695	-0.78078556	-0.508229
chr6	99349843	1.609438	3.1730447	-1.5636067	accessible_not_acetylated	-0.5903404	-1.6006575	-1.1594429
chr8	119208370	0.0	1.5630167	-1.5630167	accessible_not_acetylated	1.5920429	-0.66558045	-0.713497
chr6	83709408	0.0	1.5625638	-1.5625638	accessible_not_acetylated	1.6560956	-0.67600656	-0.97309995
chr6	116667787	4.543295	6.105625	-1.5623302	accessible_not_acetylated	-3.7296085	-0.95763826	0.0503335
chr17	74834261	0.6931472	2.2546515	-1.5615044	accessible_not_acetylated	1.2346137	-0.40826964	-0.5758898
chr8	27468629	1.0986123	2.6596725	-1.5610602	accessible_not_acetylated	0.0056774616	-0.34574604	-0.04248476
chr17	8016859	1.0986123	2.6590047	-1.5603924	accessible_not_acetylated	0.3709178	-0.6292572	-0.3189671
chr17	38509542	2.0794415	3.639525	-1.5600834	accessible_not_acetylated	-0.975286	-0.16691494	-0.57530093
chr7	2511646	1.0986123	2.6585152	-1.5599029	accessible_not_acetylated	-0.3531654	-1.1094632	-0.75083673
chr6	69835891	0.0	1.5595965	-1.5595965	accessible_not_acetylated	1.4097259	-0.0017669201	-0.017162919
chr12	6444884	0.0	1.5594234	-1.5594234	accessible_not_acetylated	0.50842905	0.03344667	-0.29345775
chr18	48951992	3.1354942	4.6943674	-1.5588732	accessible_not_acetylated	-3.2756367	-1.1988957	-0.88780594
chr8	41466911	2.7725887	4.331203	-1.5586143	accessible_not_acetylated	-1.711626	0.21357298	0.07854986
chr22	15528158	0.0	1.5574222	-1.5574222	accessible_not_acetylated	0.6274595	-0.029061079	0.113896966
chr7	74033972	1.7917595	3.348643	-1.5568836	accessible_not_acetylated	-0.6108978	-1.1407642	-0.56389
chr20	31460529	1.0986123	2.6550078	-1.5563955	accessible_not_acetylated	-0.15261674	-0.5843117	-0.37758207
chr17	49972765	0.6931472	2.2494307	-1.5562835	accessible_not_acetylated	0.3511505	-1.0539606	-0.73964834
chr17	68205763	2.8903718	4.4459825	-1.5556107	accessible_not_acetylated	-1.419646	-1.2224612	-0.95082355
chr12	93979397	0.6931472	2.2486086	-1.5554614	accessible_not_acetylated	-0.615988	-0.16327047	-0.21276426
chr12	48970105	1.0986123	2.653987	-1.5553746	accessible_not_acetylated	-0.06483531	-1.4603395	-0.63943005
chr10	50885675	0.0	1.5550585	-1.5550585	accessible_not_acetylated	0.74540305	0.066132784	0.18156338
chr10	113680442	2.3978953	3.9528756	-1.5549803	accessible_not_acetylated	-0.12918234	-0.8938153	-0.19281316
chr8	132145078	0.0	1.5549073	-1.5549073	accessible_not_acetylated	0.33198345	-0.030576706	-0.17639375
chr18	63319911	2.3025851	3.8572018	-1.5546167	accessible_not_acetylated	-1.7869763	-1.03391	-0.8912513
chr7	158975955	2.7080503	4.262336	-1.5542855	accessible_not_acetylated	-2.9194756	-1.4255538	-1.0718977
chr10	102901603	0.0	1.5540752	-1.5540752	accessible_not_acetylated	0.24285114	-0.32815146	-0.1576631
chr17	36464107	1.0986123	2.6526785	-1.5540662	accessible_not_acetylated	0.5825057	-0.6879469	-0.6235187
chr10	102219628	0.0	1.5540528	-1.5540528	accessible_not_acetylated	-0.030225277	-0.4399755	-0.2651875
chr10	42952333	1.609438	3.16312	-1.5536821	accessible_not_acetylated	-0.82450986	-1.2705106	-0.6246064
chr8	27459451	0.6931472	2.246775	-1.5536277	accessible_not_acetylated	0.16014147	0.13520432	-0.097547054
chr7	101173850	2.3025851	3.8558888	-1.5533037	accessible_not_acetylated	-0.18755293	-0.75308037	-0.6223173
chr12	27550070	1.7917595	3.3447523	-1.5529928	accessible_not_acetylated	-0.538533	-0.18698025	-0.12527514
chr20	53586832	3.465736	5.0171175	-1.5513816	accessible_not_acetylated	-2.4379063	-0.6018505	-0.0066332817
chr12	26953672	2.944439	4.4958096	-1.5513706	accessible_not_acetylated	-2.009521	0.10695982	-0.08024788
chr7	33041833	2.7080503	4.2588506	-1.5508003	accessible_not_acetylated	-1.2609594	-0.02166748	-0.09908056
chr17	27087411	3.4965076	5.0468583	-1.5503507	accessible_not_acetylated	-3.1108131	-0.90737295	-0.3091154
chr6	70399184	4.1271343	5.676917	-1.5497828	accessible_not_acetylated	-1.8380837	0.18345833	1.1015806
chr8	6926076	0.0	1.5485109	-1.5485109	accessible_not_acetylated	1.321551	0.0051552057	0.011769414
chr7	100493711	2.0794415	3.6278129	-1.5483713	accessible_not_acetylated	-1.4006126	-1.0012288	-0.894763
chr17	76969199	0.6931472	2.2408326	-1.5476854	accessible_not_acetylated	0.8179383	-0.89550877	-0.79018116
chr20	24781577	0.0	1.547408	-1.547408	accessible_not_acetylated	0.66108644	-0.14002192	-0.441113
chr6	29004065	4.204693	2.7793028	1.42539	acetylated_beyond_accessibility	0.11161637	0.23303056	0.16355896
chr12	131784182	3.7841897	2.3587835	1.4254062	acetylated_beyond_accessibility	1.2886832	0.54362655	1.3389356
chr22	36328851	4.955827	3.5303888	1.4254384	acetylated_beyond_accessibility	0.70545626	-0.09835911	0.61965084
chr12	1439888	4.0073333	2.5818715	1.4254618	acetylated_beyond_accessibility	0.26500964	0.6597023	-0.062407732
chr6	43927509	6.363028	4.9375124	1.4255157	acetylated_beyond_accessibility	-1.8427918	0.3070464	0.06310654
chr6	51153062	4.0430512	2.6174328	1.4256184	acetylated_beyond_accessibility	0.38566422	0.7152803	0.37556505
chr8	964958	4.624973	3.1992605	1.4257123	acetylated_beyond_accessibility	-0.8634565	-0.47868562	-0.5870526
chr22	40899107	3.3322046	1.9064834	1.4257212	acetylated_beyond_accessibility	1.5924754	0.24537134	0.46843243
chr6	119147470	5.814131	4.3881145	1.4260163	acetylated_beyond_accessibility	-1.1210458	1.1254497	0.3897338
chr20	821278	3.713572	2.287442	1.42613	acetylated_beyond_accessibility	0.31383228	-0.32392	0.0107347965
chr6	28357191	4.882802	3.456472	1.4263301	acetylated_beyond_accessibility	1.049201	0.53856874	0.90546036
chr21	42464062	3.6109178	2.1844351	1.4264827	acetylated_beyond_accessibility	1.013155	0.15541506	0.08821058
chr20	30289950	4.94876	3.5219724	1.4267876	acetylated_beyond_accessibility	0.1452384	-0.7683749	-0.105746984
chr18	9681386	4.0775375	2.6505136	1.4270239	acetylated_beyond_accessibility	-0.8538048	0.20735765	0.0739944
chr10	104347353	4.6051702	3.17792	1.4272501	acetylated_beyond_accessibility	-0.34343982	0.468508	0.24309206
chr20	31712874	4.7004805	3.273229	1.4272516	acetylated_beyond_accessibility	-0.0036783218	0.5635443	0.2658403
chr18	62558503	2.9957323	1.5683577	1.4273746	acetylated_beyond_accessibility	0.8473544	-0.023360252	0.24990547
chr20	56434098	3.6109178	2.1831973	1.4277205	acetylated_beyond_accessibility	-0.17380357	-0.09983492	0.13357782
chr7	158835322	5.062595	3.634845	1.4277499	acetylated_beyond_accessibility	-0.3323326	0.38273835	0.42599702
chr12	48459454	3.2580965	1.8302941	1.4278023	acetylated_beyond_accessibility	1.6078792	0.611573	0.58864117
chr17	75849991	4.7004805	3.2720613	1.4284191	acetylated_beyond_accessibility	-0.7392659	0.09433222	-0.15416527
chr20	41055888	3.6888795	2.2603104	1.4285691	acetylated_beyond_accessibility	0.4970193	0.47387934	0.023089409
chr10	50327632	7.0166097	5.5877686	1.4288411	acetylated_beyond_accessibility	-3.008773	-0.43031693	0.011789799
chr12	48311496	3.5263605	2.0974863	1.4288743	acetylated_beyond_accessibility	0.1491077	0.6746495	0.17011094
chr7	50360446	6.0185933	4.5896053	1.428988	acetylated_beyond_accessibility	-0.9594841	-0.12883139	0.5127692
chr12	14837081	2.944439	1.5154473	1.4289917	acetylated_beyond_accessibility	0.7593337	0.34896648	0.30584252
chr6	44012306	3.8066626	2.3775685	1.4290941	acetylated_beyond_accessibility	0.75710464	0.65139556	0.501235
chr6	29815241	4.1431346	2.7140126	1.429122	acetylated_beyond_accessibility	0.381629	0.2429285	-0.0056459904
chr17	28763907	3.7612002	2.3318548	1.4293454	acetylated_beyond_accessibility	0.114959955	0.22415471	-0.035106897
chr8	102547310	4.644391	3.2145875	1.4298036	acetylated_beyond_accessibility	-0.65242696	0.32061005	0.041160822
chr7	22348583	3.4339871	2.003746	1.4302411	acetylated_beyond_accessibility	0.22288847	0.5376587	0.5782466
chr20	47605791	4.564348	3.1337724	1.4305758	acetylated_beyond_accessibility	-0.6431377	0.5824053	0.21646905
chr7	113141179	4.204693	2.7740178	1.430675	acetylated_beyond_accessibility	-0.2691183	0.173388	0.05873823
chr12	50841009	2.7725887	1.3415383	1.4310504	acetylated_beyond_accessibility	1.8584322	0.48687243	0.81798303
chr7	124929796	5.8998976	4.4687834	1.4311142	acetylated_beyond_accessibility	1.0134568	0.7607641	0.5917072
chr8	124651554	6.2304816	4.799283	1.4311986	acetylated_beyond_accessibility	-1.778111	1.275754	0.45521307
chr22	50306108	3.9318256	2.5005102	1.4313154	acetylated_beyond_accessibility	1.0223751	-0.6138711	-0.5282428
chr7	135939507	5.521461	4.0898004	1.4316607	acetylated_beyond_accessibility	-0.5505495	0.912601	0.22285795
chr18	76477100	3.6635616	2.231692	1.4318695	acetylated_beyond_accessibility	3.5359848	1.2131786	1.6086395
chr6	27837210	7.3132205	5.8813167	1.4319038	acetylated_beyond_accessibility	-2.1200693	-0.025429726	0.099378586
chr7	39720989	4.912655	3.4806917	1.4319632	acetylated_beyond_accessibility	-0.7294221	0.5182998	0.120039225
chr6	34277503	4.983607	3.5512784	1.4323285	acetylated_beyond_accessibility	-0.42332172	0.7534888	0.31955886
chr12	11159244	3.871201	2.438809	1.4323921	acetylated_beyond_accessibility	0.20200968	0.4807706	0.122986555
chr12	64639032	3.583519	2.1510649	1.4324541	acetylated_beyond_accessibility	1.3173654	1.1899042	0.5635743
chr20	3208714	4.8675346	3.4347105	1.4328241	acetylated_beyond_accessibility	0.6491933	0.42086315	0.28384542
chr21	29647509	5.9107966	4.4778237	1.4329729	acetylated_beyond_accessibility	-1.599478	0.22212505	0.35276222
chr12	6746796	4.2195077	2.786365	1.4331427	acetylated_beyond_accessibility	1.6039052	0.4688673	0.8421917
chr7	50338852	5.6629605	4.2297854	1.4331751	acetylated_beyond_accessibility	0.40414906	0.37818766	0.26601553
chr20	29031750	3.988984	2.555353	1.4336312	acetylated_beyond_accessibility	1.3457623	0.37512302	1.1287773
chr22	39833056	6.0185933	4.5842566	1.4343367	acetylated_beyond_accessibility	-1.409822	0.2406969	0.21484518
chr12	31733868	5.293305	3.858635	1.43467	acetylated_beyond_accessibility	0.2925954	1.5882359	0.85187674
chr7	22167136	3.4965076	2.0618205	1.4346871	acetylated_beyond_accessibility	0.7442455	0.109556675	0.15313888
chr6	16320201	5.918894	4.483978	1.434916	acetylated_beyond_accessibility	-0.8228071	0.5775299	0.24734831
chr7	22682301	6.052089	4.6167097	1.4353795	acetylated_beyond_accessibility	-1.0283158	0.43021536	0.20142317
chr17	69101619	4.465908	3.0301876	1.4357204	acetylated_beyond_accessibility	-0.24687982	0.17118216	-0.076444626
chr6	13276217	5.888878	4.453133	1.4357448	acetylated_beyond_accessibility	-1.1721823	-0.09262085	0.13316107
chr6	33418291	6.517671	5.081457	1.436214	acetylated_beyond_accessibility	-0.10664415	1.0690022	0.43938208
chr8	38166898	4.060443	2.6238163	1.4366267	acetylated_beyond_accessibility	0.26566625	0.44329023	0.4183755
chr17	17418582	4.304065	2.8667252	1.43734	acetylated_beyond_accessibility	0.51122594	0.1761086	0.21238661
chr8	98306409	5.9454207	4.507851	1.4375696	acetylated_beyond_accessibility	-1.812247	0.9262953	-0.014597416
chr20	47400851	3.1354942	1.697859	1.4376352	acetylated_beyond_accessibility	1.144423	0.037646532	-0.012017012
chr6	129490898	4.1108737	2.6724923	1.4383814	acetylated_beyond_accessibility	2.3007848	1.4250047	0.7172959
chr17	32141492	5.214936	3.776474	1.4384618	acetylated_beyond_accessibility	-1.0036085	0.27265406	-0.0046327114
chr17	64636023	3.583519	2.1449814	1.4385376	acetylated_beyond_accessibility	1.3238187	1.0241637	0.7773988
chr20	62915135	3.5553482	2.116793	1.4385552	acetylated_beyond_accessibility	0.7831118	0.64670086	0.12874746
chr6	20820081	3.7841897	2.345623	1.4385667	acetylated_beyond_accessibility	0.6321454	0.5167749	0.17023325
chr10	15461485	4.060443	2.6215897	1.4388533	acetylated_beyond_accessibility	0.32644033	0.3660996	0.7887075
chr22	20206337	6.25575	4.8162837	1.4394665	acetylated_beyond_accessibility	-1.7732849	0.7954602	-0.07844639
chr17	74163464	4.1431346	2.7036047	1.4395299	acetylated_beyond_accessibility	0.7473459	0.60625744	0.7434335
chr8	55974178	3.5263605	2.0865922	1.4397683	acetylated_beyond_accessibility	0.7639742	0.19729877	0.13338637
chr21	37356819	3.9318256	2.4919863	1.4398394	acetylated_beyond_accessibility	0.42195082	0.98267484	0.09543276
chr17	78082648	4.060443	2.6205604	1.4398825	acetylated_beyond_accessibility	-0.20378447	-0.13495398	-0.09839034
chr12	96315916	4.0775375	2.6375613	1.4399762	acetylated_beyond_accessibility	0.08049345	1.3676114	0.6156349
chr18	650524	4.634729	3.1947181	1.4400108	acetylated_beyond_accessibility	-0.31987572	0.91687465	0.09343982
chr17	69093490	5.529429	4.08929	1.4401388	acetylated_beyond_accessibility	-0.80110073	0.4165492	0.0037989616
chr17	58331518	6.72022	5.279878	1.440342	acetylated_beyond_accessibility	-0.5537658	1.7518277	0.27032614
chr10	48485097	4.804021	3.3635154	1.4405055	acetylated_beyond_accessibility	-1.6621008	-0.16874361	-0.038052797
chr7	13050850	3.988984	2.547958	1.4410262	acetylated_beyond_accessibility	1.092793	1.2672057	0.5054145
chr7	105086463	3.4339871	1.9927347	1.4412525	acetylated_beyond_accessibility	0.17023301	0.39819407	0.16881585
chr10	91901980	4.0253515	2.5838387	1.4415128	acetylated_beyond_accessibility	0.32377458	1.2807429	0.5318415
chr17	77728462	2.8903718	1.4487562	1.4416156	acetylated_beyond_accessibility	0.71880627	0.14527392	-0.098260164
chr8	129552451	4.158883	2.7166767	1.4422064	acetylated_beyond_accessibility	0.5512903	0.5475056	1.003295
chr17	69047361	5.583496	4.141244	1.4422522	acetylated_beyond_accessibility	-1.776001	0.7635498	0.29823923
chr18	49324066	4.0430512	2.6003494	1.4427018	acetylated_beyond_accessibility	-0.13530803	0.39884353	-0.19196677
chr6	134373633	4.2195077	2.776557	1.4429507	acetylated_beyond_accessibility	0.46941614	1.1918631	0.200948
chr10	72216220	6.3099184	4.86691	1.4430084	acetylated_beyond_accessibility	-0.56774807	1.0065279	0.115775585
chr12	65644040	3.9318256	2.488606	1.4432197	acetylated_beyond_accessibility	-0.43800735	0.5213046	0.10592961
chr22	25898911	3.0445225	1.6011863	1.4433362	acetylated_beyond_accessibility	1.0030174	0.3581655	0.3080268
chr17	20801904	3.5263605	2.082569	1.4437916	acetylated_beyond_accessibility	1.1245022	0.084029675	-0.11101067
chr22	20917367	7.024649	5.5807743	1.4438748	acetylated_beyond_accessibility	-0.47779512	0.6300316	-0.19047213
chr6	166951326	5.32301	3.8790064	1.4440036	acetylated_beyond_accessibility	-0.45916867	0.650754	0.6060953
chr10	73817194	5.062595	3.6184578	1.4441371	acetylated_beyond_accessibility	-0.7627084	0.54657507	0.18594599
chr17	76442827	5.3565865	3.9124222	1.4441643	acetylated_beyond_accessibility	-0.21513152	0.6904597	0.61921406
chr6	43962599	4.4998097	3.055588	1.4442217	acetylated_beyond_accessibility	-0.09934068	0.4768126	0.3324182
chr12	50762280	5.4026775	3.958424	1.4442534	acetylated_beyond_accessibility	-0.854831	0.16522169	0.047724247
chr10	62804796	5.963579	4.5192842	1.4442949	acetylated_beyond_accessibility	0.39222383	0.2443142	0.13626814
chr6	134293955	3.9318256	2.4873307	1.444495	acetylated_beyond_accessibility	-0.027819633	0.6905105	0.336246
chr12	905494	3.2580965	1.8134698	1.4446267	acetylated_beyond_accessibility	1.3501967	0.5579423	0.53199446
chr7	604610	6.6253924	5.180417	1.4449754	acetylated_beyond_accessibility	-0.41868734	0.63220453	0.29096127
chr10	98464398	4.0253515	2.580335	1.4450166	acetylated_beyond_accessibility	-0.20773792	-0.095344305	-0.13311696
chr18	56663160	4.0073333	2.5616815	1.4456518	acetylated_beyond_accessibility	0.020397425	0.53898454	0.20030022
chr22	46604059	6.214608	4.7689047	1.4457035	acetylated_beyond_accessibility	-0.62775373	0.89823484	0.20319557
chr6	112953402	3.2580965	1.8123147	1.4457817	acetylated_beyond_accessibility	-0.05785775	0.3651154	-0.079384685
chr17	40533499	4.4886365	3.0427308	1.4459057	acetylated_beyond_accessibility	-0.32175565	0.89691496	0.31247234
chr12	114625387	2.5649493	1.1190323	1.445917	acetylated_beyond_accessibility	2.2582726	0.43739355	0.18692827
chr8	53494174	3.7376697	2.2912102	1.4464595	acetylated_beyond_accessibility	0.013020515	0.32783365	-0.11444712
chr17	63381308	3.637586	2.1909883	1.4465978	acetylated_beyond_accessibility	-0.0043530464	0.48452926	0.31495237
chr21	29639978	4.4308167	2.9836705	1.4471462	acetylated_beyond_accessibility	0.18989897	0.46386337	0.08299327
chr17	49234322	2.6390574	1.1915259	1.4475315	acetylated_beyond_accessibility	2.1329367	0.3573953	0.3869791
chr12	57097660	4.2341065	2.7864928	1.4476137	acetylated_beyond_accessibility	0.44646525	0.52255774	0.20842671
chr17	62681462	5.771441	4.3237233	1.4477177	acetylated_beyond_accessibility	-1.469228	0.2089715	-0.507458
chr6	90369198	5.2983174	3.850489	1.4478285	acetylated_beyond_accessibility	-0.43288565	1.9230807	0.42866206
chr7	139909858	3.988984	2.5410635	1.4479206	acetylated_beyond_accessibility	0.12764978	0.15690112	0.24083567
chr17	78026672	3.871201	2.4232707	1.4479303	acetylated_beyond_accessibility	-0.50678277	0.012521267	0.13506031
chr6	41921289	6.765039	5.316976	1.4480629	acetylated_beyond_accessibility	-1.0621347	0.15143013	-0.42917252
chr20	23132646	6.7019606	5.253817	1.4481435	acetylated_beyond_accessibility	-1.8721492	0.63660717	0.03669548
chr20	51631397	3.5553482	2.1069107	1.4484375	acetylated_beyond_accessibility	1.6764059	0.679374	0.7649026
chr8	49264062	3.7612002	2.312713	1.4484873	acetylated_beyond_accessibility	0.36525702	0.35020113	0.22881389
chr6	34888220	6.5250297	5.0765133	1.4485164	acetylated_beyond_accessibility	-0.6570072	0.9270711	0.41765833
chr20	53623764	6.6025877	5.153985	1.4486027	acetylated_beyond_accessibility	-1.4332674	0.22788191	0.27740145
chr21	37514363	3.6635616	2.214754	1.4488075	acetylated_beyond_accessibility	2.3144517	1.3317535	1.4584179
chr12	56753793	4.0775375	2.628662	1.4488754	acetylated_beyond_accessibility	1.4821897	0.45483255	-0.09456253
chr7	469914	3.4965076	2.0472062	1.4493015	acetylated_beyond_accessibility	0.61291957	-0.49407196	-0.49908292
chr6	7147600	6.025866	4.5764613	1.4494047	acetylated_beyond_accessibility	-1.8344588	0.35903502	0.17969084
chr22	28802424	5.192957	3.7433493	1.4496076	acetylated_beyond_accessibility	0.2032969	0.3903644	0.2797668
chr10	110512158	3.7841897	2.3341804	1.4500093	acetylated_beyond_accessibility	0.5989914	0.16956258	0.29269934
chr17	7013405	5.786897	4.3367295	1.4501677	acetylated_beyond_accessibility	-0.3394959	0.40348244	0.21501684
chr17	63447862	5.3082676	3.8580747	1.4501929	acetylated_beyond_accessibility	-0.007860184	0.12721777	-0.15801668
chr18	58257577	4.0430512	2.5927906	1.4502606	acetylated_beyond_accessibility	0.5174389	0.32171798	0.33233237
chr18	33469763	4.8675346	3.4169726	1.450562	acetylated_beyond_accessibility	-0.12321615	0.5393224	0.41806364
chr17	48548219	5.846439	4.3957515	1.4506874	acetylated_beyond_accessibility	-1.3876023	0.71865225	0.06942654
chr18	977075	3.8286414	2.377789	1.4508524	acetylated_beyond_accessibility	0.14335513	0.33181787	0.91372013
chr22	27669532	5.241747	3.7906735	1.4510734	acetylated_beyond_accessibility	0.09489775	-0.049076796	0.21984076
chr6	106488685	3.713572	2.262249	1.451323	acetylated_beyond_accessibility	0.25385404	0.18470073	0.057783127
chr22	31585434	4.727388	3.275805	1.4515829	acetylated_beyond_accessibility	-0.739481	0.41916656	0.053515434
chr6	42467843	3.218876	1.7671676	1.4517083	acetylated_beyond_accessibility	1.2782111	-0.0315814	0.2950058
chr17	39377894	4.465908	3.014061	1.4518471	acetylated_beyond_accessibility	-0.22384024	0.47267675	-0.1764276
chr6	28992745	4.7706847	3.3187988	1.4518859	acetylated_beyond_accessibility	-0.5316706	0.03881955	0.020375013
chr8	142969143	3.218876	1.7668295	1.4520464	acetylated_beyond_accessibility	1.0673516	0.094837666	0.1903379
chr17	27575329	6.1696105	4.7175093	1.4521012	acetylated_beyond_accessibility	-1.9000788	0.45410156	0.09611893
chr17	64393092	4.158883	2.7065787	1.4523044	acetylated_beyond_accessibility	0.16147685	0.5911317	0.09523368
chr21	34592149	3.7376697	2.285099	1.4525707	acetylated_beyond_accessibility	0.15302324	0.14914298	0.20295978
chr7	139340416	6.6066504	5.1540504	1.4526	acetylated_beyond_accessibility	2.647821	0.72040796	2.0664978
chr7	24794314	4.0775375	2.6246939	1.4528437	acetylated_beyond_accessibility	0.087501526	0.69417715	0.031013727
chr8	98910865	4.1271343	2.6742754	1.4528589	acetylated_beyond_accessibility	0.30042982	1.2554259	0.41689062
chr20	23147047	5.1873856	3.7344596	1.4529259	acetylated_beyond_accessibility	-0.8766706	-0.16785598	0.037807703
chr17	38898896	4.3438053	2.890801	1.4530044	acetylated_beyond_accessibility	-0.07848549	0.21554852	-0.4541607
chr17	70134255	4.59512	3.1417727	1.4533472	acetylated_beyond_accessibility	0.52506566	0.4165182	0.29982114
chr18	3596861	6.8490663	5.395708	1.4533582	acetylated_beyond_accessibility	-2.8629625	-0.2042942	-0.0032320023
chr18	54873554	4.317488	2.8640292	1.453459	acetylated_beyond_accessibility	-0.84336877	0.017795563	0.03458047
chr20	57465092	4.4188404	2.9653068	1.4535336	acetylated_beyond_accessibility	0.06343937	0.06764603	0.45310664
chr17	63572062	3.4965076	2.0426903	1.4538174	acetylated_beyond_accessibility	1.4673755	1.1350341	0.4199803
chr6	158121567	3.583519	2.1292527	1.4542663	acetylated_beyond_accessibility	0.76022553	0.36601973	-0.025822878
chr7	139204213	3.3322046	1.8778317	1.4543729	acetylated_beyond_accessibility	1.3553901	0.5396564	0.8405154
chr17	58692715	6.2422233	4.7877674	1.4544559	acetylated_beyond_accessibility	0.09529686	0.8174987	0.4477334
chr10	6516485	3.295837	1.841032	1.4548049	acetylated_beyond_accessibility	0.85681224	0.13772237	0.026174903
chr6	15309003	3.871201	2.4161992	1.4550018	acetylated_beyond_accessibility	0.7083335	0.81451654	0.2731719
chr18	9899246	6.3099184	4.8548307	1.4550877	acetylated_beyond_accessibility	-1.445344	0.53371143	0.17717218
chr17	28916519	3.218876	1.7636375	1.4552383	acetylated_beyond_accessibility	0.5844264	0.39402032	0.1354959
chr18	3626576	5.030438	3.5751467	1.4552913	acetylated_beyond_accessibility	-1.4987938	-0.24015212	-0.4214313
chr12	31843687	4.553877	3.0974288	1.4564481	acetylated_beyond_accessibility	0.18787289	0.7442579	0.40632057
chr6	42971114	5.525453	4.0677767	1.4576764	acetylated_beyond_accessibility	-0.32058287	0.77534246	1.0999503
chr18	48727570	3.7841897	2.3264623	1.4577274	acetylated_beyond_accessibility	0.04291892	0.07133412	0.23254466
chr7	87152577	6.6631327	5.205404	1.4577289	acetylated_beyond_accessibility	0.76226854	0.7384181	0.36531496
chr17	38476729	2.3025851	0.844651	1.4579341	acetylated_beyond_accessibility	1.6190062	0.44619668	-0.38883543
chr7	142833436	3.7376697	2.2797318	1.457938	acetylated_beyond_accessibility	0.69568205	0.7837434	0.40617085
chr20	25309551	4.553877	3.0957336	1.4581432	acetylated_beyond_accessibility	-0.20444202	0.4037192	0.085671425
chr17	43172329	5.484797	4.026441	1.4583559	acetylated_beyond_accessibility	0.19985151	0.78389883	0.52422047
chr6	125924367	4.919981	3.4614325	1.4585485	acetylated_beyond_accessibility	-0.75412965	1.1630554	0.31366014
chr17	59565546	4.9972124	3.538498	1.4587145	acetylated_beyond_accessibility	1.9864998	0.90625143	1.0285664
chr17	75951214	3.3322046	1.8733208	1.4588838	acetylated_beyond_accessibility	1.0000477	0.45916867	0.08644557
chr7	50356254	6.107023	4.647964	1.4590588	acetylated_beyond_accessibility	-1.1958661	0.54299116	0.19473886
chr6	31690734	6.9186954	5.4589014	1.459794	acetylated_beyond_accessibility	-2.0478196	1.1040792	0.4303441
chr8	61875621	3.7376697	2.277853	1.4598167	acetylated_beyond_accessibility	0.017941475	0.54206777	0.00877738
chr17	35051576	4.691348	3.2312593	1.4600887	acetylated_beyond_accessibility	0.099415064	1.0195966	0.3398614
chr6	30793954	4.1743875	2.7142103	1.4601772	acetylated_beyond_accessibility	0.11263037	0.26006126	-0.047373533
chr10	99784153	3.218876	1.7584496	1.4604263	acetylated_beyond_accessibility	2.5324316	0.14227724	0.5360179
chr10	30191052	3.6888795	2.2283118	1.4605677	acetylated_beyond_accessibility	1.1556144	0.14539218	0.62432265
chr18	1785931	3.0910425	1.630416	1.4606265	acetylated_beyond_accessibility	1.8785337	0.15957093	0.39800346
