chr	center	observed_log	atac_pred_log	true_residual	class	GMseq_to_K562_residual	GMmm_to_K562_residual	GMresSeq_to_K562_residual	GMresMM_to_K562_residual
chr6	163331881	1.0986123	2.308662	-1.2100496	accessible_not_acetylated	-0.47566628	-0.5118923	-0.48369348	-0.20372128
chr8	28411984	1.3862944	2.5957348	-1.2094405	accessible_not_acetylated	-0.23766184	-1.3560605	-1.068888	-1.4613823
chr18	49887584	0.0	1.2094018	-1.2094018	accessible_not_acetylated	0.3746078	0.09986007	-0.45679247	0.09751475
chr20	9028565	0.0	1.2091367	-1.2091367	accessible_not_acetylated	-0.29114944	-0.16885567	-0.3243556	-0.020319581
chr6	84728803	0.6931472	1.9022478	-1.2091006	accessible_not_acetylated	-0.59714663	-0.3675412	-0.10789335	0.005281329
chr17	63951135	1.3862944	2.5951133	-1.2088189	accessible_not_acetylated	-1.2727878	-1.1137954	-0.44667196	-0.5200243
chr8	142777281	1.3862944	2.5945628	-1.2082684	accessible_not_acetylated	-0.15242696	-1.4440701	-0.9775865	-1.5476884
chr6	167846005	2.6390574	3.846469	-1.2074115	accessible_not_acetylated	-1.2556043	0.34032297	0.2943983	0.4290967
chr17	30687674	0.6931472	1.9004524	-1.2073052	accessible_not_acetylated	-0.05304432	-0.85269535	-0.4050374	-0.3722098
chr7	63900767	2.0794415	3.2865348	-1.2070932	accessible_not_acetylated	0.20651841	-1.3811493	-1.0371261	-1.2304337
chr6	41449791	1.0986123	2.3054256	-1.2068133	accessible_not_acetylated	0.34570003	-0.016641617	0.057486773	-0.027918339
chr10	103855406	0.0	1.2066536	-1.2066536	accessible_not_acetylated	0.90736914	-0.94822156	-1.018091	-1.0326864
chr8	55103003	0.0	1.2066275	-1.2066275	accessible_not_acetylated	0.54090893	-0.6079346	-0.85204536	-0.6502168
chr10	101566694	1.9459102	3.1523917	-1.2064815	accessible_not_acetylated	-1.6040889	-1.615169	-0.5665729	-1.3214916
chr7	16588040	1.3862944	2.5926566	-1.2063622	accessible_not_acetylated	0.15102458	-0.5653033	-0.1576097	-0.15563679
chr18	24272194	0.6931472	1.8986907	-1.2055435	accessible_not_acetylated	0.45179462	-1.6151247	-0.64288723	-1.0574011
chr8	6830274	0.6931472	1.898668	-1.2055209	accessible_not_acetylated	0.52154756	-0.1691277	0.10251975	-0.02265656
chr17	34580925	0.6931472	1.8984656	-1.2053185	accessible_not_acetylated	-0.20523739	-1.6062627	-1.2008547	-1.3338044
chr21	44932810	1.0986123	2.303738	-1.2051258	accessible_not_acetylated	0.33483768	-0.8652673	-0.87596405	-1.2424761
chr17	61462195	1.3862944	2.5910878	-1.2047935	accessible_not_acetylated	0.81207657	-1.1419764	-0.44369435	-0.81218386
chr7	149773548	3.0445225	4.24881	-1.2042873	accessible_not_acetylated	-2.646972	-1.8323576	-1.6218224	-1.2103562
chr17	19142630	0.6931472	1.8974222	-1.204275	accessible_not_acetylated	0.3658229	-0.29972172	-0.08629453	0.072818875
chr17	76022434	1.3862944	2.5903063	-1.2040119	accessible_not_acetylated	-0.4779024	-1.5131518	-0.89492536	-0.939672
chr10	114875155	0.6931472	1.8970184	-1.2038713	accessible_not_acetylated	0.31503272	-0.3360288	0.27732635	-0.17439783
chr7	136049989	1.9459102	3.149497	-1.2035868	accessible_not_acetylated	-0.7907741	-0.22745419	-0.34207797	-0.09501505
chr8	2178306	1.0986123	2.3010814	-1.2024691	accessible_not_acetylated	-0.14912152	-0.5931146	-0.23257518	0.09943771
chr7	25093508	2.0794415	3.2810035	-1.2015619	accessible_not_acetylated	-1.5931606	-0.14120865	-0.34665298	-0.34564447
chr6	122361795	1.3862944	2.5876942	-1.2013998	accessible_not_acetylated	-0.67014945	-1.6581347	-0.38353658	-0.42310476
chr20	8790651	0.0	1.201314	-1.201314	accessible_not_acetylated	0.68616223	-0.23391241	0.16718054	-0.08270764
chr10	6117955	1.0986123	2.2999158	-1.2013035	accessible_not_acetylated	0.07973313	-0.7961587	0.12795877	-0.47851443
chr7	76258186	1.3862944	2.5874753	-1.2011809	accessible_not_acetylated	-0.91222525	-0.2163186	-0.49380326	-0.39239168
chr10	100745584	0.6931472	1.8942161	-1.2010689	accessible_not_acetylated	0.38337088	-1.6523025	-1.435157	-1.8350234
chr8	144045200	1.9459102	3.146925	-1.2010148	accessible_not_acetylated	-1.8936472	-0.28787088	-0.2182939	-0.4027419
chr7	73599350	1.7917595	2.9921083	-1.2003489	accessible_not_acetylated	-0.5641322	0.27143764	-0.059194326	0.17742991
chr10	48160866	0.0	1.2002357	-1.2002357	accessible_not_acetylated	0.5761237	0.028896213	0.110672355	-0.17635882
chr10	77927095	3.1354942	4.335503	-1.2000089	accessible_not_acetylated	-2.534953	-0.8656614	-1.0035977	-0.7907777
chr12	101475420	0.0	1.1993158	-1.1993158	accessible_not_acetylated	0.71277213	0.29403818	-0.018682718	0.074323654
chr17	81165722	0.6931472	1.8920821	-1.1989349	accessible_not_acetylated	0.18796098	-1.0042987	-0.6011816	-1.1135082
chr10	113680442	2.3978953	3.5968096	-1.1989143	accessible_not_acetylated	1.3791492	-0.82251024	0.1359055	-0.52839303
chr10	87659718	0.0	1.1987925	-1.1987925	accessible_not_acetylated	1.252908	-0.74037385	-1.2466596	-0.8330559
chr8	144354729	1.9459102	3.1444483	-1.1985381	accessible_not_acetylated	-1.9155743	-1.865361	-1.8982875	-1.8327807
chr17	82031370	3.8066626	5.005066	-1.1984034	accessible_not_acetylated	-3.4302444	-0.67925835	-1.2989888	-0.46276665
chr6	119078032	3.7612002	4.959508	-1.1983078	accessible_not_acetylated	-2.7857008	-1.1715059	-1.1378589	-0.52995825
chr22	20965129	2.0794415	3.2770953	-1.1976538	accessible_not_acetylated	-1.9876134	-0.39197302	-0.9747312	-0.7192974
chr21	45401237	0.0	1.1972497	-1.1972497	accessible_not_acetylated	0.8543322	0.31808615	0.32312477	0.0680697
chr18	59996563	0.0	1.1969413	-1.1969413	accessible_not_acetylated	0.3475412	-0.3676598	0.103003144	-0.16236198
chr6	123802739	0.0	1.1965139	-1.1965139	accessible_not_acetylated	2.281551	-0.4133345	-0.7739731	-0.5393325
chr12	81129117	0.0	1.1965114	-1.1965114	accessible_not_acetylated	0.14888203	-0.25579894	-0.2264508	-0.020433426
chr8	11770766	2.1972246	3.3931923	-1.1959677	accessible_not_acetylated	-0.583056	-1.1559258	-0.40797138	-0.46105337
chr12	113724862	0.6931472	1.888555	-1.1954079	accessible_not_acetylated	0.47693467	-0.17830789	-0.20975351	-0.5994097
chr17	19111233	2.944439	4.1397686	-1.1953297	accessible_not_acetylated	0.20257998	-0.49861217	-0.0675292	-0.64689016
chr20	61252425	0.0	1.1951824	-1.1951824	accessible_not_acetylated	0.01634276	-1.1131923	-1.4636536	-0.9969718
chr7	20778175	0.6931472	1.8882637	-1.1951165	accessible_not_acetylated	3.8395529	-1.0513108	-0.82647943	-1.1077919
chr10	125896733	2.5649493	3.7597973	-1.1948481	accessible_not_acetylated	-1.1076319	-0.7909982	-0.49088764	-0.5228646
chr7	107879560	1.3862944	2.5804691	-1.1941748	accessible_not_acetylated	-0.40328097	-0.8843427	-0.2983582	-0.36662078
chr10	120457017	0.6931472	1.8869765	-1.1938293	accessible_not_acetylated	0.251554	-1.547976	-1.4552072	-1.4443812
chr8	2354793	0.0	1.1931748	-1.1931748	accessible_not_acetylated	0.17784214	-0.1362729	-0.33748692	-0.08779478
chr6	24845794	0.6931472	1.8862312	-1.193084	accessible_not_acetylated	0.64069057	-0.30499792	0.074270844	-0.13587224
chr18	36057968	1.9459102	3.1386964	-1.1927862	accessible_not_acetylated	-1.0011003	0.33405042	0.10247445	0.21907759
chr8	2812786	0.6931472	1.8858662	-1.192719	accessible_not_acetylated	-0.079461575	-0.2526728	-0.15454054	0.056414843
chr22	39185795	0.6931472	1.8857807	-1.1926335	accessible_not_acetylated	1.0962752	-0.16800368	-0.100028515	-0.21415389
chr7	22524196	1.609438	2.801868	-1.19243	accessible_not_acetylated	-0.8515439	-0.39820313	0.099438906	-0.76558924
chr12	132618779	0.6931472	1.8848424	-1.1916952	accessible_not_acetylated	-0.4454956	-1.605954	-1.3536848	-1.5951309
chr12	125533640	0.0	1.1908553	-1.1908553	accessible_not_acetylated	0.20399308	-0.39451182	-0.4429508	-0.5707263
chr7	90596301	2.6390574	3.8295255	-1.1904681	accessible_not_acetylated	-1.2229228	-1.5868626	-1.0225093	-2.1919975
chr22	41197702	2.5649493	3.7544942	-1.1895449	accessible_not_acetylated	-1.256809	-1.4408374	-0.93872356	-1.2159863
chr18	56748866	0.0	1.1894126	-1.1894126	accessible_not_acetylated	-0.38850933	-0.30618155	-0.22569251	-0.13137686
chr10	8027096	1.0986123	2.2877774	-1.1891651	accessible_not_acetylated	1.3816497	-0.3748561	0.22205377	0.23155141
chr22	45279924	0.6931472	1.8821462	-1.188999	accessible_not_acetylated	1.1377295	0.48134482	0.706956	0.21498
chr17	17001978	1.0986123	2.287241	-1.1886287	accessible_not_acetylated	-0.38288617	-1.1754866	-0.43718743	-0.71599126
chr10	8062126	0.6931472	1.8814299	-1.1882827	accessible_not_acetylated	1.0174854	-0.6077008	-0.14471698	-0.15553188
chr12	55707710	1.3862944	2.574133	-1.1878386	accessible_not_acetylated	-0.6344614	-1.7908453	-0.7651832	-1.3578713
chr12	9751501	3.1354942	4.322892	-1.187398	accessible_not_acetylated	-2.9710097	-0.8922701	-0.30943918	-0.37188244
chr8	140676877	0.6931472	1.8804965	-1.1873493	accessible_not_acetylated	0.33787346	-0.015322208	-0.17398858	-0.15113544
chr8	42153232	3.3672957	4.5538106	-1.1865149	accessible_not_acetylated	-2.968559	-0.96978617	-1.3382747	-0.90874386
chr22	22748480	3.1780539	4.3644667	-1.1864128	accessible_not_acetylated	-3.3041973	-0.8644345	-0.37497044	-0.4440651
chr8	23404219	1.7917595	2.9780982	-1.1863387	accessible_not_acetylated	0.19116187	-0.68265843	-0.2797506	-1.3161438
chr7	100295463	1.3862944	2.5725284	-1.186234	accessible_not_acetylated	-0.29164553	1.0909128	0.07272339	0.55648375
chr12	29152412	0.6931472	1.878865	-1.1857178	accessible_not_acetylated	1.537626	0.27171063	0.28019214	0.21263576
chr6	55579214	0.0	1.1852012	-1.1852012	accessible_not_acetylated	0.8390801	-0.43378067	-0.7311268	-0.64793116
chr10	68828350	1.609438	2.7942684	-1.1848304	accessible_not_acetylated	0.27224088	-1.0947105	-0.8105601	-0.65259457
chr8	64399447	0.0	1.1847651	-1.1847651	accessible_not_acetylated	1.4598811	-0.023111463	0.35898125	0.108089566
chr6	149846550	1.0986123	2.2828956	-1.1842833	accessible_not_acetylated	-0.63960755	-0.8084128	-0.16099405	-0.14423442
chr22	22934421	2.4849067	3.6691775	-1.1842709	accessible_not_acetylated	-1.5941973	1.2190752	-0.11500621	1.3003697
chr7	45157767	0.6931472	1.8771646	-1.1840174	accessible_not_acetylated	-0.7573335	-1.6586738	-1.394263	-1.2855742
chr10	49396016	1.0986123	2.2824123	-1.1838	accessible_not_acetylated	0.6581135	-1.7273434	-1.4514698	-1.4229689
chr6	104693006	0.6931472	1.8766094	-1.1834623	accessible_not_acetylated	0.16068375	-0.83831716	-0.46427953	-0.2802812
chr7	31634102	0.0	1.1830485	-1.1830485	accessible_not_acetylated	0.4649639	-0.2872913	-0.20756578	-0.34752673
chr7	76513110	2.0794415	3.2623816	-1.18294	accessible_not_acetylated	-1.5880635	-1.0666828	-0.8765302	-0.8878119
chr21	44982733	1.0986123	2.281322	-1.1827097	accessible_not_acetylated	-0.23876	-0.22976899	-0.52183485	-0.6149436
chr7	120998106	4.0073333	5.189996	-1.1826625	accessible_not_acetylated	-3.3940024	-0.26336193	-0.09915018	0.031170845
chr18	2846980	2.3978953	3.5794988	-1.1816034	accessible_not_acetylated	-0.12934375	-2.0456433	-1.4419706	-1.6700842
chr17	36937413	1.0986123	2.279934	-1.1813216	accessible_not_acetylated	1.3320396	-0.8323933	-0.61499643	-1.7455956
chr7	33145357	0.6931472	1.8743135	-1.1811663	accessible_not_acetylated	0.077129245	-0.40182316	0.17486942	-0.1930021
chr17	80981473	1.0986123	2.2795367	-1.1809244	accessible_not_acetylated	0.54910564	-1.1389229	-1.0820007	-1.5111215
chr8	42720610	1.609438	2.7902553	-1.1808174	accessible_not_acetylated	-0.33710504	-0.22148538	-0.29744816	-0.4108076
chr6	71420886	0.0	1.1807351	-1.1807351	accessible_not_acetylated	2.6142554	-0.5867541	-1.1261381	-0.63046175
chr7	1640548	1.0986123	2.2779932	-1.1793809	accessible_not_acetylated	-0.379802	-0.71290207	-0.76959026	-0.4635917
chr10	43266919	0.0	1.179269	-1.179269	accessible_not_acetylated	-0.47789693	-0.95987976	-1.00554	-1.0626
chr7	55433418	0.6931472	1.8721616	-1.1790144	accessible_not_acetylated	0.020311117	-0.29146457	-0.017911077	-0.3927406
chr17	80967779	0.6931472	1.8721464	-1.1789992	accessible_not_acetylated	-0.35459876	-0.12205458	-0.34561324	-0.5465628
chr21	29090187	1.0986123	2.2773495	-1.1787372	accessible_not_acetylated	-0.42124462	-0.8868606	-0.21093631	-0.115507364
chr21	44612078	0.0	1.1786175	-1.1786175	accessible_not_acetylated	0.018728852	-0.33479828	-0.6122025	-0.48444223
chr7	123571881	1.0986123	2.2771988	-1.1785865	accessible_not_acetylated	-0.57254124	0.29303718	0.014875889	0.27663302
chr12	116881279	1.0986123	2.2766297	-1.1780174	accessible_not_acetylated	-1.4157976	-0.937942	-1.1580299	-1.5524509
chr12	56706947	1.7917595	2.9697454	-1.1779859	accessible_not_acetylated	-1.0772848	0.13873053	0.22939253	0.42730308
chr6	79455654	0.6931472	1.8711151	-1.1779679	accessible_not_acetylated	0.8754219	0.41712248	0.33739865	0.27814114
chr17	36464107	1.0986123	2.2762794	-1.1776671	accessible_not_acetylated	-0.22959352	-0.8417603	-0.8189372	-1.0367966
chr17	30693967	0.6931472	1.8706887	-1.1775415	accessible_not_acetylated	0.91444826	-0.12523222	0.21781468	0.04445982
chr20	2693966	1.0986123	2.2760694	-1.1774571	accessible_not_acetylated	-0.6645827	-1.6347842	-1.4609501	-1.8266255
chr20	1002264	0.0	1.1770685	-1.1770685	accessible_not_acetylated	0.23532248	-0.69554603	-0.73751765	-0.59190565
chr8	13377863	0.0	1.1770434	-1.1770434	accessible_not_acetylated	0.7152548	-0.32315034	-0.024746299	-0.23543257
chr12	1066458	0.0	1.1766255	-1.1766255	accessible_not_acetylated	0.8638871	-0.5818655	-0.19470102	-0.10963535
chr17	32265907	1.0986123	2.2752304	-1.1766181	accessible_not_acetylated	0.22287464	-1.4658946	-0.9522425	-1.4185886
chr20	57710603	2.0794415	3.2550275	-1.175586	accessible_not_acetylated	-0.69637394	-1.1017292	-0.56648755	-0.49518228
chr22	37051596	0.6931472	1.8686993	-1.1755521	accessible_not_acetylated	0.44368196	-1.1918502	-0.95381033	-1.0324478
chr12	107318393	2.3978953	3.5728512	-1.1749558	accessible_not_acetylated	-1.226623	-1.2683136	-1.4749889	-1.4197755
chr10	81978434	0.0	1.174865	-1.174865	accessible_not_acetylated	0.11302173	-0.12720263	0.11680961	0.08062422
chr7	74013092	1.0986123	2.273456	-1.1748438	accessible_not_acetylated	-0.47881794	-0.61216974	-0.042283535	-0.72527325
chr6	116616613	2.3025851	3.4773636	-1.1747785	accessible_not_acetylated	-0.59904504	-0.3098979	0.12447882	0.013543129
chr17	48884863	1.0986123	2.2733176	-1.1747053	accessible_not_acetylated	0.8312385	-0.38104475	-0.028442144	0.34739137
chr10	131570035	0.0	1.1742342	-1.1742342	accessible_not_acetylated	1.5826755	-0.18204105	-0.18854213	-0.284602
chr6	143197057	1.7917595	2.9659557	-1.1741962	accessible_not_acetylated	-1.108658	0.032933235	-0.11148381	0.21377349
chr10	101778931	1.3862944	2.5604734	-1.1741791	accessible_not_acetylated	-0.14703941	-1.3626379	-1.0633023	-1.3591983
chr7	98870227	1.0986123	2.2722204	-1.1736081	accessible_not_acetylated	-0.19567156	-1.6733917	-1.2550585	-1.6270536
chr17	73184345	0.6931472	1.8661695	-1.1730223	accessible_not_acetylated	1.7123337	0.28619242	0.25466156	0.43482566
chr12	30134432	0.0	1.1729753	-1.1729753	accessible_not_acetylated	1.6152182	-0.13439322	-0.12559247	0.054608107
chr6	90296909	3.0445225	4.217382	-1.1728594	accessible_not_acetylated	-1.6712649	-1.0276306	-1.3071432	-1.0427513
chr6	129981793	0.0	1.1727824	-1.1727824	accessible_not_acetylated	0.8140007	-0.0010738373	-0.06344414	0.27870536
chr18	109575	1.7917595	2.9643183	-1.1725588	accessible_not_acetylated	-1.7048063	-1.8835136	-1.1884118	-1.1018375
chr8	56202410	0.0	1.1722913	-1.1722913	accessible_not_acetylated	0.785485	-0.07911968	-0.06910622	0.17121577
chr10	84158727	1.609438	2.7817192	-1.1722813	accessible_not_acetylated	-0.4296286	0.0802958	-0.16611099	0.3535154
chr7	40120304	0.6931472	1.8650477	-1.1719005	accessible_not_acetylated	0.5517962	0.08251238	0.114795804	0.19334888
chr8	59862335	0.0	1.1717789	-1.1717789	accessible_not_acetylated	0.84219694	0.106006384	0.08105981	0.09654832
chr6	167848988	3.1354942	4.3069463	-1.171452	accessible_not_acetylated	-1.911134	-0.3711784	0.1279459	-0.010977745
chr10	122051821	0.6931472	1.8641946	-1.1710474	accessible_not_acetylated	0.9423821	-0.46404135	0.22773004	0.072009444
chr22	16748097	2.0794415	3.2502437	-1.1708021	accessible_not_acetylated	-0.14471674	0.53501534	0.16528678	-0.09054732
chr10	27745849	0.0	1.1706338	-1.1706338	accessible_not_acetylated	2.4596894	-0.760842	-1.1835225	-0.8931007
chr8	22048890	1.7917595	2.9617565	-1.169997	accessible_not_acetylated	-0.1690433	-0.43707538	-0.60549235	-0.52959704
chr18	70286520	0.6931472	1.8631392	-1.169992	accessible_not_acetylated	0.6924727	-0.08105719	-0.082607985	0.24920917
chr8	50398358	0.0	1.1699193	-1.1699193	accessible_not_acetylated	-0.2841949	-0.07458329	-0.40616733	-0.41109335
chr17	43004026	2.1972246	3.3671257	-1.1699011	accessible_not_acetylated	0.0006928444	-0.4268496	-0.14210725	0.14531612
chr7	26185282	3.1780539	4.3477135	-1.1696596	accessible_not_acetylated	-1.8727696	0.58233356	0.42512178	0.11271191
chr10	789387	3.2580965	4.4276767	-1.1695802	accessible_not_acetylated	-2.1604602	-1.0745478	-0.7411978	-0.47633123
chr8	26045290	0.6931472	1.8626788	-1.1695316	accessible_not_acetylated	1.0526726	-1.24843	-1.0191877	-0.83186543
chr6	68758031	2.3025851	3.4720836	-1.1694984	accessible_not_acetylated	-0.36156487	-0.13641524	0.076232195	0.015634775
chr7	155809072	0.6931472	1.8621478	-1.1690006	accessible_not_acetylated	1.9294293	-1.605711	-0.686164	-1.4366436
chr6	160775501	1.0986123	2.2674372	-1.1688249	accessible_not_acetylated	-0.15685892	-0.06740999	-0.00043821335	0.20674491
chr22	50547734	1.0986123	2.2669258	-1.1683135	accessible_not_acetylated	-0.30515933	-1.820792	-1.0407059	-1.0751405
chr18	35526777	1.7917595	2.9595194	-1.1677599	accessible_not_acetylated	-0.03565979	0.11845446	0.26369023	0.3493142
chr7	6827432	1.0986123	2.266018	-1.1674056	accessible_not_acetylated	0.048968792	-0.67679834	0.2867005	-0.16989446
chr20	8132182	0.6931472	1.8604636	-1.1673164	accessible_not_acetylated	0.0047678947	-0.9520477	-1.1600175	-1.035168
chr12	70365614	2.3025851	3.4697325	-1.1671474	accessible_not_acetylated	-1.2583477	-1.4624412	-0.87850094	-1.1995671
chr6	3457179	3.0910425	4.2578845	-1.166842	accessible_not_acetylated	-2.3201656	-1.7235415	-1.3196607	-1.4799829
chr12	82752559	0.0	1.1668115	-1.1668115	accessible_not_acetylated	0.52783513	-0.048033834	0.02673018	0.051386952
chr17	39617975	1.0986123	2.2652426	-1.1666303	accessible_not_acetylated	-0.80341077	-1.2200329	-1.1801687	-1.4841079
chr8	144266557	0.0	1.1666031	-1.1666031	accessible_not_acetylated	0.2742188	-1.1269815	-1.7438407	-0.85589033
chr20	54151207	0.6931472	1.859726	-1.1665788	accessible_not_acetylated	0.28902864	0.5721111	0.17302942	0.44783258
chr21	26573404	0.0	1.1663773	-1.1663773	accessible_not_acetylated	1.6006267	-0.33215368	-0.24399543	-0.2606752
chr6	31907503	1.9459102	3.112011	-1.1661007	accessible_not_acetylated	-0.33466172	0.32882476	-0.03016448	0.117397785
chr12	56488321	1.609438	2.7754655	-1.1660275	accessible_not_acetylated	-1.0554957	-1.8322747	-0.7775073	-1.2827303
chr8	90991346	1.609438	2.7749057	-1.1654677	accessible_not_acetylated	-1.1251228	-1.0600257	-0.10414767	-0.5893431
chr17	11599008	1.0986123	2.2636867	-1.1650743	accessible_not_acetylated	-0.007975817	-0.19263697	-0.6233344	-1.1083828
chr20	24781577	0.0	1.1645589	-1.1645589	accessible_not_acetylated	0.08655453	-0.5207345	-0.5164848	-0.30825007
chr10	97771893	1.3862944	2.5505717	-1.1642773	accessible_not_acetylated	-1.0448009	-1.901479	-1.3084866	-1.4696987
chr22	24918576	0.0	1.1639817	-1.1639817	accessible_not_acetylated	1.2566249	-0.46989536	0.10177839	-0.21166992
chr6	25279235	2.9957323	4.1591096	-1.1633773	accessible_not_acetylated	-0.7056067	-1.147279	-0.50285625	-0.7793031
chr17	28041473	3.8501477	5.01346	-1.1633124	accessible_not_acetylated	-2.0620875	-0.46568203	-0.6799998	-0.20272446
chr12	96237938	1.0986123	2.261866	-1.1632538	accessible_not_acetylated	-0.06597924	0.06816101	0.2458086	0.21309566
chr10	43384289	2.8903718	4.053606	-1.1632342	accessible_not_acetylated	-2.0092783	1.0938082	0.035660267	0.50041056
chr8	37784075	3.1354942	4.298716	-1.1632218	accessible_not_acetylated	-2.5345178	-0.07507467	-0.30186415	-0.28169775
chr7	47233224	1.0986123	2.2617273	-1.163115	accessible_not_acetylated	-0.18591022	-0.48491716	0.10631442	-0.16825628
chr12	50545416	1.0986123	2.2615495	-1.1629372	accessible_not_acetylated	0.45205522	0.32321715	0.31144238	0.41449976
chr7	519246	2.4849067	3.6477041	-1.1627975	accessible_not_acetylated	-1.9029183	-2.0422812	-1.6866359	-2.5371919
chr10	784792	1.0986123	2.2612028	-1.1625905	accessible_not_acetylated	0.2423842	-1.6070125	-0.90174615	-0.8910589
chr6	10662958	1.0986123	2.260952	-1.1623397	accessible_not_acetylated	0.07026172	-0.088340044	-0.11333203	0.09063792
chr10	97584344	0.6931472	1.8547714	-1.1616242	accessible_not_acetylated	0.30165744	-0.61284804	0.09246588	-0.27232754
chr6	21957623	1.3862944	2.547822	-1.1615276	accessible_not_acetylated	-0.17779016	-0.11330581	0.055464268	0.33183908
chr17	29593301	2.6390574	3.80028	-1.1612227	accessible_not_acetylated	-1.655072	-0.81919074	-0.63122535	-0.57529116
chr7	33041833	2.7080503	3.868938	-1.1608877	accessible_not_acetylated	-1.0861385	-0.0030283928	0.052002907	-0.2509458
chr17	31415253	1.0986123	2.2594934	-1.160881	accessible_not_acetylated	0.3153546	-0.8134501	-0.2777164	-0.31536853
chr12	113468173	1.9459102	3.1065154	-1.1606052	accessible_not_acetylated	0.28606868	-2.1146526	-0.40818906	-1.7805022
chr20	43566096	0.6931472	1.8536637	-1.1605165	accessible_not_acetylated	-0.63631463	-0.25060153	-0.08001828	0.055258274
chr20	21505505	1.3862944	2.5466943	-1.1603999	accessible_not_acetylated	-0.7442863	-1.2247224	-0.928143	-1.2735492
chr12	124700112	0.6931472	1.8532696	-1.1601224	accessible_not_acetylated	0.19670081	-0.8638376	-0.22071421	-0.2097683
chr6	4108740	0.6931472	1.8524193	-1.1592721	accessible_not_acetylated	0.28384864	0.13430488	-0.06536305	-0.2356726
chr17	19745052	0.6931472	1.8520937	-1.1589465	accessible_not_acetylated	1.2849498	-1.2532648	-0.47385883	-1.0710375
chr8	37804293	1.0986123	2.2574759	-1.1588635	accessible_not_acetylated	-0.12511492	0.47365332	0.19165301	0.92239404
chr20	10674891	1.7917595	2.9505527	-1.1587932	accessible_not_acetylated	0.12662172	-0.7052598	-0.56819224	-1.1307334
chr10	118595648	0.0	1.1586173	-1.1586173	accessible_not_acetylated	1.2638748	-0.4173082	-1.1534287	-0.79374677
chr8	72995067	0.0	1.1581438	-1.1581438	accessible_not_acetylated	0.10157466	-0.38486266	-0.19072008	-0.44263744
chr7	116258869	1.9459102	3.103972	-1.1580617	accessible_not_acetylated	-1.3717544	-0.35702348	0.06074214	0.08981085
chr17	16788742	0.0	1.1577411	-1.1577411	accessible_not_acetylated	0.6690161	-0.2146697	-0.009611845	-0.03987038
chr7	83411194	0.0	1.1575706	-1.1575706	accessible_not_acetylated	-1.0432805	-0.39709115	-0.31213498	-0.35343516
chr10	68827373	2.3025851	3.4594932	-1.156908	accessible_not_acetylated	-0.5608058	-0.49309015	-0.37476206	-0.485358
chr17	10730329	0.0	1.1565952	-1.1565952	accessible_not_acetylated	1.9480815	-0.5028961	-0.108232975	-0.38741267
chr12	53464467	1.9459102	3.101785	-1.1558747	accessible_not_acetylated	-0.2259419	-0.33118367	0.16243958	0.15951896
chr17	50835492	1.3862944	2.542132	-1.1558375	accessible_not_acetylated	-0.5292988	-0.9095639	-0.38261366	-1.0084102
chr10	88835807	0.0	1.1558278	-1.1558278	accessible_not_acetylated	1.1366367	-0.20311952	-0.39365768	-0.5524732
chr8	27468629	1.0986123	2.2544308	-1.1558185	accessible_not_acetylated	-0.35890365	-0.47914493	0.0074419975	-0.06568718
chr22	39051260	0.6931472	1.8487452	-1.155598	accessible_not_acetylated	0.9176508	-0.33240592	0.0672667	0.011053085
chr12	76878469	2.7080503	3.8634539	-1.1554036	accessible_not_acetylated	0.16425943	-0.7914667	-0.8359933	-0.70370483
chr18	12039147	1.3862944	2.5416465	-1.1553521	accessible_not_acetylated	-0.32373476	-1.5619265	-0.73614407	-1.3663654
chr7	120273680	1.0986123	2.253415	-1.1548028	accessible_not_acetylated	1.2561262	-1.7200999	-1.2281387	-1.2551543
chr8	143481586	1.0986123	2.2533362	-1.1547239	accessible_not_acetylated	-0.28788185	-1.2665744	-0.58860254	-0.82218146
chr8	138165844	0.0	1.1546452	-1.1546452	accessible_not_acetylated	0.18003249	-0.22421217	-0.13165987	-0.18532467
chr22	46116640	1.0986123	2.2532349	-1.1546226	accessible_not_acetylated	-0.17930484	-0.34358	-0.7238586	-0.2745676
chr10	102918064	3.8918204	5.0460067	-1.1541862	accessible_not_acetylated	-3.0102406	-1.125262	-1.0804071	-0.916255
chr12	53220325	3.8501477	5.0041304	-1.1539826	accessible_not_acetylated	-1.6317308	-1.0102694	-0.9224844	-0.93998384
chr6	99242111	0.6931472	1.8466765	-1.1535293	accessible_not_acetylated	0.19987357	-0.55523527	-0.06062436	0.10841143
chr8	74965951	0.0	1.1530851	-1.1530851	accessible_not_acetylated	0.7268983	-0.28065002	0.014643908	0.039513588
chr17	80474759	0.6931472	1.8461851	-1.1530379	accessible_not_acetylated	0.27698195	-0.59295785	-0.2562536	-0.53728175
chr10	79066571	3.0910425	4.2440114	-1.1529689	accessible_not_acetylated	-1.890559	-1.2271554	-0.36656046	-0.43822455
chr7	138022126	0.6931472	1.8460642	-1.152917	accessible_not_acetylated	0.07019031	0.01733768	-0.116667986	0.03224039
chr7	2804592	1.9459102	3.0988202	-1.15291	accessible_not_acetylated	0.19081521	-0.6094675	0.025853157	0.004445076
chr7	140670556	1.3862944	2.5390549	-1.1527605	accessible_not_acetylated	-0.060357332	-0.40054584	0.04498744	0.105442524
chr12	129903667	0.0	1.1523927	-1.1523927	accessible_not_acetylated	0.85506856	-0.78404707	-1.1677405	-0.9555038
