chr	center	observed_log	atac_pred_log	true_residual	class	GMseq_to_K562_residual	GMmm_to_K562_residual	GMresSeq_to_K562_residual	GMresMM_to_K562_residual
chr22	39749039	3.3672957	1.8768389	1.4904568	acetylated_beyond_accessibility	0.6728461	-0.115561485	-0.048408747	0.12992907
chr12	50763741	6.265301	4.774171	1.4911304	acetylated_beyond_accessibility	0.32446098	0.087825775	-0.0670104	-0.041926384
chr6	10640618	4.8598123	3.3685625	1.4912498	acetylated_beyond_accessibility	-0.88825464	-0.92762256	-0.038027763	-0.095366
chr22	40644834	3.5263605	2.034999	1.4913616	acetylated_beyond_accessibility	-0.069740534	0.4058714	0.14378834	0.24505854
chr8	96271565	3.9702919	2.4779148	1.492377	acetylated_beyond_accessibility	-0.45387006	-0.08461952	0.18139935	0.12177324
chr6	44900581	3.295837	1.8026893	1.4931476	acetylated_beyond_accessibility	0.20441866	-0.18574429	-0.13343489	-0.07258105
chr18	55893469	4.394449	2.9012878	1.4931614	acetylated_beyond_accessibility	-0.8591218	-0.73384976	-0.099532366	-0.28980112
chr10	98463197	4.477337	2.9841619	1.493175	acetylated_beyond_accessibility	-1.0834991	-0.39576077	0.33424592	-0.063865185
chr6	68108540	4.0943446	2.600729	1.4936156	acetylated_beyond_accessibility	0.060948372	-0.14406991	-0.10088611	0.37284708
chr10	125868551	2.8903718	1.3966357	1.4937361	acetylated_beyond_accessibility	0.53363967	-0.1860044	0.029371858	0.2587254
chr10	95532195	6.1882644	4.694473	1.4937916	acetylated_beyond_accessibility	-2.0772028	-0.695349	0.4400797	0.49265862
chr17	62919616	3.0445225	1.550278	1.4942446	acetylated_beyond_accessibility	0.61238694	0.1353842	0.11057627	0.14109778
chr20	2891473	4.356709	2.862325	1.494384	acetylated_beyond_accessibility	-1.4962952	-0.28886104	-0.05247712	-0.07579732
chr6	28269688	4.634729	3.140332	1.4943969	acetylated_beyond_accessibility	-1.166198	-0.19577765	0.29125237	0.5099025
chr17	44547218	4.0775375	2.5826952	1.4948423	acetylated_beyond_accessibility	1.0212045	-0.55060077	0.098443985	-0.0076811314
chr12	50531585	3.4011974	1.9061708	1.4950266	acetylated_beyond_accessibility	2.0296204	0.00036263466	0.37111902	0.42900872
chr17	48426471	3.988984	2.4937027	1.4952815	acetylated_beyond_accessibility	0.026597023	0.24054718	0.25448394	0.40259624
chr18	48000011	3.637586	2.1421375	1.4954486	acetylated_beyond_accessibility	0.41118073	-0.3039577	0.49100208	0.49394107
chr6	134217139	3.988984	2.493348	1.4956362	acetylated_beyond_accessibility	-0.11792922	0.060049057	0.21665597	0.10454345
chr12	122279915	5.411646	3.915256	1.4963899	acetylated_beyond_accessibility	-1.2905164	-0.79618406	-0.21414542	-0.14069009
chr20	62160119	3.0445225	1.5479212	1.4966013	acetylated_beyond_accessibility	0.91578054	-0.85978484	-0.046708703	-0.35699165
chr22	43293399	4.3438053	2.8468065	1.4969988	acetylated_beyond_accessibility	-0.35171628	-0.83203936	-0.45582724	-0.66191816
chr22	17638801	7.247081	5.749982	1.4970989	acetylated_beyond_accessibility	0.13021612	-0.01281929	1.2018051	0.48841858
chr12	121738466	5.4071717	3.9100413	1.4971304	acetylated_beyond_accessibility	-2.0237308	-0.5781534	0.02740717	-0.3598044
chr12	10361822	4.624973	3.1276135	1.4973593	acetylated_beyond_accessibility	0.034827948	-0.11960912	0.20402956	0.2735567
chr6	33841337	4.9698133	3.4717038	1.4981096	acetylated_beyond_accessibility	-2.1261277	-1.1105855	-0.29075027	-0.5438037
chr12	48105876	6.568078	5.0696645	1.4984136	acetylated_beyond_accessibility	0.20434046	0.018684387	0.7330284	0.25664377
chr12	6143045	2.6390574	1.1403476	1.4987098	acetylated_beyond_accessibility	0.6593894	-0.245265	-0.51577705	0.06125915
chr10	118488860	3.8918204	2.3927298	1.4990907	acetylated_beyond_accessibility	0.39318585	-0.41655195	0.2777462	0.26749802
chr17	34981956	6.261492	4.762349	1.4991426	acetylated_beyond_accessibility	-1.4916918	-0.798748	0.1707735	0.18458223
chr20	460387	4.5108595	3.0115793	1.4992802	acetylated_beyond_accessibility	-0.9349644	-0.25570416	0.21422148	0.3926351
chr17	32897620	6.4457197	4.946206	1.4995136	acetylated_beyond_accessibility	-2.5844495	-1.0366905	-0.14113617	-0.13631868
chr18	9771670	4.394449	2.894372	1.5000772	acetylated_beyond_accessibility	0.7285826	-0.34859562	0.2934327	0.19122863
chr17	62143762	4.6634393	3.162994	1.5004454	acetylated_beyond_accessibility	-1.6474383	-0.61757684	0.11748886	0.16191125
chr7	38335800	5.187386	3.686154	1.5012321	acetylated_beyond_accessibility	-0.8587589	0.50331354	0.47513294	0.011749268
chr12	120529060	6.2595816	4.758261	1.5013204	acetylated_beyond_accessibility	0.28701591	-0.61263466	0.0036497116	0.021970749
chr10	73651039	3.9512436	2.4498076	1.501436	acetylated_beyond_accessibility	0.13874984	0.30608535	0.17576456	0.48394632
chr17	66361119	3.637586	2.1359344	1.5016518	acetylated_beyond_accessibility	1.2921178	0.53427625	0.19447136	0.388268
chr22	27670844	5.57973	4.0778604	1.5018697	acetylated_beyond_accessibility	-1.4062781	-0.64671516	-0.24526548	-0.29354692
chr17	58659318	6.5337887	5.0317082	1.5020804	acetylated_beyond_accessibility	-0.6921239	0.0923357	0.29512262	0.30346394
chr6	90222847	3.3672957	1.8650815	1.5022142	acetylated_beyond_accessibility	1.0943811	-0.32310033	-0.10317075	0.024144769
chr10	15314035	5.2574954	3.7545896	1.5029058	acetylated_beyond_accessibility	-1.4433675	-0.62719417	0.26264334	0.7153368
chr22	39439322	3.583519	2.0802512	1.5032678	acetylated_beyond_accessibility	0.16337657	0.018235922	0.1400311	0.3108139
chr12	95169535	3.4011974	1.8976815	1.503516	acetylated_beyond_accessibility	-0.32668114	0.17735267	0.17197132	-0.06999457
chr6	5230850	4.5849676	3.0813332	1.5036345	acetylated_beyond_accessibility	-0.9112592	0.06174898	0.1840365	0.4842763
chr10	26755601	3.6635616	2.159636	1.5039256	acetylated_beyond_accessibility	0.2532277	0.11731839	0.30469728	0.21104169
chr18	3340529	4.543295	3.0376325	1.5056624	acetylated_beyond_accessibility	-0.3708508	-0.32345963	0.24275208	0.3753941
chr8	2735714	4.7361984	3.2305198	1.5056787	acetylated_beyond_accessibility	-1.625757	-0.6536689	-0.040518522	-0.021443844
chr6	43963470	4.2904596	2.7847664	1.5056932	acetylated_beyond_accessibility	-1.4013389	-0.72118664	-0.15539837	0.17492032
chr10	21808792	4.477337	2.971632	1.5057049	acetylated_beyond_accessibility	-2.0533173	-1.5581353	-0.33832526	-0.19002175
chr20	47614885	4.5108595	3.0051494	1.5057101	acetylated_beyond_accessibility	-0.9505849	-0.37951684	-0.12573957	-0.15737987
chr10	45261831	4.189655	2.6839235	1.5057313	acetylated_beyond_accessibility	-0.79909647	0.18309712	0.09099388	0.33686185
chr22	41563383	4.158883	2.6520703	1.5068128	acetylated_beyond_accessibility	-0.00086927414	-0.17172241	-0.32290602	-0.10625696
chr7	103038042	5.8021183	4.2950816	1.5070367	acetylated_beyond_accessibility	-2.3542726	-1.0921807	0.11666775	0.07500267
chr6	65461395	4.0430512	2.535712	1.5073392	acetylated_beyond_accessibility	-1.0636839	-1.1098728	-0.22467923	-0.043856144
chr8	58856405	3.7376697	2.230088	1.5075817	acetylated_beyond_accessibility	-0.45991278	-0.08270526	0.15708208	0.26558042
chr17	19945482	3.4339871	1.9262693	1.5077178	acetylated_beyond_accessibility	1.0400128	-0.19263113	0.33871078	0.335593
chr17	75858895	5.8230457	4.3152966	1.5077491	acetylated_beyond_accessibility	-0.84185076	0.11122894	0.4904971	0.49060726
chr8	23518934	5.963579	4.4557815	1.5077977	acetylated_beyond_accessibility	-2.911352	-0.6698749	-0.12692165	-0.0633378
chr17	17840211	6.4345465	4.9267116	1.5078349	acetylated_beyond_accessibility	-1.4101734	-1.3952346	-0.50158405	-0.42567444
chr17	68591749	3.295837	1.7879164	1.5079205	acetylated_beyond_accessibility	0.81643534	0.12701428	0.29707694	0.49173546
chr6	44192744	4.744932	3.2369618	1.5079703	acetylated_beyond_accessibility	0.5640495	0.16546106	0.6177056	0.5703585
chr6	47241980	5.765191	4.2571654	1.5080256	acetylated_beyond_accessibility	-1.8468931	-1.0927188	-0.089514256	0.14263487
chr20	1264003	3.4965076	1.9883299	1.5081778	acetylated_beyond_accessibility	0.26834702	0.017654896	0.42428803	0.24881148
chr12	49301980	3.583519	2.0752742	1.5082448	acetylated_beyond_accessibility	-0.08313632	-0.064400434	0.21874475	0.036156416
chr10	125824920	5.117994	3.6096308	1.508363	acetylated_beyond_accessibility	-1.3901417	-0.34622908	-0.13116145	0.010035276
chr20	56447975	4.477337	2.968756	1.5085809	acetylated_beyond_accessibility	-1.034713	0.057895184	-0.28944445	-0.08354449
chr20	41669971	5.620401	4.1113696	1.5090313	acetylated_beyond_accessibility	-2.437923	-0.5748408	-0.29714942	-0.10197115
chr20	47330244	4.7004805	3.1912646	1.5092158	acetylated_beyond_accessibility	-1.5924516	-0.072051525	0.13227129	-0.041844606
chr17	76788094	3.6109178	2.101557	1.5093608	acetylated_beyond_accessibility	0.8892057	0.84714675	0.45654297	0.79179025
chr18	22466895	5.164786	3.6553645	1.5094213	acetylated_beyond_accessibility	-1.712425	-0.33369517	-0.090913296	0.16749048
chr12	53299480	4.0775375	2.567697	1.5098405	acetylated_beyond_accessibility	0.74472046	-0.25475144	0.28415537	-0.2556572
chr10	6471998	4.6051702	3.095248	1.5099223	acetylated_beyond_accessibility	-0.8034067	-0.2971058	0.0547297	0.06803799
chr20	3843685	4.4998097	2.989692	1.5101178	acetylated_beyond_accessibility	-1.019494	-0.52305675	-0.26801682	-0.23014784
chr10	6927722	3.9702919	2.4600255	1.5102663	acetylated_beyond_accessibility	1.1791232	-0.3085227	0.3795581	0.061605692
chr6	14724758	3.9318256	2.4213784	1.5104473	acetylated_beyond_accessibility	-0.5388496	-0.05300927	0.011700153	0.14609718
chr10	3810279	5.988961	4.4779263	1.511035	acetylated_beyond_accessibility	-1.4131627	-0.4684	-0.060994625	-0.07533741
chr12	26696903	4.2195077	2.7084446	1.5110631	acetylated_beyond_accessibility	-0.1539166	0.003635645	0.25019813	0.337281
chr8	102731175	4.828314	3.3167806	1.5115333	acetylated_beyond_accessibility	-1.4841688	-0.69001627	-0.06891298	-0.14829278
chr17	49942501	3.3322046	1.8204794	1.5117252	acetylated_beyond_accessibility	-0.42965674	-0.25573134	0.030644298	-0.048719645
chr10	35063986	3.9318256	2.419604	1.5122216	acetylated_beyond_accessibility	-1.3563697	-0.8194454	-0.13549995	-0.3799894
chr12	121748934	6.228511	4.7160754	1.5124354	acetylated_beyond_accessibility	-2.5798414	-0.14535236	0.0638113	0.17711496
chr10	17457350	4.7706847	3.258076	1.5126088	acetylated_beyond_accessibility	-1.2044439	-0.43252563	-0.05233383	0.27383828
chr6	135185622	4.4308167	2.917852	1.5129647	acetylated_beyond_accessibility	-0.8364582	0.14952993	-0.070979595	0.10912514
chr7	119965179	5.529429	4.01602	1.5134091	acetylated_beyond_accessibility	-1.8624854	0.028774738	0.23740721	0.6998291
chr22	36982348	4.9767337	3.463149	1.5135846	acetylated_beyond_accessibility	-1.1149998	-0.89477897	-0.15772486	0.31871748
chr20	31670852	5.7268476	4.2132535	1.5135942	acetylated_beyond_accessibility	-2.6184952	-0.28857303	-0.15218925	0.35098696
chr22	24751725	3.295837	1.7819438	1.5138931	acetylated_beyond_accessibility	0.5632961	-0.38613594	-0.20839071	-0.2551868
chr6	67896661	4.1743875	2.660403	1.5139844	acetylated_beyond_accessibility	-1.2796453	-0.14212584	-0.094212055	-0.07126713
chr7	142804848	3.7841897	2.269888	1.5143018	acetylated_beyond_accessibility	-0.6860421	-0.4288535	-0.03705883	-0.05778575
chr6	4636772	3.3672957	1.8524122	1.5148835	acetylated_beyond_accessibility	0.34025574	-0.3448789	-0.008524418	-0.039692044
chr22	37304041	3.5263605	2.0103967	1.5159638	acetylated_beyond_accessibility	1.0707166	-0.66561306	-0.50137866	-0.41973794
chr6	3209351	5.31812	3.8017364	1.5163836	acetylated_beyond_accessibility	-0.8541355	-0.30443072	-0.36900306	-0.4387958
chr20	47392225	6.248043	4.731215	1.5168281	acetylated_beyond_accessibility	-1.52932	-0.6989074	0.0281353	0.15232229
chr22	46067723	4.1743875	2.6575224	1.516865	acetylated_beyond_accessibility	0.73963	-0.1831522	0.41077018	0.12078714
chr6	15097286	5.3752785	3.8578262	1.5174522	acetylated_beyond_accessibility	-0.6836965	-0.05752468	0.05960846	0.4204936
chr6	137794894	4.934474	3.4166515	1.5178225	acetylated_beyond_accessibility	-0.67584515	0.30674338	0.5154531	0.5920832
chr12	1330430	4.0943446	2.5762453	1.5180993	acetylated_beyond_accessibility	-0.5769205	-0.37697434	0.1700058	0.28357792
chr6	15735946	5.1817837	3.6629007	1.518883	acetylated_beyond_accessibility	-1.0800009	0.13403463	0.080634594	0.22213292
chr8	125192836	4.3307333	2.811833	1.5189004	acetylated_beyond_accessibility	-0.7797458	-0.7645583	-0.286129	-0.5765059
chr17	39650272	5.655992	4.136357	1.5196352	acetylated_beyond_accessibility	-1.9958091	-0.35156012	0.16927052	0.34354353
chr8	21971283	4.1108737	2.5908585	1.5200152	acetylated_beyond_accessibility	-0.52161336	-0.83507025	-0.2406044	-0.13329482
chr12	40099686	4.934474	3.4143481	1.5201259	acetylated_beyond_accessibility	-0.029183388	-0.59705734	0.25512552	0.12802744
chr17	78127395	5.8081427	4.287371	1.5207715	acetylated_beyond_accessibility	-0.33692765	0.70669603	-0.09333372	0.37825537
chr7	472080	5.820083	4.299116	1.520967	acetylated_beyond_accessibility	-1.5086365	-0.6041179	0.04262352	0.54007673
chr7	8136264	3.583519	2.0620053	1.5215137	acetylated_beyond_accessibility	0.32822418	-0.05097413	-0.28821635	-0.19021964
chr12	102313297	3.9318256	2.4100676	1.5217581	acetylated_beyond_accessibility	-0.7060745	-0.48899257	-0.12534046	0.04935193
chr17	2282471	3.5553482	2.033193	1.522155	acetylated_beyond_accessibility	0.16544795	-0.15085447	-0.14858508	0.03432703
chr17	77088660	6.2363696	4.713094	1.5232754	acetylated_beyond_accessibility	0.37627697	-0.43806314	0.6277056	0.70698833
chr17	75338788	4.454347	2.9305754	1.5237718	acetylated_beyond_accessibility	0.54462814	0.5910065	0.7441635	0.7522609
chr6	34224359	6.003887	4.4800687	1.5238185	acetylated_beyond_accessibility	-1.1911819	-0.39833498	-0.44315434	-0.1299901
chr17	3969288	5.6240177	4.0999217	1.524096	acetylated_beyond_accessibility	-0.8773196	-0.52871346	0.45625353	0.85370684
chr21	35138927	4.26268	2.7385817	1.5240984	acetylated_beyond_accessibility	0.33303094	-0.48302126	-0.013944864	-0.10696459
chr8	128056920	4.1431346	2.6188767	1.5242579	acetylated_beyond_accessibility	0.5297158	0.20696425	-0.12062383	0.31136513
chr12	53295516	6.0844994	4.5600524	1.524447	acetylated_beyond_accessibility	0.53113985	-0.08571386	0.43250227	0.2693267
chr12	1601709	4.8675346	3.342638	1.5248966	acetylated_beyond_accessibility	0.48415542	-0.07201743	0.77186775	0.57208014
chr17	78032272	3.912023	2.3868914	1.5251317	acetylated_beyond_accessibility	0.7797322	-0.32324004	0.41598034	0.39360952
chr7	101734019	4.1743875	2.6491818	1.5252056	acetylated_beyond_accessibility	0.37354088	0.31880426	-0.09805727	0.5574827
chr10	97598012	3.6635616	2.1382456	1.525316	acetylated_beyond_accessibility	1.0138206	0.43427277	0.41603947	0.34670854
chr6	170607173	3.218876	1.6932142	1.5256617	acetylated_beyond_accessibility	0.9561043	-0.108078	0.24859011	0.26248264
chr22	28242145	4.158883	2.6328287	1.5260544	acetylated_beyond_accessibility	-0.36668587	-0.6152446	0.12847114	0.036339283
chr17	40372734	3.3672957	1.8408661	1.5264297	acetylated_beyond_accessibility	1.3165257	-0.051762223	0.11735523	0.14435792
chr12	22353784	2.944439	1.4177775	1.5266614	acetylated_beyond_accessibility	0.01465416	-0.39409554	-0.1754986	-0.07010746
chr8	9272023	3.6888795	2.1617804	1.5270991	acetylated_beyond_accessibility	-0.75618196	-0.27560997	0.061448812	0.2594993
chr8	41685538	3.7841897	2.2569296	1.5272601	acetylated_beyond_accessibility	-0.41243005	0.26477075	0.22206473	0.41100168
chr7	2733279	5.9788857	4.4515734	1.5273123	acetylated_beyond_accessibility	-1.7967916	-0.1957674	0.05753231	0.44249868
chr7	103344852	6.2595816	4.732258	1.5273237	acetylated_beyond_accessibility	-0.8010175	0.44799232	0.017011642	0.44216204
chr12	10613617	5.7430034	4.215634	1.5273695	acetylated_beyond_accessibility	1.0718851	-0.29243064	0.42077684	0.172863
chr8	94987931	5.7525725	4.2247987	1.5277739	acetylated_beyond_accessibility	-1.6915534	-0.1784854	-0.046226025	0.021375656
chr17	17907442	3.4339871	1.9059017	1.5280855	acetylated_beyond_accessibility	0.39969254	-0.2301395	0.1412704	0.03173685
chr8	130531314	4.2195077	2.6909761	1.5285316	acetylated_beyond_accessibility	-0.73592377	-0.345464	0.19007182	0.105765104
chr20	365099	5.365976	3.8366818	1.529294	acetylated_beyond_accessibility	-1.3981516	-0.30984068	0.006309986	0.2099123
chr7	104224552	3.637586	2.1073756	1.5302105	acetylated_beyond_accessibility	-0.1421938	-0.14624143	0.23198342	-0.11938119
chr22	41725729	3.8066626	2.2759204	1.5307422	acetylated_beyond_accessibility	0.5505984	-0.66195226	-0.10091019	-0.120993614
chr7	99558503	6.7979403	5.267047	1.5308933	acetylated_beyond_accessibility	0.2826686	0.6540203	0.70871973	0.6658392
chr10	3805390	5.9989367	4.4679856	1.530951	acetylated_beyond_accessibility	-1.1895392	-1.250159	0.009197712	-0.033832073
chr8	37775577	3.8286414	2.2976022	1.5310392	acetylated_beyond_accessibility	0.556057	0.15210056	0.44735432	0.50461054
chr7	102121681	4.0943446	2.5631757	1.5311689	acetylated_beyond_accessibility	-0.27020383	-0.053988695	0.21592808	0.5188613
chr6	15691455	3.8066626	2.2752426	1.53142	acetylated_beyond_accessibility	1.5662394	-0.52642965	0.2287724	0.06575608
chr17	78828655	2.8903718	1.3586001	1.5317717	acetylated_beyond_accessibility	0.7400911	0.08638775	0.3191402	-0.040161014
chr10	87691713	3.4011974	1.8691993	1.5319982	acetylated_beyond_accessibility	0.07862866	-0.12184489	0.15959573	0.24839759
chr12	52993264	5.659482	4.127399	1.532083	acetylated_beyond_accessibility	-1.9601498	-0.9989791	0.20165157	0.03984022
chr17	42518657	5.869297	4.336869	1.5324283	acetylated_beyond_accessibility	-1.9618194	-0.06882954	0.21675062	0.39610338
chr17	49725629	3.3322046	1.7996721	1.5325325	acetylated_beyond_accessibility	1.3387306	-0.18492758	0.32909107	0.23821998
chr17	82066509	4.0775375	2.5449994	1.5325382	acetylated_beyond_accessibility	1.7773945	0.05426836	0.38047528	0.35259557
chr22	39625837	4.5108595	2.9782648	1.5325947	acetylated_beyond_accessibility	-0.40488267	-0.33764935	-0.29066634	-0.34997487
chr6	31689700	5.605802	4.0726604	1.5331416	acetylated_beyond_accessibility	-2.1037512	0.0009050369	-0.12671804	0.109372616
chr20	53181132	4.9698133	3.436473	1.5333405	acetylated_beyond_accessibility	-1.2748153	-0.36737776	0.35611892	0.19568801
chr12	21936694	2.1972246	0.6635693	1.5336554	acetylated_beyond_accessibility	1.2788045	0.08293402	0.13557142	0.12483239
chr7	155305605	3.3672957	1.8335648	1.533731	acetylated_beyond_accessibility	1.3678756	-0.30738354	0.35045838	0.12804806
chr12	76158898	4.0430512	2.5085754	1.5344758	acetylated_beyond_accessibility	0.8800216	0.011926174	0.29625607	0.09782195
chr6	31738122	7.309212	5.774025	1.5351872	acetylated_beyond_accessibility	-1.777149	0.62412786	0.38330412	0.6713257
chr8	58596115	4.8121843	3.2768922	1.5352921	acetylated_beyond_accessibility	-0.6183808	-0.7569561	0.29989052	0.026971817
chr6	33183453	3.7612002	2.2258914	1.5353088	acetylated_beyond_accessibility	1.6005735	1.417311	1.7590005	1.1943939
chr7	44000889	1.609438	0.07401675	1.5354211	acetylated_beyond_accessibility	1.9171543	0.02681747	-0.020582408	-0.12249585
chr22	28544733	3.3672957	1.8317338	1.5355619	acetylated_beyond_accessibility	0.06841242	-0.37469375	0.108184576	-0.006103754
chr6	44042343	5.7137327	4.1781573	1.5355754	acetylated_beyond_accessibility	-2.5958753	0.9571109	-0.02717781	0.45393705
chr12	49663164	5.4930615	3.9574237	1.5356379	acetylated_beyond_accessibility	0.28473616	1.484961	1.150239	1.4120221
chr6	86685198	4.6051702	3.0685444	1.5366259	acetylated_beyond_accessibility	-1.8262683	-0.69818974	-0.43025947	-0.2713344
chr6	30818677	4.0430512	2.5059447	1.5371065	acetylated_beyond_accessibility	0.18134975	0.7733762	0.086364985	0.61612463
chr7	138252980	3.1780539	1.640552	1.5375018	acetylated_beyond_accessibility	-0.26760936	-0.2524271	-0.36365807	-0.09687948
chr22	22558503	6.590301	5.0526156	1.5376854	acetylated_beyond_accessibility	-3.2882996	-0.084682465	-0.7704282	-0.078299046
chr20	47274703	4.204693	2.666983	1.53771	acetylated_beyond_accessibility	-0.6752136	0.39312434	0.21171737	0.33253717
chr10	44249907	3.7841897	2.2464685	1.5377212	acetylated_beyond_accessibility	0.412431	0.08542538	0.08041549	0.04635358
chr17	3988875	3.583519	2.04566	1.537859	acetylated_beyond_accessibility	0.7289164	-0.36502457	0.21731687	0.09239602
chr20	32686186	4.3307333	2.792799	1.5379343	acetylated_beyond_accessibility	0.51264834	-0.1603725	0.19213033	0.37652874
chr12	104510229	5.164786	3.6266508	1.538135	acetylated_beyond_accessibility	-0.7770784	-0.386981	0.3459983	0.6257267
chr6	90218509	5.3752785	3.8370929	1.5381856	acetylated_beyond_accessibility	-0.54020023	-0.33217525	-0.050674915	0.35781956
chr10	19742358	3.1780539	1.6398201	1.5382338	acetylated_beyond_accessibility	0.26027834	-0.3877076	-0.09916985	-0.076316595
chr7	50535050	5.8318825	4.2934227	1.5384598	acetylated_beyond_accessibility	-2.8749564	-0.9639623	-0.09256458	-0.46454716
chr12	49741783	6.8669333	5.328215	1.5387182	acetylated_beyond_accessibility	0.17744207	0.19397545	0.8556428	0.40715647
chr6	2784286	5.463832	3.9245937	1.5392382	acetylated_beyond_accessibility	-1.1160593	-0.113799095	-0.06839037	0.18190503
chr10	70618152	3.713572	2.1741166	1.5394554	acetylated_beyond_accessibility	-0.27569854	-0.22188151	0.049022198	0.12166715
chr18	10841188	3.8066626	2.267129	1.5395336	acetylated_beyond_accessibility	-0.91481066	-0.1676879	0.08383298	0.16712403
chr8	104667367	4.7361984	3.1965601	1.5396383	acetylated_beyond_accessibility	-0.62741923	-0.2843492	0.13832235	-0.034288645
chr8	124197978	5.749393	4.2096505	1.5397425	acetylated_beyond_accessibility	-1.5129981	-0.34206605	0.46696854	0.8667612
chr10	119658456	4.6728287	3.1328363	1.5399923	acetylated_beyond_accessibility	-0.8249867	-1.0092442	-0.38657475	-0.65969944
chr20	51600471	4.248495	2.7073267	1.5411685	acetylated_beyond_accessibility	-0.090251446	-0.22545266	0.34245586	0.017708302
chr7	100837480	5.164786	3.623614	1.5411718	acetylated_beyond_accessibility	-1.642479	0.53484035	-0.28553653	0.43859315
chr17	79830501	4.912655	3.3711262	1.5415287	acetylated_beyond_accessibility	-1.8153174	0.10123062	-0.106273174	0.07925868
chr17	81916792	4.934474	3.3924804	1.5419936	acetylated_beyond_accessibility	-0.24087644	0.95327616	0.22859383	-0.03994775
chr12	32054293	4.0073333	2.4653108	1.5420225	acetylated_beyond_accessibility	-0.75762296	-0.35193753	0.23034143	0.11761904
chr7	153413739	6.499787	4.957679	1.542108	acetylated_beyond_accessibility	-1.3159549	-0.24373484	-0.10241127	-0.04587841
chr7	158871602	3.7376697	2.1955256	1.5421441	acetylated_beyond_accessibility	0.97126245	0.24096537	0.23585868	0.42817283
chr10	5462543	6.261492	4.719076	1.5424156	acetylated_beyond_accessibility	-2.5949428	0.03044653	0.03962469	0.5063
chr7	141014758	6.1984787	4.656054	1.5424247	acetylated_beyond_accessibility	-0.4833536	0.41835976	0.30308914	0.09090614
chr12	116819336	5.605802	4.0630283	1.5427737	acetylated_beyond_accessibility	-1.8272405	-0.597641	-0.39991784	-0.21724057
chr8	9171919	4.8202815	3.2774434	1.5428381	acetylated_beyond_accessibility	-0.8266771	-0.19185472	-0.05642295	0.3181033
chr10	119884442	3.1780539	1.6351235	1.5429304	acetylated_beyond_accessibility	1.1045604	-0.10177338	0.13240993	0.29756403
chr10	97543313	3.7612002	2.218155	1.5430453	acetylated_beyond_accessibility	0.45798373	-0.0496428	-0.124528885	0.41446877
chr12	124512859	4.691348	3.1474214	1.5439267	acetylated_beyond_accessibility	-0.06293464	0.23673224	0.19556975	0.12756395
chr22	21807590	3.8286414	2.2840123	1.5446291	acetylated_beyond_accessibility	0.14695168	-0.016145706	0.23872995	0.44579792
chr17	41530549	6.1484685	4.603807	1.5446615	acetylated_beyond_accessibility	-2.0154002	-0.34899807	0.36165428	0.5366349
chr17	42023805	6.4707994	4.925805	1.5449944	acetylated_beyond_accessibility	-1.7998288	-0.9735265	0.39022493	0.4693699
chr8	27498287	4.2904596	2.7453692	1.5450904	acetylated_beyond_accessibility	-0.5207076	-0.66269183	0.1635015	0.39111638
chr7	103630533	4.0253515	2.480053	1.5452986	acetylated_beyond_accessibility	-0.8493922	-0.5908818	-0.07787228	-0.10967493
chr17	59853389	3.465736	1.9202826	1.5454533	acetylated_beyond_accessibility	0.71636295	-0.37431014	0.23351192	0.0759325
chr10	122980344	5.0039463	3.4583256	1.5456207	acetylated_beyond_accessibility	0.7896364	-1.1543152	-0.060752153	0.002221346
chr17	32899427	4.394449	2.848731	1.5457182	acetylated_beyond_accessibility	-0.6845579	0.22856188	0.2551632	0.4811821
chr10	97542364	3.912023	2.3660896	1.5459335	acetylated_beyond_accessibility	0.102369785	-0.5238817	-0.23356986	-0.30242968
chr22	31603331	4.905275	3.358971	1.5463037	acetylated_beyond_accessibility	-0.6178582	-1.58916	0.012005806	-0.3418193
chr10	67849819	5.872118	4.3257113	1.5464067	acetylated_beyond_accessibility	-0.6784239	1.379116	0.47583103	0.79547167
chr17	72978788	4.2195077	2.672969	1.5465386	acetylated_beyond_accessibility	0.39566636	-0.042236567	0.32436824	0.2747972
chr8	16497580	4.3438053	2.7972434	1.546562	acetylated_beyond_accessibility	-1.274015	-0.31692624	-0.07981324	-0.1410048
chr22	26606870	2.7725887	1.2259395	1.5466492	acetylated_beyond_accessibility	-0.34578276	-0.39087534	-0.4659797	-0.113802075
chr6	106888478	5.7203116	4.173586	1.5467257	acetylated_beyond_accessibility	-1.5976517	0.13964081	0.15874815	0.30090904
chr17	36603148	4.8520303	3.3051171	1.5469131	acetylated_beyond_accessibility	-1.7499568	-0.55127096	-0.32005596	0.037724018
chr21	44781158	3.5553482	2.0080273	1.5473208	acetylated_beyond_accessibility	0.67331004	0.05974102	-0.0013189316	0.041717768
chr8	22673353	4.6151204	3.0676575	1.5474629	acetylated_beyond_accessibility	-1.5856891	-1.2417204	-0.29035282	-0.46233654
chr17	35559735	5.2574954	3.7098656	1.5476298	acetylated_beyond_accessibility	-0.2833271	-0.32461333	0.30983973	0.62928486
chr10	3806014	5.7525725	4.2046676	1.547905	acetylated_beyond_accessibility	-0.3733499	-1.3624508	-0.35859227	0.13577509
chr22	21800709	4.0775375	2.5289295	1.5486081	acetylated_beyond_accessibility	-0.6183498	0.5608039	0.39734292	0.27816105
chr6	43640631	5.117994	3.5692747	1.5487192	acetylated_beyond_accessibility	-1.107039	-0.37245655	0.16641116	0.32013345
